year,party.or.pres,ideo,ideo.se,ideo.raw,ideology_01
2009,PP,0.527880920954086,0.0394794294185699,1.14422732698202,0.8116582148379821
2009,PSB,-0.490341455673801,0.0375449916795862,-0.518855106469086,0.2690406774996814
2009,PSDB,0.0874512450324344,0.0355213852827483,0.374524005884634,0.5769502850134833
2009,PSOL,-0.958273008769903,0.0431127162019058,-1.39464783175108,0.01967681277616563
2009,PT,-0.5344997945771,0.0382460845103326,-0.574495328358337,0.24550840237132324
2009,PTB,0.276064516370814,0.0371585056717173,0.661713740925728,0.6774635630087031
2009,PV,-0.266610802738389,0.0371479948106754,-0.167368424652791,0.38826824380494385
2013,CID,-0.216982661065717,0.0365431712552374,-0.150615666578717,0.41471541353449193
2013,COLLOR,0.619872482610373,0.0409542229751323,1.10557099067652,0.8606811353586936
2013,DEM,0.793105176160703,0.0425860702851166,1.33419044877551,0.9529980002385084
2013,DILMA,-0.420741168674004,0.0384878151695443,-0.368419871754353,0.3061311374981564
2013,FHC,0.17628873469021,0.0365950875697719,0.475081501659649,0.6242923794006268
2013,ITAMAR,0.128598120646587,0.0370832661992585,0.401238667859156,0.598877731146477
2013,LULA,-0.419750418693095,0.0373208443109941,-0.379153021008585,0.30665911481146113
2013,MDB,0.179275396781191,0.0374526387110313,0.489705426250818,0.6258839916710591
2013,PCDOB,-0.744015169305973,0.039947410234866,-0.921636451810178,0.13385625321467634
2013,PDT,-0.336334971241575,0.0375405505189195,-0.324908463837774,0.3511117665219997
2013,PL,0.408919308502559,0.0377821614085376,0.806395458658695,0.7482627732645828
2013,PP,0.609922568376604,0.039840499870812,1.06854154522724,0.85537875929411
2013,PSB,-0.428185059693361,0.0374607349273024,-0.406740284351634,0.30216423802132986
2013,PSD,0.373143912790169,0.03885870056023,0.700759591638681,0.7291978248168288
2013,PSDB,0.219219485833186,0.0364420733046325,0.465918881355572,0.6471704647737184
2013,PSOL,-0.967543148494121,0.0436425475617533,-1.33722912486792,0.014736693109383397
2013,PT,-0.531591384797446,0.0386804970636986,-0.517728281456614,0.24705831345993326
2013,PTB,0.322833902223356,0.0370676223804442,0.65351124426682,0.702387282577877
2013,PV,-0.229889146943429,0.0367964131654089,-0.156793959397294,0.4078374606006261
2013,SARNEY,0.500536911908472,0.038760373910523,0.947185443948061,0.7970864089242041
2017,CID,-0.128512375510877,0.0345833008276005,-0.0426590399925831,0.46186182239103907
2017,COLLOR,0.5065627402492,0.0369992036005004,1.04112967618884,0.8002976132836072
2017,DEM,0.738644165894938,0.0403004293138725,1.48241553061875,0.9239753624044893
2017,DILMA,-0.505778134231132,0.0359673616708201,-0.641663943493667,0.2608143679078592
2017,FHC,0.322225811882062,0.0354552217664634,0.691420823720248,0.7020632271543801
2017,ITAMAR,0.194646350563918,0.0353419613291732,0.502823601479632,0.6340752760894454
2017,LULA,-0.498858147099243,0.0369922012748254,-0.600656376741154,0.26450207548737026
2017,MDB,0.385367254530498,0.0367320550730363,0.831384442692563,0.7357117256556097
2017,PCDOB,-0.737426021623198,0.0388271195595035,-1.08266307853857,0.1373676542316394
2017,PDT,-0.404676517013847,0.0356811004650332,-0.484889866490947,0.3146920981705201
2017,PL,0.434313356635365,0.037255517575576,0.934838505939638,0.7617954319226131
2017,PODE,0.269089971338652,0.0668004005980668,0.788114930736948,0.6737467811580231
2017,PP,0.576501536072051,0.0381456277800991,1.18494339265943,0.8375684669054684
2017,PROS,0.0199910195187633,0.0648230828250577,0.390120847943702,0.5410002781419567
2017,PSB,-0.170560421877642,0.0345706931471529,-0.122187955998136,0.43945413631662583
2017,PSC,0.540926256303541,0.0377285879399238,1.10251335359524,0.8186101615870962
2017,PSD,0.399128114211616,0.0366768555522808,0.863041686849765,0.7430449801226295
2017,PSDB,0.477176217136761,0.0374405179004875,0.973608375002826,0.784637337917223
2017,PSOL,-0.898339347848551,0.0414860425106185,-1.39453217968556,0.05161586286904893
2017,PT,-0.667862125072645,0.0389214486918712,-0.932301898185381,0.17443872151551235
2017,PTB,0.197571491701091,0.0354366898715115,0.522886236975233,0.6356341034307539
2017,PV,-0.0688063413177333,0.0342626639045182,0.0692532649717397,0.49367956867295937
2017,REDE,-0.554926423683311,0.0368485877553335,-0.777695744598339,0.23462291464668472
2017,REP,0.424581222926084,0.0369152321267697,0.917015632079146,0.7566091125609565
2017,SARNEY,0.442999239539625,0.0371175027185282,0.920204522204722,0.7664241972093544
2017,SD,0.153360749430004,0.0677350153403713,0.364381109275558,0.6120739021960461
2017,TEMER,0.544756347453621,0.0383209355137079,1.1079297930059,0.8206512428629963
2021,BOLSONARO,0.862013853832748,0.0435468612231685,1.86548686500582,0.9897198969851446
2021,CID,-0.0143774997911159,0.0366961548236164,0.158277902292918,0.5226850635700168
2021,DEM,0.431327950858345,0.0382459644205082,1.01239124156939,0.760204489150321
2021,MDB,0.136856890818039,0.0369982144339305,0.441612308350086,0.6032788851917432
2021,NOVO,0.71127819078398,0.0414516726220848,1.57000729451218,0.9093918506270852
2021,PCDOB,-0.822138070032588,0.10135138735881,-1.34636320599455,0.09222403516974503
2021,PDT,-0.355736216355893,0.0375903342031264,-0.48464839496548,0.34077271280753274
2021,PL,0.493432193803052,0.0392598860984362,1.12044501082613,0.7933002569692519
2021,PODE,0.385623050134091,0.0387084970750306,0.901606019983359,0.7358480408492938
2021,PP,0.509648096976488,0.0397177444859436,1.15279927403328,0.801941820588023
2021,PROS,0.0316486254234854,0.0970470540182487,0.0365381220286724,0.5472126945575434
2021,PSB,-0.426637192880736,0.0379826395094591,-0.607157102172607,0.30298910663281714
2021,PSC,0.596456173433292,0.0710994486249333,1.20953478419123,0.8482024270618876
2021,PSD,0.295890504398023,0.0367721219151193,0.727185425536396,0.6880289650717087
2021,PSDB,0.157336707939841,0.0365028896458927,0.473917289663999,0.614192717166811
2021,PSL,0.803358768904177,0.0432118076316622,1.75006387970002,0.958462208618764
2021,PSOL,-0.874037711059554,0.0454837707140228,-1.47215050628239,0.06456636819128116
2021,PT,-0.691054941390464,0.0417049123393887,-1.12905434194077,0.16207911406316733
2021,PTB,0.455367789121314,0.0387960434577364,1.04020912152401,0.7730154802812206
2021,REP,0.550430682161375,0.0396354612377985,1.2363953743896,0.8236751339066715
2021,SD,0.190182671671494,0.0643845911803043,0.535180427806278,0.6316965516539271
