Código IBGE,primeira_estacao_3g,n_estacoes_3g_total,Município-UF,UF,operadora_primeira,faixa_primeira,ano_primeira_3g,mes_primeira_3g,trimestre_primeira_3g
3135209,1999-03-01,40,Januária - MG,MG,VIVO,850,1999,3,1
4301107,1999-04-01,31,Arroio dos Ratos - RS,RS,CLARO,850,1999,4,2
4317509,1999-04-01,78,Santo Ângelo - RS,RS,VIVO,850,1999,4,2
4318200,1999-04-01,55,São Francisco de Paula - RS,RS,VIVO,850,1999,4,2
4320503,1999-04-01,13,Sertão - RS,RS,CLARO,850,1999,4,2
4322905,1999-04-01,7,Viadutos - RS,RS,CLARO,850,1999,4,2
4322707,1999-04-01,35,Vera Cruz - RS,RS,VIVO,850,1999,4,2
4322608,1999-04-01,56,Venâncio Aires - RS,RS,VIVO,2100,1999,4,2
4301651,1999-04-01,11,Barão - RS,RS,CLARO,2100,1999,4,2
4319158,1999-04-01,12,São Miguel das Missões - RS,RS,CLARO,2100,1999,4,2
4318705,1999-04-01,276,São Leopoldo - RS,RS,CLARO,850,1999,4,2
4317707,1999-04-01,29,Santo Antônio das Missões - RS,RS,VIVO,2100,1999,4,2
2301000,1999-04-01,149,Aquiraz - CE,CE,CLARO,850,1999,4,2
4301909,1999-04-01,53,Barra do Ribeiro - RS,RS,CLARO,850,1999,4,2
4300109,1999-04-01,22,Agudo - RS,RS,CLARO,2100,1999,4,2
2303501,1999-04-01,47,Cascavel - CE,CE,TIM,850,1999,4,2
2303709,1999-04-01,224,Caucaia - CE,CE,CLARO,2100,1999,4,2
4319604,1999-04-01,27,São Sepé - RS,RS,VIVO,2100,1999,4,2
4321477,1999-04-01,9,Tiradentes do Sul - RS,RS,VIVO,2100,1999,4,2
4322103,1999-04-01,15,Tucunduva - RS,RS,TIM,850,1999,4,2
4322004,1999-04-01,82,Triunfo - RS,RS,CLARO,850,1999,4,2
2302206,1999-04-01,75,Beberibe - CE,CE,TIM,850,1999,4,2
2301109,1999-04-01,76,Aracati - CE,CE,VIVO,2100,1999,4,2
4321105,1999-04-01,25,Tapes - RS,RS,TIM,2100,1999,4,2
4316204,1999-04-01,7,Rondinha - RS,RS,CLARO,850,1999,4,2
2310852,1999-04-01,15,Pindoretama - CE,CE,CLARO,2100,1999,4,2
4303103,1999-04-01,150,Cachoeirinha - RS,RS,CLARO,850,1999,4,2
4313102,1999-04-01,5,Nova Palma - RS,RS,CLARO,850,1999,4,2
4312476,1999-04-01,16,Morro Reuter - RS,RS,VIVO,850,1999,4,2
3552502,1999-04-01,202,Suzano - SP,SP,VIVO,2100,1999,4,2
4312401,1999-04-01,101,Montenegro - RS,RS,VIVO,850,1999,4,2
4312302,1999-04-01,6,Miraguaí - RS,RS,VIVO,2100,1999,4,2
4312252,1999-04-01,4,Minas do Leão - RS,RS,VIVO,850,1999,4,2
4312203,1999-04-01,7,Maximiliano de Almeida - RS,RS,CLARO,850,1999,4,2
4305702,1999-04-01,11,Condor - RS,RS,VIVO,2100,1999,4,2
4306106,1999-04-01,73,Cruz Alta - RS,RS,VIVO,850,1999,4,2
4311759,1999-04-01,5,Manoel Viana - RS,RS,CLARO,2100,1999,4,2
4311601,1999-04-01,10,Liberato Salzano - RS,RS,VIVO,850,1999,4,2
4311007,1999-04-01,24,Jaguarão - RS,RS,CLARO,2100,1999,4,2
4310439,1999-04-01,10,Ipê - RS,RS,CLARO,850,1999,4,2
4306767,1999-04-01,99,Eldorado do Sul - RS,RS,VIVO,2100,1999,4,2
4309506,1999-04-01,12,Guarani das Missões - RS,RS,VIVO,2100,1999,4,2
4308904,1999-04-01,11,Getúlio Vargas - RS,RS,VIVO,850,1999,4,2
4308706,1999-04-01,14,Gaurama - RS,RS,VIVO,850,1999,4,2
4305306,1999-04-01,10,Chapada - RS,RS,CLARO,850,1999,4,2
4313391,1999-04-01,8,Novo Cabrais - RS,RS,VIVO,850,1999,4,2
3548807,1999-04-01,211,São Caetano do Sul - SP,SP,TIM,2100,1999,4,2
4305108,1999-04-01,596,Caxias do Sul - RS,RS,VIVO,2100,1999,4,2
4316006,1999-04-01,25,Rolante - RS,RS,TIM,2100,1999,4,2
3504107,1999-04-01,275,Atibaia - SP,SP,VIVO,850,1999,4,2
4303301,1999-04-01,4,Caibaté - RS,RS,VIVO,850,1999,4,2
3513801,1999-04-01,224,Diadema - SP,SP,VIVO,850,1999,4,2
4304002,1999-04-01,15,Campo Novo - RS,RS,TIM,850,1999,4,2
4314704,1999-04-01,15,Planalto - RS,RS,VIVO,850,1999,4,2
4313409,1999-04-01,358,Novo Hamburgo - RS,RS,CLARO,850,1999,4,2
4314605,1999-04-01,31,Piratini - RS,RS,CLARO,850,1999,4,2
3522208,1999-04-01,167,Itapecerica da Serra - SP,SP,CLARO,850,1999,4,2
3523404,1999-04-01,268,Itatiba - SP,SP,VIVO,850,1999,4,2
4314027,1999-04-01,13,Paraíso do Sul - RS,RS,VIVO,2100,1999,4,2
3545209,1999-04-01,168,Salto - SP,SP,CLARO,850,1999,4,2
3530607,1999-04-01,438,Mogi das Cruzes - SP,SP,VIVO,850,1999,4,2
2307650,1999-04-01,144,Maracanaú - CE,CE,TIM,850,1999,4,2
2304285,1999-04-01,118,Eusébio - CE,CE,TIM,2100,1999,4,2
4304507,1999-05-01,34,Canguçu - RS,RS,TIM,2100,1999,5,2
2305233,1999-05-01,58,Horizonte - CE,CE,CLARO,2100,1999,5,2
4307807,1999-05-01,36,Estrela - RS,RS,CLARO,850,1999,5,2
2309607,1999-05-01,62,Pacajus - CE,CE,VIVO,2100,1999,5,2
4307054,1999-05-01,9,Ernestina - RS,RS,TIM,2100,1999,5,2
4303509,1999-05-01,77,Camaquã - RS,RS,VIVO,850,1999,5,2
4315131,1999-05-01,7,Pouso Novo - RS,RS,CLARO,850,1999,5,2
4311403,1999-05-01,87,Lajeado - RS,RS,CLARO,850,1999,5,2
2306256,1999-05-01,33,Itaitinga - CE,CE,VIVO,2100,1999,5,2
4312450,1999-05-01,4,Morro Redondo - RS,RS,VIVO,2100,1999,5,2
4312054,1999-05-01,12,Marques de Souza - RS,RS,VIVO,850,1999,5,2
4312427,1999-05-01,9,Mormaço - RS,RS,VIVO,850,1999,5,2
2307700,1999-05-01,88,Maranguape - CE,CE,VIVO,2100,1999,5,2
4306056,1999-05-01,9,Cristal - RS,RS,TIM,2100,1999,5,2
4308300,1999-05-01,13,Fontoura Xavier - RS,RS,VIVO,850,1999,5,2
4318804,1999-05-01,45,São Lourenço do Sul - RS,RS,VIVO,850,1999,5,2
4321626,1999-05-01,14,Travesseiro - RS,RS,VIVO,850,1999,5,2
4321469,1999-05-01,12,Tio Hugo - RS,RS,VIVO,2100,1999,5,2
2905701,1999-05-01,368,Camaçari - BA,BA,CLARO,2100,1999,5,2
4321303,1999-05-01,63,Taquari - RS,RS,VIVO,850,1999,5,2
2302107,1999-05-01,20,Baturité - CE,CE,CLARO,850,1999,5,2
4321451,1999-05-01,35,Teutônia - RS,RS,VIVO,850,1999,5,2
4318465,1999-05-01,4,São José do Herval - RS,RS,CLARO,850,1999,5,2
2916401,1999-06-01,34,Itapetinga - BA,BA,CLARO,2100,1999,6,2
3550704,1999-06-01,318,São Sebastião - SP,SP,CLARO,2100,1999,6,2
2917508,1999-06-01,73,Jacobina - BA,BA,CLARO,2100,1999,6,2
2918407,1999-06-01,117,Juazeiro - BA,BA,CLARO,2100,1999,6,2
3548500,1999-06-01,602,Santos - SP,SP,VIVO,2100,1999,6,2
2919207,1999-06-01,170,Lauro de Freitas - BA,BA,CLARO,2100,1999,6,2
2914703,1999-06-01,22,Itaberaba - BA,BA,TIM,2100,1999,6,2
3552205,1999-06-01,569,Sorocaba - SP,SP,CLARO,850,1999,6,2
2914000,1999-06-01,15,Ipirá - BA,BA,CLARO,2100,1999,6,2
2913606,1999-06-01,231,Ilhéus - BA,BA,CLARO,2100,1999,6,2
2912103,1999-06-01,16,Ibicaraí - BA,BA,CLARO,2100,1999,6,2
3555406,1999-06-01,292,Ubatuba - SP,SP,TIM,2100,1999,6,2
2910727,1999-06-01,107,Eunápolis - BA,BA,CLARO,2100,1999,6,2
3549904,1999-06-01,641,São José dos Campos - SP,SP,VIVO,850,1999,6,2
3556206,1999-06-01,125,Valinhos - SP,SP,TIM,2100,1999,6,2
2905602,1999-06-01,13,Camacan - BA,BA,VIVO,2100,1999,6,2
2906006,1999-06-01,12,Campo Formoso - BA,BA,TIM,850,1999,6,2
4119905,1999-06-01,370,Ponta Grossa - PR,PR,VIVO,850,1999,6,2
4115200,1999-06-01,354,Maringá - PR,PR,TIM,850,1999,6,2
3168705,1999-06-01,61,Timóteo - MG,MG,VIVO,2100,1999,6,2
2802106,1999-06-01,102,Estância - SE,SE,VIVO,2100,1999,6,2
4307500,1999-06-01,18,Espumoso - RS,RS,VIVO,850,1999,6,2
2802908,1999-06-01,77,Itabaiana - SE,SE,CLARO,2100,1999,6,2
2803500,1999-06-01,58,Lagarto - SE,SE,VIVO,850,1999,6,2
2806701,1999-06-01,73,São Cristóvão - SE,SE,VIVO,850,1999,6,2
4113700,1999-06-01,592,Londrina - PR,PR,CLARO,2100,1999,6,2
4106902,1999-06-01,2462,Curitiba - PR,PR,VIVO,850,1999,6,2
4105805,1999-06-01,209,Colombo - PR,PR,TIM,850,1999,6,2
2905404,1999-06-01,27,Cairu - BA,BA,CLARO,2100,1999,6,2
4311304,1999-06-01,40,Lagoa Vermelha - RS,RS,TIM,2100,1999,6,2
3556701,1999-06-01,129,Vinhedo - SP,SP,CLARO,2100,1999,6,2
3538709,1999-06-01,381,Piracicaba - SP,SP,VIVO,2100,1999,6,2
2908002,1999-06-01,8,Coaraci - BA,BA,CLARO,2100,1999,6,2
3537602,1999-06-01,119,Peruíbe - SP,SP,TIM,2100,1999,6,2
3547809,1999-06-01,459,Santo André - SP,SP,TIM,2100,1999,6,2
3501608,1999-06-01,183,Americana - SP,SP,CLARO,850,1999,6,2
3304201,1999-06-01,150,Resende - RJ,RJ,CLARO,850,1999,6,2
3112505,1999-06-01,9,Capim Branco - MG,MG,CLARO,2100,1999,6,2
4300703,1999-06-01,8,Anta Gorda - RS,RS,VIVO,850,1999,6,2
4300802,1999-06-01,31,Antônio Prado - RS,RS,VIVO,850,1999,6,2
3105608,1999-06-01,135,Barbacena - MG,MG,VIVO,850,1999,6,2
3506359,1999-06-01,245,Bertioga - SP,SP,CLARO,2100,1999,6,2
4303608,1999-06-01,7,Cambará do Sul - RS,RS,VIVO,850,1999,6,2
3509502,1999-06-01,1315,Campinas - SP,SP,VIVO,2100,1999,6,2
3516309,1999-06-01,120,Francisco Morato - SP,SP,CLARO,2100,1999,6,2
3518701,1999-06-01,519,Guarujá - SP,SP,TIM,2100,1999,6,2
4316600,1999-06-01,15,Sananduva - RS,RS,CLARO,850,1999,6,2
2933307,1999-06-01,230,Vitória da Conquista - BA,BA,VIVO,850,1999,6,2
2931350,1999-06-01,174,Teixeira de Freitas - BA,BA,VIVO,2100,1999,6,2
3520400,1999-06-01,89,Ilhabela - SP,SP,VIVO,850,1999,6,2
3118304,1999-06-01,134,Conselheiro Lafaiete - MG,MG,CLARO,2100,1999,6,2
3522109,1999-06-01,146,Itanhaém - SP,SP,TIM,2100,1999,6,2
3302403,1999-06-01,474,Macaé - RJ,RJ,VIVO,2100,1999,6,2
3520509,1999-06-01,161,Indaiatuba - SP,SP,TIM,2100,1999,6,2
2928802,1999-06-01,16,Santo Estêvão - BA,BA,CLARO,2100,1999,6,2
3122306,1999-06-01,311,Divinópolis - MG,MG,TIM,850,1999,6,2
3300704,1999-06-01,369,Cabo Frio - RJ,RJ,VIVO,850,1999,6,2
4301602,1999-06-01,173,Bagé - RS,RS,VIVO,2100,1999,6,2
3143302,1999-06-01,300,Montes Claros - MG,MG,VIVO,850,1999,6,2
2930105,1999-06-01,48,Senhor do Bonfim - BA,BA,VIVO,2100,1999,6,2
4114203,1999-07-01,18,Mandaguari - PR,PR,VIVO,850,1999,7,3
2313807,1999-07-01,10,Uruburetama - CE,CE,CLARO,850,1999,7,3
2313500,1999-07-01,26,Trairi - CE,CE,TIM,850,1999,7,3
4114807,1999-07-01,26,Marialva - PR,PR,CLARO,2100,1999,7,3
4118204,1999-07-01,118,Paranaguá - PR,PR,VIVO,2100,1999,7,3
4202404,1999-07-01,534,Blumenau - SC,SC,VIVO,850,1999,7,3
4202305,1999-07-01,56,Biguaçu - SC,SC,TIM,2100,1999,7,3
3169604,1999-07-01,42,Tupaciguara - MG,MG,VIVO,2100,1999,7,3
4119152,1999-07-01,103,Pinhais - PR,PR,CLARO,2100,1999,7,3
2312403,1999-07-01,72,São Gonçalo do Amarante - CE,CE,CLARO,850,1999,7,3
4112702,1999-07-01,10,Jataizinho - PR,PR,TIM,850,1999,7,3
3303401,1999-07-01,314,Nova Friburgo - RJ,RJ,VIVO,850,1999,7,3
4209102,1999-07-01,571,Joinville - SC,SC,TIM,2100,1999,7,3
4104204,1999-07-01,115,Campo Largo - PR,PR,TIM,2100,1999,7,3
4208203,1999-07-01,205,Itajaí - SC,SC,CLARO,2100,1999,7,3
4207502,1999-07-01,46,Indaial - SC,SC,TIM,2100,1999,7,3
2310209,1999-07-01,24,Paracuru - CE,CE,TIM,850,1999,7,3
2310258,1999-07-01,29,Paraipaba - CE,CE,CLARO,850,1999,7,3
4207106,1999-07-01,11,Ilhota - SC,SC,CLARO,2100,1999,7,3
3525102,1999-07-01,77,Jardinópolis - SP,SP,VIVO,2100,1999,7,3
2306405,1999-07-01,93,Itapipoca - CE,CE,TIM,850,1999,7,3
3549409,1999-07-01,63,São Joaquim da Barra - SP,SP,CLARO,850,1999,7,3
4109807,1999-07-01,24,Ibiporã - PR,PR,VIVO,850,1999,7,3
4211900,1999-07-01,206,Palhoça - SC,SC,VIVO,850,1999,7,3
4303673,1999-07-01,14,Campestre da Serra - RS,RS,VIVO,850,1999,7,3
4204608,1999-07-01,212,Criciúma - SC,SC,VIVO,850,1999,7,3
4216206,1999-07-01,52,São Francisco do Sul - SC,SC,TIM,850,1999,7,3
4216602,1999-07-01,242,São José - SC,SC,VIVO,850,1999,7,3
3534302,1999-07-01,48,Orlândia - SP,SP,CLARO,850,1999,7,3
4101408,1999-07-01,133,Apucarana - PR,PR,TIM,2100,1999,7,3
4218707,1999-07-01,81,Tubarão - SC,SC,TIM,850,1999,7,3
4101804,1999-07-01,133,Araucária - PR,PR,TIM,2100,1999,7,3
4205407,1999-07-01,912,Florianópolis - SC,SC,VIVO,850,1999,7,3
5300108,1999-07-01,4585,Brasília - DF,DF,CLARO,850,1999,7,3
4125506,1999-07-01,293,São José dos Pinhais - PR,PR,VIVO,2100,1999,7,3
4308409,1999-07-01,10,Formigueiro - RS,RS,VIVO,850,1999,7,3
5108055,1999-07-01,8,Terra Nova do Norte - MT,MT,VIVO,2100,1999,7,3
5107859,1999-07-01,5,São Félix do Araguaia - MT,MT,CLARO,850,1999,7,3
5105903,1999-07-01,20,Nobres - MT,MT,VIVO,850,1999,7,3
5105150,1999-07-01,28,Juína - MT,MT,CLARO,850,1999,7,3
5105101,1999-07-01,13,Juara - MT,MT,CLARO,850,1999,7,3
5104203,1999-07-01,15,Guiratinga - MT,MT,VIVO,2100,1999,7,3
5103601,1999-07-01,10,Dom Aquino - MT,MT,VIVO,2100,1999,7,3
5102702,1999-07-01,7,Canarana - MT,MT,VIVO,850,1999,7,3
5101605,1999-07-01,11,Barão de Melgaço - MT,MT,TIM,2100,1999,7,3
5108501,1999-07-01,22,Vera - MT,MT,CLARO,850,1999,7,3
5100409,1999-07-01,12,Alto Garças - MT,MT,VIVO,850,1999,7,3
5006200,1999-07-01,50,Nova Andradina - MS,MS,CLARO,2100,1999,7,3
2930709,1999-07-01,143,Simões Filho - BA,BA,CLARO,2100,1999,7,3
5005707,1999-07-01,34,Naviraí - MS,MS,CLARO,850,1999,7,3
5005681,1999-07-01,6,Mundo Novo - MS,MS,VIVO,2100,1999,7,3
5004502,1999-07-01,9,Itaporã - MS,MS,VIVO,850,1999,7,3
5003702,1999-07-01,326,Dourados - MS,MS,VIVO,2100,1999,7,3
5002605,1999-07-01,11,Camapuã - MS,MS,CLARO,850,1999,7,3
5002407,1999-07-01,8,Caarapó - MS,MS,CLARO,850,1999,7,3
5002308,1999-07-01,1,Brasilândia - MS,MS,VIVO,850,1999,7,3
2930501,1999-07-01,40,Serrinha - BA,BA,VIVO,850,1999,7,3
4308201,1999-07-01,52,Flores da Cunha - RS,RS,VIVO,850,1999,7,3
5200100,1999-07-01,20,Abadiânia - GO,GO,VIVO,850,1999,7,3
5201108,1999-07-01,455,Anápolis - GO,GO,CLARO,2100,1999,7,3
2607901,1999-07-01,665,Jaboatão dos Guararapes - PE,PE,TIM,850,1999,7,3
2611606,1999-07-01,2700,Recife - PE,PE,VIVO,2100,1999,7,3
2700300,1999-07-01,225,Arapiraca - AL,AL,TIM,850,1999,7,3
5219308,1999-07-01,42,Santa Helena de Goiás - GO,GO,CLARO,2100,1999,7,3
2902104,1999-07-01,22,Araci - BA,BA,VIVO,2100,1999,7,3
5218805,1999-07-01,214,Rio Verde - GO,GO,CLARO,850,1999,7,3
2903201,1999-07-01,238,Barreiras - BA,BA,VIVO,2100,1999,7,3
5218003,1999-07-01,18,Porangatu - GO,GO,CLARO,2100,1999,7,3
5217708,1999-07-01,12,Pontalina - GO,GO,CLARO,2100,1999,7,3
5200308,1999-07-01,47,Alexânia - GO,GO,CLARO,850,1999,7,3
5217401,1999-07-01,16,Pires do Rio - GO,GO,VIVO,2100,1999,7,3
5215306,1999-07-01,9,Orizona - GO,GO,CLARO,2100,1999,7,3
2908408,1999-07-01,22,Conceição do Coité - BA,BA,TIM,2100,1999,7,3
5211909,1999-07-01,92,Jataí - GO,GO,VIVO,850,1999,7,3
5211404,1999-07-01,6,Itauçu - GO,GO,VIVO,850,1999,7,3
5210109,1999-07-01,27,Ipameri - GO,GO,CLARO,2100,1999,7,3
2915502,1999-07-01,8,Itajuípe - BA,BA,VIVO,2100,1999,7,3
5205109,1999-07-01,70,Catalão - GO,GO,CLARO,850,1999,7,3
2918100,1999-07-01,22,Jeremoabo - BA,BA,CLARO,2100,1999,7,3
5204102,1999-07-01,6,Cachoeira Alta - GO,GO,TIM,2100,1999,7,3
5217104,1999-07-01,30,Piracanjuba - GO,GO,CLARO,850,1999,7,3
5000203,1999-07-01,14,Água Clara - MS,MS,VIVO,850,1999,7,3
5001508,1999-07-01,19,Bandeirantes - MS,MS,TIM,2100,1999,7,3
3138203,1999-07-01,67,Lavras - MG,MG,VIVO,2100,1999,7,3
3169406,1999-07-01,35,Três Pontas - MG,MG,TIM,2100,1999,7,3
3148004,1999-07-01,150,Patos de Minas - MG,MG,TIM,850,1999,7,3
3159605,1999-07-01,36,Santa Rita do Sapucaí - MG,MG,VIVO,2100,1999,7,3
4122404,1999-07-01,33,Rolândia - PR,PR,CLARO,2100,1999,7,3
3136702,1999-08-01,551,Juiz de Fora - MG,MG,TIM,850,1999,8,3
3149200,1999-08-01,7,Pedrinópolis - MG,MG,VIVO,2100,1999,8,3
3148103,1999-08-01,101,Patrocínio - MG,MG,VIVO,850,1999,8,3
3546801,1999-08-01,108,Santa Isabel - SP,SP,VIVO,850,1999,8,3
2924009,1999-08-01,66,Paulo Afonso - BA,BA,VIVO,2100,1999,8,3
3147907,1999-08-01,82,Passos - MG,MG,CLARO,2100,1999,8,3
2926301,1999-08-01,12,Riachão do Jacuípe - BA,BA,TIM,850,1999,8,3
3147105,1999-08-01,138,Pará de Minas - MG,MG,CLARO,2100,1999,8,3
2928109,1999-08-01,23,Santa Maria da Vitória - BA,BA,VIVO,2100,1999,8,3
3146008,1999-08-01,28,Ouro Fino - MG,MG,CLARO,2100,1999,8,3
3145901,1999-08-01,46,Ouro Branco - MG,MG,CLARO,2100,1999,8,3
3526704,1999-08-01,41,Leme - SP,SP,CLARO,850,1999,8,3
3204708,1999-08-01,41,São Gabriel da Palha - ES,ES,VIVO,850,1999,8,3
3204906,1999-08-01,259,São Mateus - ES,ES,VIVO,2100,1999,8,3
2201903,1999-08-01,27,Bom Jesus - PI,PI,TIM,2100,1999,8,3
3145604,1999-08-01,43,Oliveira - MG,MG,VIVO,2100,1999,8,3
3525003,1999-08-01,80,Jandira - SP,SP,CLARO,2100,1999,8,3
3144805,1999-08-01,179,Nova Lima - MG,MG,VIVO,850,1999,8,3
3205150,1999-08-01,33,Vila Pavão - ES,ES,VIVO,2100,1999,8,3
2202208,1999-08-01,44,Campo Maior - PI,PI,TIM,2100,1999,8,3
2930154,1999-08-01,14,Serra do Ramalho - BA,BA,VIVO,2100,1999,8,3
3144300,1999-08-01,25,Nanuque - MG,MG,VIVO,850,1999,8,3
3300233,1999-08-01,151,Armação dos Búzios - RJ,RJ,VIVO,850,1999,8,3
3527306,1999-08-01,63,Louveira - SP,SP,CLARO,850,1999,8,3
