Código IBGE,primeira_estacao_3g,n_estacoes_3g_total,Município-UF,UF,operadora_primeira,faixa_primeira,ano_primeira_3g,mes_primeira_3g,trimestre_primeira_3g
3520004,1999-12-01,13,Igaraçu do Tietê - SP,SP,CLARO,850,1999,12,4
3519907,1999-12-01,12,Iepê - SP,SP,CLARO,850,1999,12,4
3519808,1999-12-01,16,Icém - SP,SP,CLARO,850,1999,12,4
3519709,1999-12-01,148,Ibiúna - SP,SP,TIM,2100,1999,12,4
3519600,1999-12-01,32,Ibitinga - SP,SP,CLARO,850,1999,12,4
3519501,1999-12-01,8,Ibirarema - SP,SP,VIVO,850,1999,12,4
3520905,1999-12-01,8,Ipaussu - SP,SP,VIVO,850,1999,12,4
3301850,1999-12-01,63,Guapimirim - RJ,RJ,CLARO,850,1999,12,4
1100015,1999-12-01,15,Alta Floresta D'Oeste - RO,RO,CLARO,850,1999,12,4
2407401,1999-12-01,8,Martins - RN,RN,CLARO,850,1999,12,4
2100055,1999-12-01,182,Açailândia - MA,MA,VIVO,2100,1999,12,4
2401107,1999-12-01,13,Areia Branca - RN,RN,VIVO,2100,1999,12,4
2409407,1999-12-01,21,Pau dos Ferros - RN,RN,CLARO,2100,1999,12,4
1502400,1999-12-01,146,Castanhal - PA,PA,CLARO,850,1999,12,4
1506500,1999-12-01,46,Santa Izabel do Pará - PA,PA,CLARO,2100,1999,12,4
2103000,1999-12-01,120,Caxias - MA,MA,CLARO,2100,1999,12,4
2101202,1999-12-01,70,Bacabal - MA,MA,VIVO,850,1999,12,4
2401008,1999-12-01,39,Apodi - RN,RN,CLARO,850,1999,12,4
1502202,1999-12-01,53,Capanema - PA,PA,CLARO,850,1999,12,4
1303536,1999-12-01,33,Presidente Figueiredo - AM,AM,CLARO,850,1999,12,4
2109908,1999-12-01,37,Santa Inês - MA,MA,VIVO,2100,1999,12,4
1302504,1999-12-01,121,Manacapuru - AM,AM,VIVO,850,1999,12,4
3537305,2000-01-01,50,Penápolis - SP,SP,CLARO,2100,2000,1,1
2203305,2000-01-01,12,Demerval Lobão - PI,PI,CLARO,2100,2000,1,1
2911907,2000-01-01,17,Iaçu - BA,BA,CLARO,2100,2000,1,1
3511300,2000-01-01,23,Cedral - SP,SP,VIVO,2100,2000,1,1
3557105,2000-01-01,70,Votuporanga - SP,SP,VIVO,850,2000,1,1
3524808,2000-01-01,45,Jales - SP,SP,CLARO,850,2000,1,1
3533908,2000-01-01,80,Olímpia - SP,SP,CLARO,850,2000,1,1
3133402,2000-01-01,13,Itapagipe - MG,MG,CLARO,2100,2000,1,1
3530300,2000-01-01,50,Mirassol - SP,SP,CLARO,850,2000,1,1
3551801,2000-01-01,9,Sete Barras - SP,SP,VIVO,850,2000,1,1
3506508,2000-01-01,103,Birigui - SP,SP,VIVO,2100,2000,1,1
3512001,2000-01-01,24,Colina - SP,SP,VIVO,850,2000,1,1
3137502,2000-01-01,21,Lagoa Formosa - MG,MG,TIM,850,2000,1,1
3305505,2000-01-01,196,Saquarema - RJ,RJ,CLARO,850,2000,1,1
3203908,2000-01-01,92,Nova Venécia - ES,ES,VIVO,2100,2000,1,1
3513108,2000-01-01,46,Cravinhos - SP,SP,CLARO,850,2000,1,1
3306107,2000-01-01,77,Valença - RJ,RJ,CLARO,850,2000,1,1
3300951,2000-02-01,25,Comendador Levy Gasparian - RJ,RJ,TIM,2100,2000,2,1
3155504,2000-02-01,19,Rio Paranaíba - MG,MG,ALGAR,850,2000,2,1
3305703,2000-02-01,11,Sumidouro - RJ,RJ,CLARO,850,2000,2,1
4203956,2000-02-01,16,Capivari de Baixo - SC,SC,VIVO,850,2000,2,1
5106109,2000-02-01,17,Nossa Senhora do Livramento - MT,MT,CLARO,850,2000,2,1
3149606,2000-02-01,11,Pequi - MG,MG,ALGAR,850,2000,2,1
3163102,2000-02-01,8,São José da Varginha - MG,MG,CLARO,2100,2000,2,1
1200252,2000-02-01,9,Epitaciolândia - AC,AC,VIVO,2100,2000,2,1
1200450,2000-02-01,24,Senador Guiomard - AC,AC,VIVO,2100,2000,2,1
1200138,2000-02-01,20,Bujari - AC,AC,VIVO,850,2000,2,1
3305133,2000-02-01,5,São José de Ubá - RJ,RJ,TIM,2100,2000,2,1
4306403,2000-02-01,29,Dois Irmãos - RS,RS,TIM,2100,2000,2,1
3303807,2000-02-01,120,Paraty - RJ,RJ,TIM,2100,2000,2,1
5106505,2000-02-01,36,Poconé - MT,MT,VIVO,850,2000,2,1
2804409,2000-02-01,14,Neópolis - SE,SE,CLARO,2100,2000,2,1
3546256,2000-03-01,12,Santa Cruz da Esperança - SP,SP,VIVO,2100,2000,3,1
3130903,2000-03-01,32,Inhapim - MG,MG,VIVO,850,2000,3,1
4309407,2000-03-01,35,Guaporé - RS,RS,VIVO,850,2000,3,1
3153400,2000-03-01,26,Presidente Olegário - MG,MG,ALGAR,850,2000,3,1
3115805,2000-03-01,21,Centralina - MG,MG,VIVO,2100,2000,3,1
3535606,2000-03-01,56,Paraibuna - SP,SP,CLARO,850,2000,3,1
3304706,2000-03-01,38,Santo Antônio de Pádua - RJ,RJ,TIM,2100,2000,3,1
5217302,2000-03-01,28,Pirenópolis - GO,GO,CLARO,850,2000,3,1
3305406,2000-03-01,17,Sapucaia - RJ,RJ,TIM,2100,2000,3,1
3305307,2000-03-01,12,São Sebastião do Alto - RJ,RJ,VIVO,2100,2000,3,1
2303956,2000-03-01,13,Chorozinho - CE,CE,VIVO,2100,2000,3,1
3504602,2000-03-01,17,Bady Bassitt - SP,SP,VIVO,2100,2000,3,1
3203601,2000-03-01,16,Mucurici - ES,ES,VIVO,2100,2000,3,1
5221700,2000-03-01,13,Uruana - GO,GO,VIVO,2100,2000,3,1
5211206,2000-03-01,16,Itapuranga - GO,GO,CLARO,850,2000,3,1
3521309,2000-03-01,21,Ipuã - SP,SP,CLARO,850,2000,3,1
3512803,2000-04-01,49,Cosmópolis - SP,SP,CLARO,850,2000,4,2
3551504,2000-04-01,41,Serrana - SP,SP,CLARO,2100,2000,4,2
4208401,2000-04-01,6,Itapiranga - SC,SC,VIVO,2100,2000,4,2
3539509,2000-04-01,42,Pitangueiras - SP,SP,VIVO,2100,2000,4,2
3138625,2000-04-01,11,Limeira do Oeste - MG,MG,VIVO,2100,2000,4,2
4213500,2000-04-01,26,Porto Belo - SC,SC,VIVO,2100,2000,4,2
3540606,2000-04-01,108,Porto Feliz - SP,SP,VIVO,850,2000,4,2
3531803,2000-04-01,58,Monte Mor - SP,SP,CLARO,2100,2000,4,2
5102504,2000-04-01,115,Cáceres - MT,MT,VIVO,850,2000,4,2
3146909,2000-04-01,14,Papagaios - MG,MG,VIVO,2100,2000,4,2
4117503,2000-04-01,22,Paiçandu - PR,PR,VIVO,850,2000,4,2
3149705,2000-04-01,9,Perdigão - MG,MG,CLARO,2100,2000,4,2
1501709,2000-04-01,58,Bragança - PA,PA,TIM,2100,2000,4,2
2404853,2000-04-01,10,Itajá - RN,RN,TIM,2100,2000,4,2
2401206,2000-04-01,5,Arês - RN,RN,TIM,850,2000,4,2
3519055,2000-04-01,28,Holambra - SP,SP,TIM,2100,2000,4,2
3518602,2000-04-01,22,Guariba - SP,SP,VIVO,850,2000,4,2
2408953,2000-04-01,15,Rio do Fogo - RN,RN,CLARO,2100,2000,4,2
4112108,2000-04-01,14,Jandaia do Sul - PR,PR,VIVO,2100,2000,4,2
3503802,2000-04-01,48,Artur Nogueira - SP,SP,VIVO,850,2000,4,2
3103900,2000-04-01,13,Araújos - MG,MG,VIVO,2100,2000,4,2
2412203,2000-04-01,31,São José de Mipibu - RN,RN,VIVO,2100,2000,4,2
2411056,2000-04-01,26,Tibau - RN,RN,CLARO,2100,2000,4,2
2900801,2000-05-01,12,Alcobaça - BA,BA,TIM,850,2000,5,2
5107909,2000-05-01,323,Sinop - MT,MT,CLARO,2100,2000,5,2
4117701,2000-05-01,26,Palmeira - PR,PR,TIM,850,2000,5,2
2706406,2000-05-01,5,Pão de Açúcar - AL,AL,VIVO,2100,2000,5,2
2700201,2000-05-01,6,Anadia - AL,AL,VIVO,2100,2000,5,2
5107925,2000-05-01,96,Sorriso - MT,MT,VIVO,850,2000,5,2
4116901,2000-05-01,16,Nova Esperança - PR,PR,TIM,850,2000,5,2
5001102,2000-05-01,53,Aquidauana - MS,MS,VIVO,850,2000,5,2
4105904,2000-05-01,7,Colorado - PR,PR,CLARO,2100,2000,5,2
4103602,2000-05-01,13,Cambará - PR,PR,VIVO,850,2000,5,2
4128005,2000-05-01,11,Ubiratã - PR,PR,CLARO,2100,2000,5,2
4103701,2000-05-01,55,Cambé - PR,PR,VIVO,2100,2000,5,2
4112009,2000-05-01,19,Jaguariaíva - PR,PR,TIM,850,2000,5,2
4106605,2000-05-01,12,Cruzeiro do Oeste - PR,PR,TIM,2100,2000,5,2
2914802,2000-05-01,154,Itabuna - BA,BA,TIM,850,2000,5,2
2925204,2000-05-01,32,Pojuca - BA,BA,VIVO,850,2000,5,2
2703106,2000-05-01,4,Igaci - AL,AL,TIM,850,2000,5,2
5007703,2000-05-01,8,Sete Quedas - MS,MS,VIVO,2100,2000,5,2
2709152,2000-05-01,25,Teotônio Vilela - AL,AL,CLARO,2100,2000,5,2
4110102,2000-05-01,11,Imbituva - PR,PR,TIM,2100,2000,5,2
2709301,2000-05-01,52,União dos Palmares - AL,AL,CLARO,2100,2000,5,2
5006606,2000-05-01,135,Ponta Porã - MS,MS,VIVO,850,2000,5,2
4110607,2000-05-01,17,Iporã - PR,PR,TIM,850,2000,5,2
3144706,2000-05-01,10,Nova Era - MG,MG,CLARO,2100,2000,5,2
2708808,2000-05-01,16,São Sebastião - AL,AL,VIVO,850,2000,5,2
4119608,2000-05-01,11,Pitanga - PR,PR,CLARO,2100,2000,5,2
4119400,2000-05-01,13,Piraí do Sul - PR,PR,TIM,850,2000,5,2
4101903,2000-05-01,13,Assaí - PR,PR,VIVO,850,2000,5,2
3130200,2000-05-01,20,Igaratinga - MG,MG,CLARO,2100,2000,5,2
4120606,2000-05-01,27,Prudentópolis - PR,PR,VIVO,850,2000,5,2
1303403,2000-06-01,142,Parintins - AM,AM,VIVO,2100,2000,6,2
4322806,2000-06-01,50,Veranópolis - RS,RS,VIVO,2100,2000,6,2
2103307,2000-06-01,34,Codó - MA,MA,CLARO,850,2000,6,2
1200708,2000-06-01,13,Xapuri - AC,AC,VIVO,850,2000,6,2
1200500,2000-06-01,9,Sena Madureira - AC,AC,VIVO,850,2000,6,2
4311205,2000-06-01,41,Júlio de Castilhos - RS,RS,VIVO,850,2000,6,2
2103208,2000-06-01,71,Chapadinha - MA,MA,TIM,2100,2000,6,2
2108207,2000-06-01,16,Pedreiras - MA,MA,CLARO,850,2000,6,2
4218301,2000-06-01,14,Três Barras - SC,SC,VIVO,850,2000,6,2
4323309,2000-06-01,10,Vila Flores - RS,RS,VIVO,850,2000,6,2
3124500,2000-07-01,10,Estiva - MG,MG,VIVO,850,2000,7,3
3510401,2000-07-01,65,Capivari - SP,SP,CLARO,850,2000,7,3
2803203,2000-07-01,35,Itaporanga d'Ajuda - SE,SE,VIVO,850,2000,7,3
3133600,2000-07-01,10,Itapeva - MG,MG,VIVO,850,2000,7,3
2804508,2000-07-01,31,Nossa Senhora da Glória - SE,SE,VIVO,2100,2000,7,3
3507803,2000-07-01,44,Brodowski - SP,SP,CLARO,850,2000,7,3
2805307,2000-07-01,19,Pirambu - SE,SE,TIM,2100,2000,7,3
2201507,2000-08-01,22,Batalha - PI,PI,CLARO,850,2000,8,3
3551603,2000-08-01,65,Serra Negra - SP,SP,CLARO,850,2000,8,3
3500501,2000-08-01,40,Águas de Lindóia - SP,SP,VIVO,850,2000,8,3
3119807,2000-08-01,15,Córrego Danta - MG,MG,CLARO,2100,2000,8,3
3170438,2000-08-01,9,União de Minas - MG,MG,VIVO,2100,2000,8,3
3511508,2000-08-01,39,Cerquilho - SP,SP,CLARO,850,2000,8,3
3204658,2000-08-01,25,São Domingos do Norte - ES,ES,CLARO,850,2000,8,3
3515152,2000-08-01,22,Engenheiro Coelho - SP,SP,CLARO,850,2000,8,3
3542107,2000-08-01,5,Rafard - SP,SP,CLARO,2100,2000,8,3
3106309,2000-08-01,26,Belo Oriente - MG,MG,VIVO,850,2000,8,3
3512209,2000-08-01,22,Conchal - SP,SP,TIM,2100,2000,8,3
3500600,2000-08-01,12,Águas de São Pedro - SP,SP,VIVO,850,2000,8,3
3167509,2000-08-01,9,Simão Pereira - MG,MG,TIM,2100,2000,8,3
3550407,2000-08-01,50,São Pedro - SP,SP,TIM,2100,2000,8,3
3113602,2000-08-01,13,Careaçu - MG,MG,CLARO,2100,2000,8,3
2919306,2000-08-01,13,Lençóis - BA,BA,VIVO,2100,2000,8,3
3202009,2000-08-01,19,Dores do Rio Preto - ES,ES,CLARO,2100,2000,8,3
3140803,2000-08-01,25,Matias Barbosa - MG,MG,VIVO,2100,2000,8,3
3134608,2000-08-01,30,Jaboticatubas - MG,MG,VIVO,850,2000,8,3
2923407,2000-08-01,19,Palmas de Monte Alto - BA,BA,VIVO,2100,2000,8,3
4313300,2000-08-01,30,Nova Prata - RS,RS,CLARO,850,2000,8,3
2922508,2000-08-01,19,Nazaré - BA,BA,VIVO,2100,2000,8,3
2929503,2000-09-01,30,São Sebastião do Passé - BA,BA,CLARO,2100,2000,9,3
4323457,2000-09-01,9,Vila Nova do Sul - RS,RS,VIVO,850,2000,9,3
4304903,2000-09-01,14,Casca - RS,RS,VIVO,850,2000,9,3
4305173,2000-09-01,9,Cerro Grande do Sul - RS,RS,VIVO,850,2000,9,3
4317756,2000-09-01,6,Santo Antônio do Planalto - RS,RS,VIVO,850,2000,9,3
2706802,2000-09-01,22,Piaçabuçu - AL,AL,TIM,850,2000,9,3
2704104,2000-09-01,5,Lagoa da Canoa - AL,AL,VIVO,2100,2000,9,3
4303905,2000-09-01,87,Campo Bom - RS,RS,VIVO,2100,2000,9,3
4321956,2000-09-01,8,Trindade do Sul - RS,RS,VIVO,850,2000,9,3
2708709,2000-09-01,14,São Miguel dos Milagres - AL,AL,CLARO,2100,2000,9,3
4322251,2000-09-01,11,Tupandi - RS,RS,CLARO,850,2000,9,3
4300471,2000-09-01,11,Almirante Tamandaré do Sul - RS,RS,CLARO,2100,2000,9,3
3501152,2000-09-01,34,Alumínio - SP,SP,VIVO,2100,2000,9,3
4315149,2000-09-01,9,Presidente Lucena - RS,RS,CLARO,850,2000,9,3
2703809,2000-09-01,11,Joaquim Gomes - AL,AL,VIVO,2100,2000,9,3
4305975,2000-09-01,19,Coxilha - RS,RS,TIM,2100,2000,9,3
2707503,2000-09-01,17,Porto Real do Colégio - AL,AL,VIVO,2100,2000,9,3
2208809,2000-09-01,8,Regeneração - PI,PI,CLARO,850,2000,9,3
3553658,2000-09-01,8,Taquaral - SP,SP,TIM,2100,2000,9,3
3514908,2000-09-01,31,Elias Fausto - SP,SP,CLARO,850,2000,9,3
2919926,2000-09-01,14,Madre de Deus - BA,BA,CLARO,2100,2000,9,3
3553203,2000-09-01,19,Taiúva - SP,SP,CLARO,2100,2000,9,3
4319307,2000-09-01,4,São Paulo das Missões - RS,RS,VIVO,850,2000,9,3
4315552,2000-09-01,6,Rio dos Índios - RS,RS,VIVO,2100,2000,9,3
4307203,2000-09-01,12,Erval Grande - RS,RS,VIVO,850,2000,9,3
3552106,2000-09-01,45,Socorro - SP,SP,CLARO,850,2000,9,3
4321329,2000-09-01,9,Taquaruçu do Sul - RS,RS,VIVO,850,2000,9,3
4319703,2000-09-01,7,São Valentim - RS,RS,CLARO,2100,2000,9,3
3500402,2000-09-01,21,Águas da Prata - SP,SP,VIVO,850,2000,9,3
2705200,2000-09-01,13,Messias - AL,AL,CLARO,850,2000,9,3
2704005,2000-09-01,20,Junqueiro - AL,AL,CLARO,2100,2000,9,3
2707701,2000-09-01,107,Rio Largo - AL,AL,CLARO,850,2000,9,3
2503001,2000-09-01,8,Caaporã - PB,PB,CLARO,850,2000,9,3
2705606,2000-09-01,17,Novo Lino - AL,AL,CLARO,850,2000,9,3
3540200,2000-09-01,19,Pontal - SP,SP,CLARO,850,2000,9,3
3104908,2000-09-01,7,Baependi - MG,MG,VIVO,850,2000,9,3
4322533,2000-09-01,18,Vale do Sol - RS,RS,CLARO,850,2000,9,3
2908507,2000-09-01,20,Conceição do Jacuípe - BA,BA,VIVO,850,2000,9,3
5217203,2000-09-01,14,Piranhas - GO,GO,VIVO,850,2000,9,3
5216403,2000-09-01,12,Paraúna - GO,GO,VIVO,850,2000,9,3
4312500,2000-09-01,13,Mostardas - RS,RS,VIVO,850,2000,9,3
5204300,2000-09-01,5,Caçu - GO,GO,CLARO,850,2000,9,3
3133006,2000-09-01,7,Itamonte - MG,MG,TIM,850,2000,9,3
3554805,2000-09-01,84,Tremembé - SP,SP,CLARO,2100,2000,9,3
4310702,2000-09-01,6,Itatiba do Sul - RS,RS,VIVO,2100,2000,9,3
3133105,2000-09-01,7,Itanhandu - MG,MG,TIM,850,2000,9,3
5208905,2000-09-01,16,Goiás - GO,GO,CLARO,850,2000,9,3
5208806,2000-09-01,39,Goianira - GO,GO,CLARO,850,2000,9,3
3546504,2000-09-01,21,Santa Ernestina - SP,SP,VIVO,850,2000,9,3
2303204,2000-09-01,20,Caririaçu - CE,CE,VIVO,2100,2000,9,3
2908903,2000-09-01,9,Coração de Maria - BA,BA,VIVO,850,2000,9,3
4312807,2000-09-01,8,Nova Araçá - RS,RS,VIVO,2100,2000,9,3
3555604,2000-09-01,20,Uchoa - SP,SP,CLARO,2100,2000,9,3
3527207,2000-09-01,75,Lorena - SP,SP,VIVO,2100,2000,9,3
4314506,2000-09-01,35,Pinheiro Machado - RS,RS,VIVO,850,2000,9,3
2512507,2000-09-01,46,Queimadas - PB,PB,CLARO,850,2000,9,3
3147600,2000-09-01,12,Passa Quatro - MG,MG,VIVO,850,2000,9,3
3204302,2000-09-01,15,Presidente Kennedy - ES,ES,CLARO,850,2000,9,3
3125002,2000-09-01,10,Ewbank da Câmara - MG,MG,VIVO,850,2000,9,3
4311791,2000-09-01,15,Maratá - RS,RS,VIVO,850,2000,9,3
2911204,2000-09-01,25,Gandu - BA,BA,VIVO,850,2000,9,3
4311981,2000-09-01,10,Mariana Pimentel - RS,RS,VIVO,2100,2000,9,3
5205497,2000-09-01,67,Cidade Ocidental - GO,GO,VIVO,850,2000,9,3
3544301,2000-09-01,8,Roseira - SP,SP,VIVO,850,2000,9,3
5201306,2000-09-01,19,Anicuns - GO,GO,CLARO,850,2000,9,3
2910057,2000-10-01,51,Dias d'Ávila - BA,BA,TIM,2100,2000,10,4
4320602,2000-10-01,10,Severiano de Almeida - RS,RS,VIVO,850,2000,10,4
4312708,2000-10-01,10,Nonoai - RS,RS,VIVO,850,2000,10,4
2910503,2000-10-01,40,Entre Rios - BA,BA,VIVO,2100,2000,10,4
4321006,2000-10-01,10,Tapera - RS,RS,VIVO,2100,2000,10,4
2910602,2000-10-01,18,Esplanada - BA,BA,VIVO,850,2000,10,4
2414407,2000-10-01,17,Touros - RN,RN,VIVO,2100,2000,10,4
2114007,2000-10-01,19,Zé Doca - MA,MA,CLARO,850,2000,10,4
4323101,2000-10-01,6,Vicente Dutra - RS,RS,VIVO,850,2000,10,4
2408300,2000-10-01,28,Nova Cruz - RN,RN,VIVO,850,2000,10,4
4301206,2000-10-01,5,Arroio do Tigre - RS,RS,VIVO,850,2000,10,4
2925006,2000-10-01,13,Planalto - BA,BA,CLARO,2100,2000,10,4
4302006,2000-10-01,11,Barros Cassal - RS,RS,VIVO,850,2000,10,4
4320206,2000-10-01,8,Seberi - RS,RS,VIVO,2100,2000,10,4
4305504,2000-10-01,12,Ciríaco - RS,RS,CLARO,2100,2000,10,4
2512101,2000-10-01,21,Pombal - PB,PB,VIVO,2100,2000,10,4
2906873,2000-10-01,13,Capim Grosso - BA,BA,CLARO,2100,2000,10,4
4315057,2000-10-01,2,Porto Mauá - RS,RS,VIVO,850,2000,10,4
4316436,2000-10-01,7,Saldanha Marinho - RS,RS,CLARO,2100,2000,10,4
2932705,2000-10-01,19,Uruçuca - BA,BA,VIVO,850,2000,10,4
2932903,2000-10-01,43,Valença - BA,BA,CLARO,2100,2000,10,4
2915304,2000-10-01,9,Itagimirim - BA,BA,VIVO,2100,2000,10,4
1702208,2000-11-01,24,Araguatins - TO,TO,CLARO,850,2000,11,4
2407500,2000-11-01,14,Maxaranguape - RN,RN,TIM,850,2000,11,4
3511607,2000-11-01,30,Cesário Lange - SP,SP,VIVO,850,2000,11,4
3540507,2000-11-01,27,Porangaba - SP,SP,TIM,2100,2000,11,4
3128303,2000-11-01,12,Guaranésia - MG,MG,VIVO,850,2000,11,4
2208007,2000-11-01,52,Picos - PI,PI,CLARO,2100,2000,11,4
3108305,2000-11-01,19,Borda da Mata - MG,MG,VIVO,850,2000,11,4
1100452,2000-11-01,16,Buritis - RO,RO,CLARO,850,2000,11,4
3106903,2000-11-01,6,Bicas - MG,MG,VIVO,850,2000,11,4
3159001,2000-11-01,9,Santana do Riacho - MG,MG,CLARO,2100,2000,11,4
3149952,2000-11-01,17,Periquito - MG,MG,VIVO,850,2000,11,4
3528809,2000-11-01,16,Maracaí - SP,SP,TIM,2100,2000,11,4
3554508,2000-11-01,78,Tietê - SP,SP,CLARO,2100,2000,11,4
3132206,2000-11-01,15,Itaguara - MG,MG,VIVO,850,2000,11,4
3101102,2000-11-01,27,Aimorés - MG,MG,VIVO,850,2000,11,4
3159902,2000-11-01,19,Santo Antônio do Amparo - MG,MG,VIVO,2100,2000,11,4
2411205,2000-11-01,16,Santa Cruz - RN,RN,CLARO,850,2000,11,4
3510302,2000-11-01,12,Capela do Alto - SP,SP,CLARO,850,2000,11,4
1100346,2000-11-01,11,Alvorada D'Oeste - RO,RO,CLARO,850,2000,11,4
2503704,2000-11-01,34,Cajazeiras - PB,PB,VIVO,2100,2000,11,4
3115102,2000-11-01,9,Cássia - MG,MG,VIVO,850,2000,11,4
3515186,2000-11-01,58,Espírito Santo do Pinhal - SP,SP,CLARO,2100,2000,11,4
3154804,2000-11-01,11,Rio Acima - MG,MG,VIVO,850,2000,11,4
3500758,2000-11-01,16,Alambari - SP,SP,TIM,2100,2000,11,4
3110905,2000-11-01,8,Campanha - MG,MG,VIVO,850,2000,11,4
2610905,2000-11-01,46,Pesqueira - PE,PE,CLARO,850,2000,11,4
2506806,2000-11-01,25,Ingá - PB,PB,CLARO,850,2000,11,4
3154309,2000-11-01,24,Resplendor - MG,MG,TIM,2100,2000,11,4
3133709,2000-11-01,24,Itatiaiuçu - MG,MG,VIVO,2100,2000,11,4
3537800,2000-11-01,53,Piedade - SP,SP,CLARO,2100,2000,11,4
1302009,2000-11-01,11,Itapiranga - AM,AM,VIVO,850,2000,11,4
2918001,2000-11-01,87,Jequié - BA,BA,TIM,850,2000,11,4
3510807,2000-11-01,63,Casa Branca - SP,SP,VIVO,850,2000,11,4
3148707,2000-11-01,15,Pedra Azul - MG,MG,VIVO,850,2000,11,4
3148905,2000-11-01,10,Pedra do Indaiá - MG,MG,VIVO,850,2000,11,4
2403103,2000-11-01,43,Currais Novos - RN,RN,VIVO,2100,2000,11,4
3306008,2000-11-01,93,Três Rios - RJ,RJ,CLARO,850,2000,11,4
2601201,2000-11-01,46,Arcoverde - PE,PE,VIVO,2100,2000,11,4
3556404,2000-11-01,40,Vargem Grande do Sul - SP,SP,CLARO,2100,2000,11,4
3113701,2000-11-01,18,Carlos Chagas - MG,MG,TIM,850,2000,11,4
3154903,2000-11-01,16,Rio Casca - MG,MG,VIVO,850,2000,11,4
3113909,2000-11-01,10,Carmo da Cachoeira - MG,MG,TIM,850,2000,11,4
3556107,2000-12-01,19,Valentim Gentil - SP,SP,VIVO,850,2000,12,4
3531308,2000-12-01,57,Monte Alto - SP,SP,CLARO,850,2000,12,4
3529609,2000-12-01,9,Meridiano - SP,SP,CLARO,850,2000,12,4
4307401,2000-12-01,17,Esmeralda - RS,RS,VIVO,850,2000,12,4
3200508,2000-12-01,21,Apiacá - ES,ES,VIVO,850,2000,12,4
5201702,2000-12-01,28,Aragarças - GO,GO,VIVO,850,2000,12,4
3204807,2000-12-01,25,São José do Calçado - ES,ES,CLARO,2100,2000,12,4
2600500,2000-12-01,16,Águas Belas - PE,PE,CLARO,850,2000,12,4
4320263,2000-12-01,9,Segredo - RS,RS,VIVO,850,2000,12,4
4311254,2000-12-01,4,Lagoão - RS,RS,VIVO,2100,2000,12,4
4302154,2000-12-01,7,Boa Vista das Missões - RS,RS,VIVO,850,2000,12,4
4301800,2000-12-01,7,Barracão - RS,RS,TIM,2100,2000,12,4
5221403,2000-12-01,112,Trindade - GO,GO,VIVO,2100,2000,12,4
3203007,2000-12-01,38,Iúna - ES,ES,VIVO,2100,2000,12,4
2600708,2000-12-01,33,Aliança - PE,PE,VIVO,2100,2000,12,4
3203163,2000-12-01,27,Laranja da Terra - ES,ES,VIVO,2100,2000,12,4
4307302,2000-12-01,12,Erval Seco - RS,RS,VIVO,850,2000,12,4
3536000,2000-12-01,12,Parapuã - SP,SP,VIVO,2100,2000,12,4
4312138,2000-12-01,11,Mato Castelhano - RS,RS,VIVO,850,2000,12,4
5221197,2000-12-01,8,Terezópolis de Goiás - GO,GO,VIVO,850,2000,12,4
4306502,2000-12-01,15,Dom Feliciano - RS,RS,VIVO,850,2000,12,4
3200169,2000-12-01,19,Água Doce do Norte - ES,ES,TIM,2100,2000,12,4
2609402,2000-12-01,60,Moreno - PE,PE,VIVO,2100,2000,12,4
4313466,2000-12-01,21,Novo Xingu - RS,RS,VIVO,850,2000,12,4
3539004,2000-12-01,18,Pirangi - SP,SP,VIVO,2100,2000,12,4
4305871,2000-12-01,6,Coronel Barros - RS,RS,VIVO,850,2000,12,4
3515608,2000-12-01,19,Fernando Prestes - SP,SP,VIVO,850,2000,12,4
5204508,2000-12-01,147,Caldas Novas - GO,GO,VIVO,2100,2000,12,4
3504404,2000-12-01,31,Avanhandava - SP,SP,CLARO,850,2000,12,4
3524501,2000-12-01,17,Jaci - SP,SP,CLARO,850,2000,12,4
5212501,2000-12-01,205,Luziânia - GO,GO,CLARO,2100,2000,12,4
3517109,2000-12-01,13,Glicério - SP,SP,VIVO,850,2000,12,4
4300638,2000-12-01,8,Amaral Ferrador - RS,RS,VIVO,2100,2000,12,4
5213103,2000-12-01,58,Mineiros - GO,GO,VIVO,850,2000,12,4
3512902,2000-12-01,16,Cosmorama - SP,SP,VIVO,850,2000,12,4
3525706,2000-12-01,27,José Bonifácio - SP,SP,CLARO,850,2000,12,4
4318606,2000-12-01,9,São José do Ouro - RS,RS,CLARO,2100,2000,12,4
3515202,2000-12-01,13,Estrela d'Oeste - SP,SP,VIVO,850,2000,12,4
3504800,2000-12-01,14,Bálsamo - SP,SP,VIVO,850,2000,12,4
4300570,2000-12-01,4,Alto Feliz - RS,RS,VIVO,850,2000,12,4
2604502,2000-12-01,11,Chã Grande - PE,PE,VIVO,2100,2000,12,4
4306452,2000-12-01,7,Dois Lajeados - RS,RS,VIVO,2100,2000,12,4
2610608,2000-12-01,28,Paudalho - PE,PE,VIVO,2100,2000,12,4
3202454,2000-12-01,43,Ibatiba - ES,ES,CLARO,850,2000,12,4
4314076,2000-12-01,16,Passo do Sobrado - RS,RS,VIVO,850,2000,12,4
2902906,2000-12-01,27,Barra do Choça - BA,BA,VIVO,2100,2000,12,4
3518859,2000-12-01,20,Guatapará - SP,SP,CLARO,850,2000,12,4
3553401,2000-12-01,28,Tanabi - SP,SP,CLARO,2100,2000,12,4
3512506,2000-12-01,15,Coroados - SP,SP,VIVO,2100,2000,12,4
4319125,2000-12-01,11,São Martinho da Serra - RS,RS,VIVO,850,2000,12,4
