codigo_tse,sigla_partido,votos
00647,PSDC,3
00647,PSOL,10
00647,PT,739
00647,PV,122
00655,PCB,3
00655,PCO,2
00655,PRTB,2
00655,PSDB,2058
00655,PSDC,5
00655,PSOL,18
00655,PSTU,5
00655,PT,1890
00655,PV,260
00663,PCB,3
00663,PCO,1
00663,PRTB,1
00663,PSDB,4140
00663,PSDC,10
00663,PSOL,43
00663,PSTU,5
00663,PT,2681
00663,PV,331
00671,PCB,1
00671,PSDB,2727
00671,PSDC,2
00671,PSOL,17
00671,PSTU,2
00671,PT,2137
00671,PV,156
00680,PCB,1
00680,PCO,7
00680,PRTB,4
00680,PSDB,3828
00680,PSDC,7
00680,PSOL,36
00680,PSTU,1
00680,PT,2200
00680,PV,162
00698,PCB,5
00698,PRTB,2
00698,PSDB,2437
00698,PSDC,10
00698,PSOL,18
00698,PSTU,3
00698,PT,1758
00698,PV,116
00701,PSDB,986
00701,PSDC,3
00701,PSOL,6
00701,PT,1121
00701,PV,55
00710,PCB,3
00710,PRTB,1
00710,PSDB,2182
00710,PSDC,3
00710,PSOL,20
00710,PSTU,2
00710,PT,1394
00710,PV,198
00728,PCO,1
00728,PRTB,6
00728,PSDB,1167
00728,PSDC,7
00728,PSOL,21
00728,PSTU,3
00728,PT,931
00728,PV,214
00736,PCB,3
00736,PCO,2
00736,PRTB,5
00736,PSDB,3207
00736,PSDC,4
00736,PSOL,31
00736,PSTU,7
00736,PT,2607
00736,PV,230
00744,PSDB,1924
00744,PSDC,3
00744,PSOL,8
00744,PSTU,1
00744,PT,1975
00744,PV,139
00752,PRTB,2
00752,PSDB,1721
00752,PSDC,3
00752,PSOL,11
00752,PSTU,3
00752,PT,1167
00752,PV,85
00779,PCB,2
00779,PCO,1
00779,PRTB,5
00779,PSDB,8927
00779,PSDC,13
00779,PSOL,105
00779,PSTU,6
00779,PT,5363
00779,PV,367
00787,PSDB,679
00787,PSDC,1
00787,PSOL,7
00787,PSTU,1
00787,PT,559
00787,PV,78
00795,PCB,4
00795,PRTB,3
00795,PSDB,4063
00795,PSDC,11
00795,PSOL,35
00795,PSTU,4
00795,PT,2968
00795,PV,210
00809,PCB,2
00809,PRTB,3
00809,PSDB,1785
00809,PSDC,3
00809,PSOL,14
00809,PSTU,1
00809,PT,1398
00809,PV,238
01007,PRTB,2
01007,PSDB,2807
01007,PSDC,4
01007,PSOL,5
01007,PSTU,2
01007,PT,1090
01007,PV,721
01015,PCB,2
01015,PRTB,1
01015,PSDB,3481
01015,PSDC,5
01015,PSOL,15
01015,PSTU,3
01015,PT,916
01015,PV,452
01023,PCB,1
01023,PRTB,9
01023,PSDB,5889
01023,PSDC,5
01023,PSOL,10
01023,PSTU,3
01023,PT,1431
01023,PV,764
01031,PCB,2
01031,PCO,1
01031,PSDB,687
01031,PSDC,2
01031,PSOL,2
01031,PSTU,2
01031,PT,359
01031,PV,369
01040,PRTB,1
01040,PSDB,2431
01040,PSOL,4
01040,PT,1998
01040,PV,311
01058,PCO,1
01058,PRTB,9
01058,PSDB,6534
01058,PSDC,7
01058,PSOL,23
01058,PSTU,5
01058,PT,2827
01058,PV,1109
01066,PCB,1
01066,PRTB,2
01066,PSDB,1666
01066,PSDC,2
01066,PSOL,9
01066,PSTU,1
01066,PT,1392
01066,PV,160
01074,PCB,11
01074,PCO,2
01074,PRTB,14
01074,PSDB,16811
01074,PSDC,24
01074,PSOL,86
01074,PSTU,13
01074,PT,9469
01074,PV,4340
01082,PSDB,2949
01082,PSDC,3
01082,PSOL,6
01082,PSTU,2
01082,PT,2208
01082,PV,376
01090,PCB,1
01090,PRTB,6
01090,PSDB,3560
01090,PSDC,5
01090,PSOL,11
01090,PSTU,4
01090,PT,2996
01090,PV,355
01104,PRTB,1
01104,PSDB,1054
01104,PSDC,7
01104,PSOL,3
01104,PSTU,2
01104,PT,947
01104,PV,195
01112,PCB,4
01112,PRTB,3
01112,PSDB,4033
01112,PSDC,4
01112,PSOL,13
01112,PSTU,1
01112,PT,1606
01112,PV,899
01120,PRTB,9
01120,PSDB,4872
01120,PSDC,9
01120,PSOL,22
01120,PSTU,3
01120,PT,1460
01120,PV,271
01139,PCB,5
01139,PRTB,1
01139,PSDB,4097
01139,PSDC,6
01139,PSOL,19
01139,PSTU,8
01139,PT,5930
01139,PV,1156
01392,PCB,19
01392,PCO,9
01392,PRTB,92
01392,PSDB,82959
01392,PSDC,162
01392,PSOL,650
01392,PSTU,37
01392,PT,27394
01392,PV,61635
01457,PCB,4
01457,PCO,1
01457,PRTB,9
01457,PSDB,8946
01457,PSDC,7
01457,PSOL,39
01457,PSTU,11
01457,PT,4972
01457,PV,2576
01473,PCB,4
01473,PRTB,4
01473,PSDB,6160
01473,PSDC,51
01473,PSOL,26
01473,PSTU,10
01473,PT,5860
01473,PV,837
01490,PCB,4
01490,PCO,1
01490,PRTB,2
01490,PSDB,4056
01490,PSOL,11
01490,PSTU,1
01490,PT,2505
01490,PV,1069
01511,PCB,2
01511,PRTB,3
01511,PSDB,6052
01511,PSDC,5
01511,PSOL,21
01511,PSTU,4
01511,PT,2145
01511,PV,1104
01538,PCO,2
01538,PRTB,3
01538,PSDB,7461
01538,PSDC,9
01538,PSOL,33
01538,PSTU,2
01538,PT,2653
01538,PV,1936
01554,PCB,1
01554,PSDB,1812
01554,PSDC,21
01554,PSOL,15
01554,PSTU,1
01554,PT,1260
01554,PV,309
01570,PSDB,1935
01570,PSOL,9
01570,PT,1315
01570,PV,158
02003,PCB,1
02003,PCO,1
02003,PRTB,1
02003,PSDB,1336
02003,PSOL,25
02003,PSTU,4
02003,PT,4312
02003,PV,109
02011,PCB,1
02011,PCO,1
02011,PRTB,6
02011,PSDB,634
02011,PSDC,3
02011,PSOL,16
02011,PSTU,3
02011,PT,3693
02011,PV,537
02020,PCB,2
02020,PCO,1
02020,PSDB,1271
02020,PSDC,1
02020,PSOL,7
02020,PT,1911
02020,PV,166
02038,PCB,1
02038,PRTB,4
02038,PSDB,799
02038,PSDC,4
02038,PSOL,5
02038,PSTU,1
02038,PT,4546
02038,PV,577
02046,PCB,2
02046,PRTB,4
02046,PSDB,468
02046,PSDC,2
02046,PSOL,32
02046,PSTU,5
02046,PT,8607
02046,PV,805
02054,PRTB,1
02054,PSDB,1068
02054,PSDC,1
02054,PSOL,8
02054,PSTU,2
02054,PT,1804
02054,PV,411
02070,PCB,3
02070,PRTB,3
02070,PSDB,718
02070,PSDC,10
02070,PSOL,27
02070,PSTU,2
02070,PT,10605
02070,PV,1386
02097,PCB,1
02097,PRTB,1
02097,PSDB,768
02097,PSDC,4
02097,PSOL,11
02097,PT,3345
02097,PV,922
02119,PCB,3
02119,PRTB,4
02119,PSDB,578
02119,PSDC,1
02119,PSOL,13
02119,PSTU,3
02119,PT,8776
02119,PV,509
02135,PCB,5
02135,PRTB,2
02135,PSDB,981
02135,PSDC,8
02135,PSOL,23
02135,PSTU,6
02135,PT,9759
02135,PV,757
02151,PCB,4
02151,PRTB,2
02151,PSDB,4614
02151,PSDC,7
02151,PSOL,44
02151,PSTU,6
02151,PT,5866
02151,PV,541
02178,PCB,4
02178,PCO,1
02178,PRTB,2
02178,PSDB,677
02178,PSDC,3
02178,PSOL,22
02178,PSTU,1
02178,PT,9787
02178,PV,1154
02194,PRTB,7
02194,PSDB,1111
02194,PSDC,3
02194,PSOL,7
02194,PT,2498
02194,PV,217
02216,PCB,4
02216,PCO,1
02216,PSDB,1162
02216,PSDC,3
02216,PSOL,13
02216,PSTU,6
02216,PT,6987
02216,PV,539
02232,PCB,4
02232,PRTB,4
02232,PSDB,608
02232,PSDC,4
02232,PSOL,30
02232,PSTU,8
02232,PT,10644
02232,PV,779
02259,PCB,10
02259,PRTB,6
02259,PSDB,2143
02259,PSDC,9
02259,PSOL,71
02259,PSTU,7
02259,PT,20889
02259,PV,4647
02275,PCB,3
02275,PRTB,4
02275,PSDB,767
02275,PSDC,6
02275,PSOL,40
02275,PSTU,2
02275,PT,6210
02275,PV,1652
02291,PCB,2
02291,PRTB,1
02291,PSDB,757
02291,PSDC,5
02291,PSOL,26
02291,PSTU,2
02291,PT,9385
02291,PV,423
02313,PCB,3
02313,PRTB,4
02313,PSDB,758
02313,PSDC,1
02313,PSOL,11
02313,PSTU,3
02313,PT,4827
02313,PV,286
02330,PCB,2
02330,PRTB,1
02330,PSDB,829
02330,PSDC,3
02330,PSOL,26
02330,PSTU,4
02330,PT,6707
02330,PV,346
02356,PCB,6
02356,PRTB,5
02356,PSDB,2574
02356,PSDC,8
02356,PSOL,95
02356,PSTU,9
02356,PT,13171
02356,PV,1066
02372,PCB,2
02372,PSDB,1041
02372,PSDC,1
02372,PSOL,5
02372,PSTU,1
02372,PT,1946
02372,PV,292
02399,PCB,3
02399,PRTB,3
02399,PSDB,1315
02399,PSDC,4
02399,PSOL,18
02399,PSTU,3
02399,PT,2855
02399,PV,136
02410,PCB,7
02410,PRTB,8
02410,PSDB,3710
02410,PSDC,26
02410,PSOL,195
02410,PSTU,13
02410,PT,29151
02410,PV,7306
02437,PRTB,1
02437,PSDB,362
02437,PSDC,2
02437,PSOL,6
02437,PSTU,2
02437,PT,3495
02437,PV,555
02453,PCB,1
02453,PSDB,186
02453,PSOL,3
02453,PT,1863
02453,PV,87
02470,PCB,1
02470,PSDB,1572
02470,PSDC,2
02470,PSOL,3
02470,PSTU,4
02470,PT,1610
02470,PV,40
02496,PCB,3
02496,PSDB,779
02496,PSDC,3
02496,PSOL,13
02496,PT,4405
02496,PV,217
02518,PCB,2
02518,PCO,1
02518,PSDB,1555
02518,PSDC,3
02518,PSOL,78
02518,PSTU,5
02518,PT,9934
02518,PV,713
02534,PCB,6
02534,PRTB,17
02534,PSDB,3473
02534,PSDC,20
02534,PSOL,163
02534,PSTU,12
02534,PT,30846
02534,PV,6785
02550,PCB,345
02550,PCO,49
02550,PRTB,490
02550,PSDB,61290
02550,PSDC,1105
02550,PSOL,7294
02550,PSTU,837
02550,PT,516520
02550,PV,329297
02577,PCB,4
02577,PCO,1
02577,PRTB,4
02577,PSDB,3298
02577,PSDC,6
02577,PSOL,29
02577,PSTU,1
02577,PT,11401
02577,PV,504
02593,PCB,1
02593,PCO,1
02593,PRTB,1
02593,PSDB,436
02593,PSOL,5
02593,PSTU,2
02593,PT,3486
02593,PV,211
02615,PCB,3
02615,PCO,1
02615,PRTB,3
02615,PSDB,847
02615,PSDC,9
02615,PSOL,50
02615,PSTU,12
02615,PT,15619
02615,PV,1909
02631,PCB,2
02631,PRTB,1
02631,PSDB,966
02631,PSDC,3
02631,PSOL,3
02631,PSTU,2
02631,PT,6307
02631,PV,385
02658,PCB,3
02658,PCO,1
02658,PRTB,1
02658,PSDB,496
02658,PSOL,10
02658,PSTU,2
02658,PT,7766
02658,PV,711
02674,PCB,1
02674,PSDB,595
02674,PSDC,2
02674,PSOL,8
02674,PT,5553
02674,PV,477
02690,PCB,7
02690,PCO,2
02690,PRTB,9
02690,PSDB,3843
02690,PSDC,20
02690,PSOL,140
02690,PSTU,11
02690,PT,32556
02690,PV,5492
02712,PCB,2
02712,PCO,1
02712,PRTB,1
02712,PSDB,767
02712,PSDC,2
02712,PSOL,6
02712,PSTU,2
02712,PT,4081
02712,PV,327
02739,PCB,1
02739,PRTB,8
02739,PSDB,1521
02739,PSDC,1
02739,PSOL,9
02739,PSTU,1
02739,PT,5069
02739,PV,671
02755,PCB,5
02755,PRTB,2
02755,PSDB,1836
02755,PSOL,9
02755,PSTU,6
02755,PT,6726
02755,PV,394
02771,PCB,1
02771,PRTB,1
02771,PSDB,219
02771,PSDC,1
02771,PSOL,5
02771,PSTU,1
02771,PT,3774
02771,PV,444
02798,PCB,3
02798,PCO,2
02798,PRTB,1
02798,PSDB,1141
02798,PSDC,3
02798,PSOL,15
02798,PT,4916
02798,PV,250
02810,PCB,7
02810,PRTB,8
02810,PSDB,1445
02810,PSDC,14
02810,PSOL,87
02810,PSTU,6
02810,PT,18382
02810,PV,2460
02836,PRTB,7
02836,PSDB,1815
02836,PSDC,4
02836,PSOL,47
02836,PSTU,2
02836,PT,11635
02836,PV,1242
02852,PCO,2
02852,PRTB,1
02852,PSDB,447
02852,PSOL,8
02852,PSTU,2
02852,PT,5564
02852,PV,577
02879,PCO,1
02879,PRTB,3
02879,PSDB,453
02879,PSDC,2
02879,PSOL,8
02879,PSTU,1
02879,PT,5575
02879,PV,870
02895,PRTB,1
02895,PSDB,316
02895,PSDC,4
02895,PSOL,5
02895,PSTU,1
02895,PT,4828
02895,PV,237
02917,PCB,1
02917,PRTB,3
02917,PSDB,342
02917,PSOL,3
02917,PSTU,2
02917,PT,2496
02917,PV,236
02933,PRTB,3
02933,PSDB,409
02933,PSDC,2
02933,PSOL,6
02933,PT,2968
02933,PV,622
02950,PCB,1
02950,PRTB,1
02950,PSDB,907
02950,PSDC,1
02950,PSOL,2
02950,PSTU,2
02950,PT,4460
02950,PV,307
02976,PCB,3
02976,PRTB,1
02976,PSDB,355
02976,PSDC,1
02976,PSOL,12
02976,PSTU,2
02976,PT,5105
02976,PV,658
02992,PSDB,232
02992,PSDC,4
02992,PSOL,2
02992,PSTU,2
02992,PT,3583
02992,PV,392
03000,PCB,2
03000,PCO,1
03000,PRTB,5
03000,PSDB,2222
03000,PSDC,7
03000,PSOL,42
03000,PSTU,3
03000,PT,1892
03000,PV,269
03018,PCB,26
03018,PCO,40
03018,PRTB,164
03018,PSDB,74545
03018,PSDC,297
03018,PSOL,1799
03018,PSTU,104
03018,PT,34041
03018,PV,34122
03026,PCB,1
03026,PRTB,6
03026,PSDB,1783
03026,PSDC,3
03026,PSOL,34
03026,PT,1821
03026,PV,332
03034,PCB,4
03034,PRTB,9
03034,PSDB,4730
03034,PSDC,18
03034,PSOL,78
03034,PSTU,6
03034,PT,2802
03034,PV,998
03042,PCO,3
03042,PRTB,5
03042,PSDB,2347
03042,PSDC,2
03042,PSOL,23
03042,PSTU,3
03042,PT,878
03042,PV,416
03050,PCB,3
03050,PRTB,16
03050,PSDB,3419
03050,PSDC,17
03050,PSOL,50
03050,PSTU,2
03050,PT,2408
03050,PV,794
03069,PCB,2
03069,PRTB,12
03069,PSDB,4018
03069,PSDC,10
03069,PSOL,70
03069,PSTU,6
03069,PT,2332
03069,PV,906
03077,PCB,2
03077,PCO,1
03077,PRTB,7
03077,PSDB,2833
03077,PSDC,14
03077,PSOL,35
03077,PSTU,4
03077,PT,1585
03077,PV,561
03085,PCO,1
03085,PRTB,11
03085,PSDB,4165
03085,PSDC,15
03085,PSOL,53
03085,PSTU,7
03085,PT,4847
03085,PV,964
03093,PCB,1
03093,PCO,1
03093,PRTB,12
03093,PSDB,3958
03093,PSDC,20
03093,PSOL,58
03093,PT,3131
03093,PV,813
03107,PCB,3
03107,PRTB,1
03107,PSDB,1153
03107,PSDC,1
03107,PSOL,10
03107,PSTU,1
03107,PT,1774
03107,PV,117
03115,PCB,1
03115,PSDB,1914
03115,PSDC,1
03115,PSOL,21
03115,PSTU,1
03115,PT,1700
03115,PV,359
03123,PCB,2
03123,PRTB,1
03123,PSDB,3030
03123,PSDC,3
03123,PSOL,28
03123,PSTU,5
03123,PT,1336
03123,PV,467
03131,PCB,1
03131,PRTB,10
03131,PSDB,1652
03131,PSDC,2
03131,PSOL,24
03131,PSTU,3
03131,PT,1666
03131,PV,375
03158,PRTB,2
03158,PSDB,1832
03158,PSDC,13
03158,PSOL,58
03158,PSTU,2
03158,PT,1714
03158,PV,291
04006,PCB,4
04006,PRTB,7
04006,PSDB,6488
04006,PSDC,12
04006,PSOL,57
04006,PSTU,20
04006,PT,7220
04006,PV,1004
04014,PCB,5
04014,PCO,2
04014,PRTB,9
04014,PSDB,21122
04014,PSDC,27
04014,PSOL,434
04014,PSTU,44
04014,PT,46514
04014,PV,3941
04022,PCB,4
04022,PCO,3
04022,PRTB,6
04022,PSDB,15317
04022,PSDC,17
04022,PSOL,99
04022,PSTU,9
04022,PT,8222
04022,PV,1432
04030,PCB,1
04030,PRTB,12
04030,PSDB,7460
04030,PSDC,5
04030,PSOL,72
04030,PSTU,35
04030,PT,15525
04030,PV,1287
04049,PCB,6
04049,PCO,1
04049,PSDB,2364
04049,PSOL,11
04049,PSTU,6
04049,PT,3271
04049,PV,362
04057,PCB,2
04057,PCO,1
04057,PRTB,1
04057,PSDB,5274
04057,PSDC,2
04057,PSOL,83
04057,PSTU,5
04057,PT,7330
04057,PV,353
04065,PCB,2
04065,PCO,1
04065,PSDB,2776
04065,PSDC,2
04065,PSOL,44
04065,PSTU,2
04065,PT,6611
04065,PV,498
04073,PCB,3
04073,PRTB,4
04073,PSDB,11998
04073,PSDC,1
04073,PSOL,100
04073,PSTU,7
04073,PT,10635
04073,PV,1129
04081,PCB,4
04081,PCO,1
04081,PRTB,10
04081,PSDB,6172
04081,PSDC,5
04081,PSOL,36
04081,PSTU,13
04081,PT,7996
04081,PV,1194
04090,PCB,1
04090,PRTB,7
04090,PSDB,4836
04090,PSDC,1
04090,PSOL,36
04090,PSTU,2
04090,PT,9464
04090,PV,1074
04103,PCB,3
04103,PRTB,1
04103,PSDB,8183
04103,PSDC,4
04103,PSOL,34
04103,PSTU,2
04103,PT,6789
04103,PV,990
04111,PCB,6
04111,PCO,3
04111,PRTB,48
04111,PSDB,25129
04111,PSDC,27
04111,PSOL,240
04111,PSTU,15
04111,PT,14988
04111,PV,3473
04120,PCB,3
04120,PCO,2
04120,PRTB,1
04120,PSDB,3981
04120,PSDC,2
04120,PSOL,64
04120,PSTU,2
04120,PT,6167
04120,PV,716
04138,PCB,2
04138,PCO,1
04138,PRTB,5
04138,PSDB,5527
04138,PSDC,3
04138,PSOL,43
04138,PSTU,2
04138,PT,4382
04138,PV,317
04146,PCB,2
04146,PSDB,4065
04146,PSDC,2
04146,PSOL,22
04146,PSTU,14
04146,PT,6122
04146,PV,408
04154,PCB,46
04154,PCO,11
04154,PRTB,85
04154,PSDB,63456
04154,PSDC,172
04154,PSOL,2955
04154,PSTU,638
04154,PT,83674
04154,PV,55612
04162,PCB,2
04162,PSDB,1591
04162,PSDC,1
04162,PSOL,9
04162,PSTU,3
04162,PT,2004
04162,PV,132
04170,PCB,4
04170,PRTB,2
04170,PSDB,6399
04170,PSDC,6
04170,PSOL,90
04170,PSTU,15
04170,PT,12692
04170,PV,1344
04189,PCB,2
04189,PRTB,3
04189,PSDB,5245
04189,PSOL,9
04189,PSTU,2
04189,PT,6378
04189,PV,337
04197,PCB,1
04197,PSDB,2334
04197,PSDC,1
04197,PSOL,25
04197,PSTU,1
04197,PT,3633
04197,PV,235
04200,PCB,1
04200,PSDB,2460
04200,PSDC,1
04200,PSOL,4
04200,PSTU,2
04200,PT,1858
04200,PV,62
04219,PCB,3
04219,PRTB,1
04219,PSDB,2062
04219,PSOL,22
04219,PSTU,2
04219,PT,4329
04219,PV,171
04227,PCB,2
04227,PCO,3
04227,PRTB,14
04227,PSDB,5473
04227,PSDC,3
04227,PSOL,15
04227,PT,3144
04227,PV,251
04235,PCB,4
04235,PRTB,2
04235,PSDB,4540
04235,PSDC,9
04235,PSOL,55
04235,PSTU,9
04235,PT,10382
04235,PV,804
04243,PCB,2
04243,PRTB,3
04243,PSDB,3560
04243,PSDC,5
04243,PSOL,47
04243,PSTU,11
04243,PT,4642
04243,PV,1290
04251,PCB,2
04251,PCO,2
04251,PRTB,13
04251,PSDB,13975
04251,PSDC,28
04251,PSOL,403
04251,PSTU,70
04251,PT,25559
04251,PV,8176
04260,PCO,1
04260,PRTB,4
04260,PSDB,2744
04260,PSOL,40
04260,PSTU,1
04260,PT,2987
04260,PV,297
04278,PCB,167
04278,PCO,51
04278,PRTB,332
04278,PSDB,275295
04278,PSDC,600
04278,PSOL,11679
04278,PSTU,2357
04278,PT,291403
04278,PV,200303
04286,PCB,3
04286,PRTB,2
04286,PSDB,2789
04286,PSDC,3
04286,PSOL,24
04286,PT,2900
04286,PV,54
04294,PCB,8
04294,PCO,1
04294,PRTB,8
04294,PSDB,8854
04294,PSDC,19
04294,PSOL,173
04294,PSTU,37
04294,PT,11181
04294,PV,4139
04308,PCB,1
04308,PRTB,1
04308,PSDB,1381
04308,PSDC,3
04308,PSOL,9
04308,PSTU,1
04308,PT,2242
04308,PV,216
04316,PCB,2
04316,PCO,1
04316,PRTB,1
04316,PSDB,2184
04316,PSDC,4
04316,PSOL,15
04316,PSTU,3
04316,PT,4288
04316,PV,436
04324,PCB,9
04324,PRTB,6
04324,PSDB,3380
04324,PSDC,2
04324,PSOL,19
04324,PSTU,6
04324,PT,5696
04324,PV,816
04332,PCB,4
04332,PCO,2
04332,PRTB,16
04332,PSDB,18942
04332,PSDC,23
04332,PSOL,243
04332,PSTU,36
04332,PT,27854
04332,PV,5174
04340,PCB,2
04340,PRTB,6
04340,PSDB,4835
04340,PSDC,2
04340,PSOL,30
04340,PSTU,7
04340,PT,5497
04340,PV,537
04359,PCB,8
04359,PCO,1
04359,PRTB,10
04359,PSDB,14675
04359,PSDC,7
04359,PSOL,207
04359,PSTU,17
04359,PT,16777
04359,PV,1178
04367,PSDB,2526
04367,PSDC,4
04367,PSOL,26
04367,PSTU,1
04367,PT,4033
04367,PV,638
04375,PRTB,2
04375,PSDB,3273
04375,PSDC,2
04375,PSOL,47
04375,PSTU,17
04375,PT,7648
04375,PV,1097
04383,PCB,3
04383,PRTB,2
04383,PSDB,4507
04383,PSDC,7
04383,PSOL,45
04383,PSTU,4
04383,PT,5477
04383,PV,192
04391,PCB,5
04391,PCO,3
04391,PRTB,4
04391,PSDB,2148
04391,PSDC,7
04391,PSOL,36
04391,PSTU,6
04391,PT,8313
04391,PV,596
04405,PCB,1
04405,PRTB,5
04405,PSDB,3188
04405,PSDC,1
04405,PSOL,29
04405,PSTU,3
04405,PT,2431
04405,PV,265
04413,PCB,6
04413,PCO,3
04413,PRTB,8
04413,PSDB,17335
04413,PSDC,13
04413,PSOL,143
