codigo_tse,ano,esteban_ray,herfindahl,concentracao_bipartidaria,enp,tem_4g_2014,tem_4g_2018,anos_com_4g_2014,anos_com_4g_2018,ano_primeira_4g,uf,faixa_primeira,tem_3g_2014,tem_3g_2018,anos_com_3g_2014,anos_com_3g_2018,ano_primeira_3g,n_estacoes_3g_total,post,tem_4g,anos_4g,tem_3g,anos_3g,grupo_tratamento,post_x_4g
10200,2010,0.0355367607844089,0.6586156239358516,0.8010359536867763,1.5183362854711124,0,0,0.0,0.0,2021,PI,700,1.0,1.0,4.58590006844627,8.58590006844627,2010.0,2.0,0,0,0.0,1.0,8.58590006844627,nunca_tratado,0
10219,2010,0.0407415526651032,0.6089042320783291,0.7653780232336698,1.6422943827911525,0,0,0.0,0.0,2018,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,17.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10227,2010,0.0293670032165186,0.7286718400592664,0.8466831819432975,1.372359881395533,0,0,0.0,0.0,2018,PI,700,0.0,0.0,0.0,0.0,2018.0,5.0,0,0,0.0,0.0,0.0,nunca_tratado,0
10235,2010,0.0630035691525989,0.4850837894125365,0.6283493458214648,2.0614995219919754,0,1,0.0,3.915126625598905,2014,PI,2500,1.0,1.0,13.166324435318275,17.166324435318277,2001.0,22.0,0,1,3.915126625598905,1.0,17.166324435318277,tratado_2018,0
10243,2010,0.0443512973320367,0.6339889068395339,0.7813866333541537,1.5773146646761529,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,4.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10260,2010,0.03491963602685,0.6917566831420068,0.8229166666666666,1.445594996578755,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,4.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10286,2010,0.0261161467851232,0.7348982057145865,0.8519715578539108,1.3607326732110316,0,0,0.0,0.0,2018,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,6.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
10294,2010,0.0643648202451105,0.5146212524236481,0.6553588216859918,1.9431766474672847,0,1,0.0,2.915811088295688,2015,PI,700,1.0,1.0,14.165639972621491,18.16563997262149,2000.0,22.0,0,1,2.915811088295688,1.0,18.16563997262149,tratado_2018,0
10316,2010,0.0540339319454509,0.5767820166575617,0.7279348014565632,1.7337572447126155,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.418206707734429,9.418206707734427,2009.0,9.0,0,0,0.0,1.0,9.418206707734427,nunca_tratado,0
10324,2010,0.0371828480322302,0.6883060510033541,0.8216110019646365,1.452842087531099,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,13.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10332,2010,0.0459453259022682,0.6075732407547542,0.7609841827768014,1.6458921047242898,0,0,0.0,0.0,2019,PI,2500,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,4.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
10340,2010,0.0306292972841516,0.7440564463700383,0.8588486140724947,1.3439840550788995,0,0,0.0,0.0,2022,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,3.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10359,2010,0.0674008209421106,0.4784048957133115,0.6099595551061678,2.090279612437869,0,0,0.0,0.0,2019,PI,700,0.0,0.0,0.0,0.0,2019.0,1.0,0,0,0.0,0.0,0.0,nunca_tratado,0
10367,2010,0.0450847015643699,0.6047332513827673,0.7593856655290102,1.6536216550246343,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.9986310746064335,9.998631074606434,2008.0,12.0,0,0,0.0,1.0,9.998631074606434,nunca_tratado,0
10375,2010,0.0579216170897879,0.4593884147869908,0.6158607350096712,2.1768071806157323,0,1,0.0,3.915126625598905,2014,PI,700,1.0,1.0,15.16769336071184,19.16769336071184,1999.0,27.0,0,1,3.915126625598905,1.0,19.16769336071184,tratado_2018,0
10383,2010,0.0452487932364858,0.6630395910868765,0.7987910189982729,1.5082055633522078,0,0,0.0,0.0,2018,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,3.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
10391,2010,0.0599284611940169,0.4872338142205593,0.6388176028894591,2.052402708542974,0,0,0.0,0.0,2020,PI,700,1.0,1.0,12.251882272416154,16.251882272416154,2002.0,9.0,0,0,0.0,1.0,16.251882272416154,nunca_tratado,0
10405,2010,0.0375589467887133,0.6511184489771364,0.7943327239488117,1.5358188691641792,0,0,0.0,0.0,2022,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,2.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
10413,2010,0.0254154493512432,0.7911781834583523,0.8869448183041723,1.2639377840638348,0,0,0.0,0.0,2019,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,3.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10421,2010,0.018231409329502,0.8623847399715452,0.9281833215213796,1.1595752494797107,0,0,0.0,0.0,2019,PI,700,1.0,1.0,4.58590006844627,8.58590006844627,2010.0,7.0,0,0,0.0,1.0,8.58590006844627,nunca_tratado,0
10430,2010,0.0556376338417283,0.5096935975089072,0.670496448394985,1.961963039927188,1,1,1.831622176591376,5.831622176591376,2012,PI,2500,1.0,1.0,15.16769336071184,19.16769336071184,1999.0,44.0,0,1,5.831622176591376,1.0,19.16769336071184,sempre_tratado,0
10448,2010,0.0423234874311655,0.6283486703053758,0.7769347496206374,1.5914730901141283,0,1,0.0,0.3340177960301163,2018,PI,700,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,2.0,0,1,0.3340177960301163,1.0,8.501026694045175,tratado_2018,0
10464,2010,0.0579985631307535,0.5857072244593913,0.7286091217489634,1.7073376564938252,0,1,0.0,0.8323066392881588,2017,PI,700,0.0,1.0,0.0,0.8323066392881588,2017.0,1.0,0,1,0.8323066392881588,1.0,0.8323066392881588,tratado_2018,0
10480,2010,0.0517053522114207,0.5926164340310747,0.7433155080213903,1.6874321105100565,0,0,0.0,0.0,2019,PI,700,0.0,0.0,0.0,0.0,2019.0,5.0,0,0,0.0,0.0,0.0,nunca_tratado,0
10499,2010,0.0395068812262996,0.6600261289365077,0.8027048528241846,1.515091533741684,0,0,0.0,0.0,2018,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,17.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10502,2010,0.0356573287450418,0.6803563142474893,0.8148148148148148,1.469818063063108,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,5.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
10510,2010,0.0564616085451256,0.5263581248601092,0.6825726141078838,1.8998471815472997,0,1,0.0,2.2505133470225878,2016,PI,700,1.0,1.0,6.584531143052704,10.584531143052704,2008.0,5.0,0,1,2.2505133470225878,1.0,10.584531143052704,tratado_2018,0
10529,2010,0.0548079214313122,0.5818197636470961,0.730793254216115,1.7187453271294373,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,4.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
10545,2010,0.0486254801685262,0.6117038810012384,0.7606899029823931,1.634777922878628,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,12.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10553,2010,0.0302852853858323,0.7426871317189419,0.8569326958440603,1.346461998992106,0,0,0.0,0.0,2021,PI,700,1.0,1.0,4.58590006844627,8.58590006844627,2010.0,2.0,0,0,0.0,1.0,8.58590006844627,nunca_tratado,0
10561,2010,0.0352083430738808,0.6667116765124188,0.8070358760013933,1.499898734683962,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,3.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10588,2010,0.0413376691402437,0.6950928032552713,0.8224258289703316,1.438656817214596,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,2.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10596,2010,0.0512753589715071,0.6220116401639293,0.7634039900249376,1.607686955402399,0,0,0.0,0.0,2021,PI,700,,,,,,,0,0,0.0,0.0,0.0,nunca_tratado,0
10634,2010,0.0586289438654611,0.5019175267137823,0.6563188831741367,1.9923591960363007,0,1,0.0,1.831622176591376,2016,PI,700,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,5.0,0,1,1.831622176591376,1.0,8.501026694045175,tratado_2018,0
10669,2010,0.0394383053456998,0.6640273182441149,0.8027794204612655,1.5059621381907848,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.999315537303217,8.999315537303216,2009.0,1.0,0,0,0.0,1.0,8.999315537303216,nunca_tratado,0
10677,2010,0.0485510650378379,0.593859867255463,0.7493030238044178,1.683898938349754,0,1,0.0,0.8323066392881588,2017,PI,700,0.0,1.0,0.0,0.8323066392881588,2017.0,8.0,0,1,0.8323066392881588,1.0,0.8323066392881588,tratado_2018,0
10693,2010,0.0421282661394878,0.6526097447757613,0.7930291052820697,1.5323093288219334,0,1,0.0,2.4996577686516086,2016,PI,700,1.0,1.0,8.41889117043121,12.41889117043121,2006.0,10.0,0,1,2.4996577686516086,1.0,12.41889117043121,tratado_2018,0
10707,2010,0.03627861168426,0.7332295812516221,0.8476544356711565,1.3638293183602892,0,0,0.0,0.0,2019,PI,2500,1.0,1.0,4.662559890485968,8.66255989048597,2010.0,3.0,0,0,0.0,1.0,8.66255989048597,nunca_tratado,0
10715,2010,0.0441947556062186,0.5851886149048426,0.7457222443294866,1.708850744067551,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,9.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10723,2010,0.0277979147914003,0.7121088056121767,0.8381330685203574,1.4042797843797656,0,1,0.0,0.8323066392881588,2017,PI,700,0.0,1.0,0.0,0.8323066392881588,2017.0,2.0,0,1,0.8323066392881588,1.0,0.8323066392881588,tratado_2018,0
10731,2010,0.0685017530846557,0.4683452707594024,0.5870646766169154,2.135176892847752,0,1,0.0,2.2505133470225878,2016,PI,700,1.0,1.0,14.915811088295689,18.915811088295687,1999.0,31.0,0,1,2.2505133470225878,1.0,18.915811088295687,tratado_2018,0
10740,2010,0.0465116251727654,0.64868247301941,0.7865932642487047,1.541586279255117,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,5.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
10758,2010,0.0509229255990303,0.5817120822551642,0.7346854304635762,1.7190634860517755,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,8.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
10766,2010,0.0357690040333529,0.7062320502659969,0.8313953488372093,1.4159651910775752,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,4.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10774,2010,0.0533554185968487,0.4956347637636362,0.6648678002918915,2.0176147298596088,0,1,0.0,2.915811088295688,2015,PI,700,1.0,1.0,13.25119780971937,17.251197809719372,2001.0,78.0,0,1,2.915811088295688,1.0,17.251197809719372,tratado_2018,0
10782,2010,0.047599356076578,0.6393715924523047,0.7812980621347279,1.564035706003934,0,1,0.0,1.5852156057494866,2017,PI,700,0.0,1.0,0.0,1.5852156057494866,2017.0,3.0,0,1,1.5852156057494866,1.0,1.5852156057494866,tratado_2018,0
10790,2010,0.0524743381383357,0.562764827837593,0.7210672210672211,1.7769411849039505,0,0,0.0,0.0,2019,PI,2500,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,2.0,0,0,0.0,1.0,8.501026694045175,nunca_tratado,0
10812,2010,0.0450950371061786,0.6289556347180166,0.7776102525442895,1.58993726234496,0,0,0.0,0.0,2022,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,4.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
10820,2010,0.048835891907434,0.5380537050279984,0.7032719836400818,1.8585505325122955,1,1,2.1656399726214923,6.165639972621492,2012,PI,2500,1.0,1.0,5.25119780971937,9.25119780971937,2009.0,10.0,0,1,6.165639972621492,1.0,9.25119780971937,sempre_tratado,0
10839,2010,0.0475010392893255,0.5673162594353021,0.7349373230893652,1.7626852454315072,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,10.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
10847,2010,0.0484142591227137,0.6322588416995596,0.7772188286022278,1.5816307088911945,0,0,0.0,0.0,2019,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,4.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10855,2010,0.0395873045743787,0.6202124394259557,0.7761690797137627,1.6123507631120084,0,1,0.0,2.4996577686516086,2016,PI,700,1.0,1.0,8.83230663928816,12.83230663928816,2005.0,7.0,0,1,2.4996577686516086,1.0,12.83230663928816,tratado_2018,0
10871,2010,0.0427316806064238,0.612868929267219,0.7647181628392484,1.6316702515750912,0,1,0.0,0.1670088980150581,2018,PI,2500,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,4.0,0,1,0.1670088980150581,1.0,8.501026694045175,tratado_2018,0
10880,2010,0.0576075659259183,0.5726864605652483,0.7212121212121212,1.7461561759518256,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,4.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
10898,2010,0.0534342910403556,0.5403360992653138,0.7000731528895392,1.8506999650026783,0,1,0.0,1.831622176591376,2016,PI,2500,0.0,1.0,0.0,1.831622176591376,2016.0,3.0,0,1,1.831622176591376,1.0,1.831622176591376,tratado_2018,0
10901,2010,0.0341321603789093,0.6714574490810317,0.811033883579496,1.4892976485235474,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,4.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
10928,2010,0.0361303951334552,0.6914441184094967,0.8235797887524978,1.4462484724004347,0,0,0.0,0.0,2020,PI,700,1.0,1.0,4.999315537303217,8.999315537303216,2009.0,1.0,0,0,0.0,1.0,8.999315537303216,nunca_tratado,0
10944,2010,0.0314310130972718,0.7541373650325168,0.8639455782312926,1.3260183706145925,0,0,0.0,0.0,2018,PI,700,0.0,0.0,0.0,0.0,2018.0,3.0,0,0,0.0,0.0,0.0,nunca_tratado,0
10952,2010,0.0445280977160822,0.6579458178262642,0.7955278434745215,1.5198819916567323,0,1,0.0,1.6618754277891854,2017,PI,700,0.0,1.0,0.0,1.6618754277891854,2017.0,5.0,0,1,1.6618754277891854,1.0,1.6618754277891854,tratado_2018,0
10960,2010,0.0358073005155919,0.6961916023089081,0.8255860150973381,1.436386185474683,0,0,0.0,0.0,2019,PI,700,1.0,1.0,4.58590006844627,8.58590006844627,2010.0,3.0,0,0,0.0,1.0,8.58590006844627,nunca_tratado,0
10979,2010,0.0398556936179837,0.6636347561239662,0.8021601685985248,1.5068529650867188,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.662559890485968,8.66255989048597,2010.0,8.0,0,0,0.0,1.0,8.66255989048597,nunca_tratado,0
10987,2010,0.0760429787226505,0.5206438495890221,0.6200156372165755,1.9206987670926388,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,9.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
11010,2010,0.053573356005182,0.5600726899385591,0.7157818707114482,1.785482523901856,0,1,0.0,1.4182067077344285,2017,PI,2500,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,2.0,0,1,1.4182067077344285,1.0,8.501026694045175,tratado_2018,0
11053,2010,0.060039079782543,0.5397888917434155,0.6877428470505121,1.852576100205008,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,6.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
11070,2010,0.0633698786412639,0.5601672223931401,0.6978468558391558,1.7851812102247098,0,1,0.0,0.7474332648870636,2018,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,3.0,0,1,0.7474332648870636,1.0,9.500342231348393,tratado_2018,0
11088,2010,0.0590642358862596,0.5619328204165884,0.7082191780821918,1.7795721546548051,0,0,0.0,0.0,2022,PI,700,,,,,,,0,0,0.0,0.0,0.0,nunca_tratado,0
11096,2010,0.0427522908193001,0.6342415528206766,0.781304205147438,1.5766863516789111,0,1,0.0,1.2511978097193703,2017,PI,700,1.0,1.0,14.915811088295689,18.915811088295687,1999.0,17.0,0,1,1.2511978097193703,1.0,18.915811088295687,tratado_2018,0
11118,2010,0.0340172241539874,0.6684374443183492,0.8085922516302263,1.4960263050789555,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,2.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
11134,2010,0.0670809956166005,0.4906065913291336,0.6223852040816326,2.03829303901286,0,1,0.0,3.915126625598905,2014,PI,2500,1.0,1.0,14.915811088295689,18.915811088295687,1999.0,57.0,0,1,3.915126625598905,1.0,18.915811088295687,tratado_2018,0
11150,2010,0.0500319092350515,0.5702196724601677,0.7282830759173,1.7537101020832535,0,1,0.0,1.5852156057494866,2017,PI,700,1.0,1.0,15.16769336071184,19.16769336071184,1999.0,14.0,0,1,1.5852156057494866,1.0,19.16769336071184,tratado_2018,0
11177,2010,0.0355622463534018,0.6889375630693453,0.8211781206171108,1.4515103452115654,0,0,0.0,0.0,2020,PI,2500,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,2.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
11193,2010,0.0602437946383325,0.4453187695971812,0.5913179507235041,2.2455824193185543,0,0,0.0,0.0,2018,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,2.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
11215,2010,0.0689757531894478,0.467037470962197,0.5834943950521839,2.1411558219082214,0,0,0.0,0.0,2022,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,12.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
11231,2010,0.0572505972222495,0.5598068593332443,0.7130947539650265,1.7863303804298611,0,1,0.0,0.8323066392881588,2017,PI,700,0.0,1.0,0.0,0.8323066392881588,2017.0,8.0,0,1,0.8323066392881588,1.0,0.8323066392881588,tratado_2018,0
11258,2010,0.0478664338880779,0.5563132315016861,0.7206572769953051,1.7975484733675064,0,0,0.0,0.0,2019,PI,700,1.0,1.0,5.333333333333333,9.333333333333334,2009.0,2.0,0,0,0.0,1.0,9.333333333333334,nunca_tratado,0
11290,2010,0.0520189704478747,0.561862667191663,0.7199234632862952,1.7797943490324108,0,0,0.0,0.0,2021,PI,700,1.0,1.0,4.832306639288158,8.83230663928816,2009.0,12.0,0,0,0.0,1.0,8.83230663928816,nunca_tratado,0
11339,2010,0.036629825595715,0.7136999098117829,0.8366523821527603,1.401149119191735,0,0,0.0,0.0,2020,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,5.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
11355,2010,0.0619252483304124,0.5476595036212496,0.6910994764397906,1.825952062162296,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,6.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
11371,2010,0.035609604399376,0.7112771534215446,0.835201793721973,1.4059217214971351,0,1,0.0,0.5010266940451745,2018,PI,700,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,2.0,0,1,0.5010266940451745,1.0,8.501026694045175,tratado_2018,0
11398,2010,0.0541595270501962,0.539917941921811,0.6981660588763807,1.8521333009244885,0,1,0.0,1.1663244353182751,2017,PI,700,1.0,1.0,15.16769336071184,19.16769336071184,1999.0,36.0,0,1,1.1663244353182751,1.0,19.16769336071184,tratado_2018,0
11410,2010,0.051652032772046,0.6270555269250062,0.7666525243954179,1.5947551007226777,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,1.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
11479,2010,0.0494647180425911,0.5662812281716125,0.7261425959780622,1.7659070268473531,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.747433264887063,8.747433264887064,2010.0,1.0,0,0,0.0,1.0,8.747433264887064,nunca_tratado,0
11495,2010,0.039190853162962,0.6519475237894164,0.7945097004091329,1.5338657844538526,0,0,0.0,0.0,2022,PI,2500,1.0,1.0,2.2505133470225878,6.250513347022587,2012.0,10.0,0,0,0.0,1.0,6.250513347022587,nunca_tratado,0
11517,2010,0.0319322915215616,0.7245504368002075,0.845955803475649,1.380166168163869,0,0,0.0,0.0,2022,PI,700,1.0,1.0,4.999315537303217,8.999315537303216,2009.0,13.0,0,0,0.0,1.0,8.999315537303216,nunca_tratado,0
11533,2010,0.0591273076737094,0.4020396020786406,0.5338682645388072,2.4873171568914145,1,1,1.9137577002053388,5.9137577002053385,2012,PI,2500,1.0,1.0,14.915811088295689,18.915811088295687,1999.0,182.0,0,1,5.9137577002053385,1.0,18.915811088295687,sempre_tratado,0
11576,2010,0.043032419422802,0.5972531881449211,0.7556771092325543,1.674331790686656,0,1,0.0,3.915126625598905,2014,PI,2500,1.0,1.0,12.16700889801506,16.16700889801506,2002.0,14.0,0,1,3.915126625598905,1.0,16.16700889801506,tratado_2018,0
11592,2010,0.0554017789652866,0.5029626855971898,0.6672587329780935,1.988219064029881,1,1,2.4996577686516086,6.499657768651608,2012,PI,2500,1.0,1.0,13.91375770020534,17.913757700205338,2000.0,52.0,0,1,6.499657768651608,1.0,17.913757700205338,sempre_tratado,0
11630,2010,0.0491686458380844,0.5901057140794937,0.7468999114260407,1.6946116198178165,0,1,0.0,2.4996577686516086,2016,PI,700,0.0,1.0,0.0,2.4996577686516086,2016.0,3.0,0,1,2.4996577686516086,1.0,2.4996577686516086,tratado_2018,0
11673,2010,0.0638381847475663,0.4919751704850846,0.6343237704918033,2.032622904554321,0,1,0.0,2.915811088295688,2015,PI,2500,1.0,1.0,14.915811088295689,18.915811088295687,1999.0,51.0,0,1,2.915811088295688,1.0,18.915811088295687,tratado_2018,0
11690,2010,0.0340404349908316,0.7105347482948898,0.8357274401473296,1.4073907045359233,0,1,0.0,0.5010266940451745,2018,PI,700,0.0,1.0,0.0,0.5010266940451745,2018.0,4.0,0,1,0.5010266940451745,1.0,0.5010266940451745,tratado_2018,0
11711,2010,0.0375175751942314,0.6473066454398444,0.7917068466730955,1.5448628668418825,0,1,0.0,0.5010266940451745,2018,PI,700,1.0,1.0,4.501026694045175,8.501026694045175,2010.0,2.0,0,1,0.5010266940451745,1.0,8.501026694045175,tratado_2018,0
11738,2010,0.0589213654360115,0.4910191294615432,0.6438389197009887,2.0365805322016897,0,0,0.0,0.0,2021,PI,700,1.0,1.0,5.500342231348392,9.500342231348393,2009.0,9.0,0,0,0.0,1.0,9.500342231348393,nunca_tratado,0
11754,2010,0.0400938669277507,0.6728299173911143,0.8084249482965059,1.4862597131195974,0,1,0.0,2.2505133470225878,2016,PI,700,1.0,1.0,14.080766598220396,18.0807665982204,2000.0,8.0,0,1,2.2505133470225878,1.0,18.0807665982204,tratado_2018,0
