codigo_tse,sigla_partido,votos
38679,PPL,1
38679,PSDB,87
38679,PSL,601
38679,PSOL,22
38679,PT,4594
38679,REDE,17
38695,DC,2
38695,MDB,16
38695,NOVO,11
38695,PATRI,70
38695,PDT,283
38695,PODE,12
38695,PPL,4
38695,PSDB,111
38695,PSL,721
38695,PSOL,11
38695,PSTU,3
38695,PT,4410
38695,REDE,12
38717,DC,15
38717,MDB,212
38717,NOVO,70
38717,PATRI,1160
38717,PDT,2335
38717,PODE,70
38717,PPL,9
38717,PSDB,484
38717,PSL,3857
38717,PSOL,160
38717,PSTU,11
38717,PT,24530
38717,REDE,296
38733,DC,22
38733,MDB,180
38733,NOVO,419
38733,PATRI,1004
38733,PDT,4406
38733,PODE,165
38733,PPL,10
38733,PSDB,719
38733,PSL,15463
38733,PSOL,249
38733,PSTU,11
38733,PT,26261
38733,REDE,310
38750,DC,3
38750,MDB,84
38750,NOVO,56
38750,PATRI,421
38750,PDT,1639
38750,PODE,49
38750,PPL,2
38750,PSDB,549
38750,PSL,3454
38750,PSOL,142
38750,PSTU,2
38750,PT,20235
38750,REDE,165
38776,DC,3
38776,MDB,50
38776,NOVO,39
38776,PATRI,109
38776,PDT,857
38776,PODE,35
38776,PSDB,307
38776,PSL,3687
38776,PSOL,20
38776,PSTU,1
38776,PT,11246
38776,REDE,48
38792,DC,3
38792,MDB,20
38792,NOVO,17
38792,PATRI,128
38792,PDT,364
38792,PODE,16
38792,PPL,1
38792,PSDB,134
38792,PSL,943
38792,PSOL,33
38792,PSTU,5
38792,PT,5802
38792,REDE,38
38806,DC,3
38806,MDB,24
38806,NOVO,29
38806,PATRI,20
38806,PDT,1070
38806,PODE,15
38806,PPL,1
38806,PSDB,89
38806,PSL,939
38806,PSOL,10
38806,PSTU,2
38806,PT,3217
38806,REDE,18
38814,DC,1
38814,MDB,35
38814,NOVO,47
38814,PATRI,66
38814,PDT,848
38814,PODE,33
38814,PSDB,368
38814,PSL,2325
38814,PSOL,42
38814,PSTU,1
38814,PT,7808
38814,REDE,48
38822,MDB,21
38822,NOVO,44
38822,PATRI,43
38822,PDT,549
38822,PODE,18
38822,PSDB,148
38822,PSL,2181
38822,PSOL,25
38822,PSTU,4
38822,PT,4597
38822,REDE,21
38830,DC,9
38830,MDB,98
38830,NOVO,63
38830,PATRI,1581
38830,PDT,1223
38830,PODE,44
38830,PPL,1
38830,PSDB,398
38830,PSL,2628
38830,PSOL,97
38830,PSTU,6
38830,PT,18418
38830,REDE,210
38857,DC,4
38857,MDB,106
38857,NOVO,58
38857,PATRI,463
38857,PDT,1187
38857,PODE,35
38857,PPL,5
38857,PSDB,439
38857,PSL,3434
38857,PSOL,108
38857,PSTU,7
38857,PT,15164
38857,REDE,194
38865,DC,2
38865,MDB,8
38865,NOVO,8
38865,PATRI,22
38865,PDT,572
38865,PODE,14
38865,PPL,12
38865,PSDB,86
38865,PSL,721
38865,PSOL,11
38865,PSTU,3
38865,PT,3765
38865,REDE,12
38873,MDB,11
38873,NOVO,22
38873,PATRI,39
38873,PDT,465
38873,PODE,12
38873,PPL,1
38873,PSDB,88
38873,PSL,1176
38873,PSOL,12
38873,PSTU,2
38873,PT,4531
38873,REDE,18
38890,DC,5
38890,MDB,82
38890,NOVO,69
38890,PATRI,663
38890,PDT,1532
38890,PODE,51
38890,PPL,5
38890,PSDB,289
38890,PSL,2737
38890,PSOL,70
38890,PSTU,18
38890,PT,19559
38890,REDE,183
38911,DC,1
38911,MDB,41
38911,NOVO,21
38911,PATRI,103
38911,PDT,544
38911,PODE,18
38911,PPL,4
38911,PSDB,364
38911,PSL,1753
38911,PSOL,19
38911,PSTU,3
38911,PT,7537
38911,REDE,54
38938,DC,2
38938,MDB,34
38938,NOVO,16
38938,PATRI,72
38938,PDT,845
38938,PODE,19
38938,PPL,1
38938,PSDB,181
38938,PSL,1065
38938,PSOL,14
38938,PSTU,1
38938,PT,6181
38938,REDE,31
38946,DC,2
38946,MDB,28
38946,NOVO,7
38946,PATRI,255
38946,PDT,299
38946,PODE,13
38946,PPL,1
38946,PSDB,140
38946,PSL,1481
38946,PSOL,26
38946,PSTU,1
38946,PT,5858
38946,REDE,69
38954,DC,1
38954,MDB,24
38954,NOVO,9
38954,PATRI,38
38954,PDT,426
38954,PODE,11
38954,PPL,1
38954,PSDB,195
38954,PSL,837
38954,PSOL,24
38954,PSTU,3
38954,PT,3918
38954,REDE,48
38962,PDT,3
38962,PSDB,1
38962,PSL,6
38962,PT,5
38970,DC,4
38970,MDB,48
38970,NOVO,44
38970,PATRI,118
38970,PDT,1696
38970,PODE,27
38970,PPL,3
38970,PSDB,290
38970,PSL,2429
38970,PSOL,72
38970,PSTU,10
38970,PT,19149
38970,REDE,72
38997,MDB,8
38997,NOVO,25
38997,PATRI,20
38997,PDT,209
38997,PODE,7
38997,PPL,2
38997,PSDB,87
38997,PSL,892
38997,PSOL,6
38997,PSTU,2
38997,PT,3420
38997,REDE,10
39004,MDB,1
39004,NOVO,5
39004,PDT,16
39004,PODE,1
39004,PSDB,3
39004,PSL,57
39004,PSOL,2
39004,PT,18
39004,REDE,4
39012,DC,6
39012,MDB,130
39012,NOVO,146
39012,PATRI,234
39012,PDT,3410
39012,PODE,107
39012,PPL,10
39012,PSDB,1387
39012,PSL,9577
39012,PSOL,246
39012,PSTU,11
39012,PT,19360
39012,REDE,264
39020,NOVO,4
39020,PDT,4
39020,PSL,8
39020,PT,1
39020,REDE,1
39039,DC,2
39039,MDB,39
39039,NOVO,23
39039,PATRI,216
39039,PDT,1205
39039,PODE,33
39039,PSDB,840
39039,PSL,3271
39039,PSOL,34
39039,PSTU,2
39039,PT,13738
39039,REDE,75
39047,DC,3
39047,MDB,44
39047,NOVO,18
39047,PATRI,148
39047,PDT,726
39047,PODE,21
39047,PPL,2
39047,PSDB,280
39047,PSL,2241
39047,PSOL,12
39047,PT,11928
39047,REDE,36
39055,DC,5
39055,MDB,38
39055,NOVO,9
39055,PATRI,23
39055,PDT,375
39055,PODE,12
39055,PPL,1
39055,PSDB,297
39055,PSL,2737
39055,PSOL,21
39055,PSTU,3
39055,PT,6036
39055,REDE,38
39063,DC,1
39063,MDB,8
39063,NOVO,362
39063,PATRI,1
39063,PDT,422
39063,PODE,19
39063,PPL,1
39063,PSDB,55
39063,PSL,992
39063,PSOL,19
39063,PT,121
39063,REDE,45
39071,DC,1
39071,MDB,23
39071,NOVO,15
39071,PATRI,99
39071,PDT,544
39071,PODE,54
39071,PPL,2
39071,PSDB,176
39071,PSL,1349
39071,PSOL,21
39071,PSTU,4
39071,PT,9514
39071,REDE,43
39080,MDB,17
39080,NOVO,239
39080,PATRI,10
39080,PDT,261
39080,PODE,30
39080,PSDB,80
39080,PSL,2609
39080,PSOL,5
39080,PSTU,2
39080,PT,133
39080,REDE,36
39098,DC,21
39098,MDB,147
39098,NOVO,217
39098,PATRI,461
39098,PDT,3566
39098,PODE,98
39098,PPL,2
39098,PSDB,911
39098,PSL,8185
39098,PSOL,137
39098,PSTU,6
39098,PT,27950
39098,REDE,277
39102,MDB,1
39102,NOVO,5
39102,PDT,1
39102,PSDB,1
39102,PSL,29
39102,PT,1
39110,DC,1
39110,MDB,18
39110,NOVO,5
39110,PATRI,80
39110,PDT,496
39110,PODE,9
39110,PPL,2
39110,PSDB,178
39110,PSL,1347
39110,PSOL,24
39110,PSTU,1
39110,PT,4550
39110,REDE,31
39136,DC,48
39136,MDB,413
39136,NOVO,224
39136,PATRI,2923
39136,PDT,4153
39136,PODE,112
39136,PPL,7
39136,PSDB,1045
39136,PSL,13765
39136,PSOL,229
39136,PSTU,11
39136,PT,33377
39136,REDE,644
39144,MDB,15
39144,NOVO,3
39144,PATRI,101
39144,PDT,235
39144,PODE,7
39144,PPL,1
39144,PSDB,103
39144,PSL,1083
39144,PSOL,7
39144,PSTU,3
39144,PT,4890
39144,REDE,24
39152,DC,7
39152,MDB,19
39152,NOVO,8
39152,PATRI,36
39152,PDT,758
39152,PODE,22
39152,PSDB,150
39152,PSL,562
39152,PSOL,44
39152,PSTU,1
39152,PT,8058
39152,REDE,25
39160,NOVO,2
39160,PDT,5
39160,PSL,14
39160,PT,8
39160,REDE,3
39179,MDB,17
39179,NOVO,11
39179,PATRI,19
39179,PDT,316
39179,PODE,5
39179,PPL,2
39179,PSDB,85
39179,PSL,848
39179,PSOL,21
39179,PSTU,2
39179,PT,5364
39179,REDE,12
39195,MDB,21
39195,NOVO,45
39195,PATRI,69
39195,PDT,1688
39195,PODE,13
39195,PPL,2
39195,PSDB,409
39195,PSL,2153
39195,PSOL,27
39195,PSTU,1
39195,PT,7828
39195,REDE,22
39209,NOVO,9
39209,PDT,18
39209,PODE,2
39209,PSDB,2
39209,PSL,15
39217,MDB,15
39217,NOVO,6
39217,PATRI,64
39217,PDT,355
39217,PODE,13
39217,PPL,1
39217,PSDB,119
39217,PSL,873
39217,PSOL,27
39217,PSTU,2
39217,PT,3950
39217,REDE,21
39233,MDB,21
39233,NOVO,13
39233,PATRI,139
39233,PDT,562
39233,PODE,2
39233,PPL,3
39233,PSDB,299
39233,PSL,1389
39233,PSOL,17
39233,PSTU,1
39233,PT,6107
39233,REDE,63
39250,DC,1
39250,MDB,20
39250,NOVO,14
39250,PATRI,45
39250,PDT,376
39250,PODE,15
39250,PSDB,90
39250,PSL,1001
39250,PSOL,12
39250,PSTU,2
39250,PT,4986
39250,REDE,13
39276,MDB,13
39276,NOVO,9
39276,PATRI,130
39276,PDT,250
39276,PODE,7
39276,PSDB,47
39276,PSL,335
39276,PSOL,5
39276,PSTU,1
39276,PT,3749
39276,REDE,27
39292,DC,1
39292,MDB,22
39292,NOVO,19
39292,PATRI,107
39292,PDT,1253
39292,PODE,18
39292,PPL,5
39292,PSDB,146
39292,PSL,961
39292,PSOL,16
39292,PSTU,2
39292,PT,8641
39292,REDE,26
39306,NOVO,6
39306,PATRI,2
39306,PDT,19
39306,PPL,1
39306,PSDB,10
39306,PSL,46
39306,PSOL,1
39306,PT,10
39306,REDE,4
39314,DC,1
39314,MDB,27
39314,NOVO,24
39314,PATRI,48
39314,PDT,468
39314,PODE,5
39314,PPL,1
39314,PSDB,245
39314,PSL,1296
39314,PSOL,9
39314,PT,5050
39314,REDE,30
39322,MDB,1
39322,NOVO,3
39322,PDT,6
39322,PODE,2
39322,PSDB,1
39322,PSL,12
39322,PT,3
39322,REDE,1
39330,DC,1
39330,MDB,32
39330,NOVO,8
39330,PATRI,293
39330,PDT,414
39330,PODE,16
39330,PPL,1
39330,PSDB,136
39330,PSL,715
39330,PSOL,25
39330,PSTU,2
39330,PT,5118
39330,REDE,56
39357,DC,3
39357,MDB,38
39357,NOVO,32
39357,PATRI,45
39357,PDT,635
39357,PODE,57
39357,PPL,2
39357,PSDB,248
39357,PSL,1301
39357,PSOL,19
39357,PSTU,2
39357,PT,6845
39357,REDE,50
39373,DC,5
39373,MDB,73
39373,NOVO,50
39373,PATRI,224
39373,PDT,2742
39373,PODE,38
39373,PPL,6
39373,PSDB,261
39373,PSL,3461
39373,PSOL,87
39373,PSTU,12
39373,PT,19027
39373,REDE,82
39390,DC,3
39390,MDB,25
39390,NOVO,31
39390,PATRI,116
39390,PDT,1303
39390,PODE,14
39390,PSDB,173
39390,PSL,1322
39390,PSOL,47
39390,PSTU,4
39390,PT,11023
39390,REDE,54
39411,MDB,40
39411,NOVO,36
39411,PATRI,214
39411,PDT,638
39411,PODE,21
39411,PPL,1
39411,PSDB,244
39411,PSL,2433
39411,PSOL,29
39411,PSTU,1
39411,PT,6866
39411,REDE,38
39438,DC,4
39438,MDB,26
39438,NOVO,21
39438,PATRI,269
39438,PDT,780
39438,PODE,12
39438,PPL,4
39438,PSDB,163
39438,PSL,2638
39438,PSOL,30
39438,PSTU,4
39438,PT,5435
39438,REDE,70
39454,DC,2
39454,MDB,26
39454,NOVO,21
39454,PATRI,146
39454,PDT,645
39454,PODE,11
39454,PPL,1
39454,PSDB,149
39454,PSL,2361
39454,PSOL,22
39454,PSTU,3
39454,PT,4882
39454,REDE,53
39470,DC,1
39470,MDB,11
39470,NOVO,10
39470,PATRI,29
39470,PDT,1291
39470,PODE,12
39470,PSDB,75
39470,PSL,1327
39470,PSOL,46
39470,PSTU,4
39470,PT,5480
39470,REDE,25
39489,DC,1
39489,MDB,13
39489,NOVO,5
39489,PATRI,86
39489,PDT,293
39489,PODE,10
39489,PPL,2
39489,PSDB,509
39489,PSL,1387
39489,PSOL,23
39489,PSTU,5
39489,PT,5126
39489,REDE,31
39497,DC,5
39497,MDB,65
39497,NOVO,28
39497,PATRI,268
39497,PDT,445
39497,PODE,14
39497,PPL,2
39497,PSDB,454
39497,PSL,2730
39497,PSOL,25
39497,PSTU,4
39497,PT,5994
39497,REDE,74
39519,DC,4
39519,MDB,15
39519,NOVO,38
39519,PATRI,40
39519,PDT,453
39519,PODE,12
39519,PPL,1
39519,PSDB,146
39519,PSL,1217
39519,PSOL,14
39519,PSTU,1
39519,PT,6615
39519,REDE,8
39535,DC,5
39535,MDB,64
39535,NOVO,33
39535,PATRI,298
39535,PDT,735
39535,PODE,34
39535,PPL,2
39535,PSDB,623
39535,PSL,3301
39535,PSOL,43
39535,PSTU,5
39535,PT,5956
39535,REDE,71
39551,MDB,16
39551,NOVO,35
39551,PATRI,103
39551,PDT,551
39551,PODE,10
39551,PPL,2
39551,PSDB,122
39551,PSL,1359
39551,PSOL,23
39551,PSTU,5
39551,PT,6333
39551,REDE,23
39578,DC,16
39578,MDB,201
39578,NOVO,176
39578,PATRI,1116
39578,PDT,3599
39578,PODE,80
39578,PPL,5
39578,PSDB,888
39578,PSL,11750
39578,PSOL,162
39578,PSTU,12
39578,PT,24829
39578,REDE,461
39594,MDB,31
39594,NOVO,75
39594,PATRI,120
39594,PDT,1785
39594,PODE,45
39594,PPL,1
39594,PSDB,592
39594,PSL,3791
39594,PSOL,29
39594,PSTU,4
39594,PT,7651
39594,REDE,44
00396,DC,8
00396,MDB,272
00396,NOVO,86
00396,PATRI,112
00396,PDT,997
00396,PODE,233
00396,PPL,1
00396,PSDB,984
00396,PSL,8551
00396,PSOL,76
00396,PSTU,7
00396,PT,4166
00396,REDE,62
39616,DC,2
39616,MDB,10
39616,NOVO,13
39616,PATRI,26
39616,PDT,499
39616,PODE,19
39616,PPL,2
39616,PSDB,88
39616,PSL,903
39616,PSOL,10
39616,PT,2656
39616,REDE,32
39624,DC,2
39624,MDB,13
39624,NOVO,10
39624,PATRI,66
39624,PDT,341
39624,PODE,19
39624,PPL,2
39624,PSDB,134
39624,PSL,1394
39624,PSOL,21
39624,PSTU,2
39624,PT,3947
39624,REDE,27
39632,DC,4
39632,MDB,105
39632,NOVO,51
39632,PATRI,701
39632,PDT,1075
39632,PODE,55
39632,PPL,4
39632,PSDB,305
39632,PSL,4372
39632,PSOL,86
39632,PSTU,4
39632,PT,16022
39632,REDE,254
39640,DC,2
39640,MDB,15
39640,NOVO,31
39640,PATRI,31
39640,PDT,193
39640,PODE,12
39640,PPL,4
39640,PSDB,80
39640,PSL,1088
39640,PSOL,4
39640,PSTU,1
39640,PT,2452
39640,REDE,12
39659,DC,67
39659,MDB,1200
39659,NOVO,1630
39659,PATRI,1909
39659,PDT,21696
39659,PODE,494
39659,PPL,30
39659,PSDB,8147
39659,PSL,58938
39659,PSOL,1126
39659,PSTU,45
39659,PT,72590
39659,REDE,1686
39675,MDB,1
39675,NOVO,13
39675,PATRI,46
39675,PDT,294
39675,PODE,14
39675,PSDB,71
39675,PSL,857
39675,PSOL,12
39675,PSTU,1
39675,PT,3218
39675,REDE,12
39691,DC,1
39691,MDB,37
39691,NOVO,23
39691,PATRI,143
39691,PDT,685
39691,PODE,10
39691,PPL,3
39691,PSDB,390
39691,PSL,1970
39691,PSOL,18
39691,PSTU,2
39691,PT,7499
39691,REDE,61
39713,DC,1
39713,MDB,84
39713,NOVO,65
39713,PATRI,82
39713,PDT,1695
39713,PODE,31
39713,PPL,1
39713,PSDB,605
39713,PSL,3674
39713,PSOL,62
39713,PSTU,6
39713,PT,16601
39713,REDE,110
39730,DC,1
39730,MDB,39
39730,NOVO,22
39730,PATRI,154
39730,PDT,1600
39730,PODE,44
39730,PSDB,178
39730,PSL,2293
39730,PSOL,23
39730,PSTU,5
39730,PT,10988
39730,REDE,41
39748,DC,4
39748,MDB,33
39748,NOVO,29
39748,PATRI,439
39748,PDT,1094
39748,PODE,16
39748,PPL,1
39748,PSDB,116
39748,PSL,1867
39748,PSOL,60
39748,PSTU,5
39748,PT,8045
39748,REDE,114
39756,DC,1
39756,MDB,12
39756,NOVO,6
39756,PATRI,6
39756,PDT,320
39756,PODE,17
39756,PPL,1
39756,PSDB,248
39756,PSL,660
39756,PSOL,7
39756,PSTU,1
39756,PT,2470
39756,REDE,18
39772,DC,3
39772,MDB,26
39772,NOVO,8
39772,PATRI,40
39772,PDT,251
39772,PODE,4
39772,PPL,1
39772,PSDB,133
39772,PSL,610
39772,PSOL,6
39772,PSTU,1
39772,PT,4715
39772,REDE,25
39799,DC,2
39799,MDB,19
39799,NOVO,13
39799,PATRI,58
39799,PDT,304
39799,PODE,20
39799,PPL,1
39799,PSDB,76
39799,PSL,767
39799,PSOL,7
39799,PT,5050
39799,REDE,15
39810,DC,6
39810,MDB,51
39810,NOVO,22
39810,PATRI,65
39810,PDT,1118
39810,PODE,8
39810,PSDB,246
39810,PSL,1885
39810,PSOL,16
39810,PSTU,2
39810,PT,4452
39810,REDE,41
39837,MDB,19
39837,NOVO,32
39837,PATRI,41
39837,PDT,437
39837,PODE,13
39837,PPL,1
39837,PSDB,512
39837,PSL,1434
39837,PSOL,8
39837,PSTU,2
39837,PT,3155
39837,REDE,16
39845,DC,2
39845,MDB,14
39845,NOVO,19
39845,PATRI,26
39845,PDT,405
39845,PODE,19
39845,PPL,1
39845,PSDB,250
39845,PSL,1301
39845,PSOL,9
39845,PT,3272
39845,REDE,33
39853,DC,3
39853,MDB,39
39853,NOVO,23
39853,PATRI,126
39853,PDT,550
39853,PODE,76
39853,PPL,6
39853,PSDB,459
39853,PSL,2066
39853,PSOL,20
39853,PSTU,3
39853,PT,7605
39853,REDE,36
39870,DC,1
39870,MDB,16
39870,NOVO,12
39870,PATRI,74
39870,PDT,245
39870,PODE,9
39870,PPL,3
39870,PSDB,181
39870,PSL,1233
39870,PSOL,14
39870,PSTU,3
39870,PT,3233
39870,REDE,39
39896,DC,3
39896,MDB,16
39896,NOVO,16
39896,PATRI,48
39896,PDT,806
39896,PODE,32
39896,PPL,1
39896,PSDB,104
39896,PSL,816
39896,PSOL,24
39896,PSTU,2
39896,PT,9725
39896,REDE,34
39900,DC,2
39900,MDB,12
39900,NOVO,35
39900,PATRI,20
39900,PDT,794
39900,PODE,8
39900,PSDB,78
39900,PSL,697
39900,PSOL,13
39900,PSTU,3
39900,PT,4607
39900,REDE,7
39918,DC,9
39918,MDB,22
39918,NOVO,17
39918,PATRI,8
39918,PDT,1169
39918,PODE,16
39918,PPL,2
39918,PSDB,93
39918,PSL,941
39918,PSOL,26
39918,PSTU,5
39918,PT,6725
39918,REDE,15
39926,DC,2
39926,MDB,12
39926,NOVO,1
39926,PATRI,53
39926,PDT,187
39926,PODE,4
39926,PSDB,86
39926,PSL,767
39926,PSOL,9
39926,PSTU,2
39926,PT,1955
39926,REDE,21
39934,DC,33
39934,MDB,339
39934,NOVO,630
39934,PATRI,862
39934,PDT,4536
39934,PODE,195
39934,PPL,116
39934,PSDB,1527
39934,PSL,32069
39934,PSOL,200
39934,PSTU,7
39934,PT,27619
39934,REDE,555
39942,MDB,10
39942,NOVO,27
39942,PATRI,105
39942,PDT,548
39942,PODE,8
39942,PSDB,107
39942,PSL,932
39942,PSOL,10
39942,PT,4779
39942,REDE,14
39950,DC,1
39950,MDB,16
39950,NOVO,37
39950,PATRI,62
39950,PDT,444
39950,PODE,10
39950,PPL,1
39950,PSDB,147
39950,PSL,784
39950,PSOL,9
39950,PSTU,2
39950,PT,4513
39950,REDE,34
39969,DC,3
39969,MDB,9
39969,NOVO,6
39969,PATRI,29
39969,PDT,202
39969,PODE,2
39969,PPL,1
39969,PSDB,114
39969,PSL,1005
39969,PSOL,3
39969,PSTU,1
39969,PT,1962
39969,REDE,23
39977,DC,4
39977,MDB,12
39977,NOVO,70
39977,PATRI,38
39977,PDT,471
39977,PODE,9
39977,PPL,2
39977,PSDB,102
39977,PSL,1064
39977,PSOL,13
39977,PSTU,1
39977,PT,5216
39977,REDE,23
39985,MDB,35
39985,NOVO,30
39985,PATRI,225
39985,PDT,1418
39985,PODE,25
39985,PSDB,155
39985,PSL,2489
39985,PSOL,39
39985,PSTU,3
39985,PT,8696
39985,REDE,77
39993,DC,2
39993,MDB,27
39993,NOVO,19
39993,PATRI,15
39993,PDT,223
39993,PODE,8
39993,PSDB,130
39993,PSL,1729
39993,PSOL,10
39993,PSTU,1
39993,PT,5163
39993,REDE,32
40002,DC,4
40002,MDB,26
40002,NOVO,144
40002,PATRI,16
40002,PDT,401
40002,PODE,26
40002,PPL,1
40002,PSDB,212
40002,PSL,1615
40002,PSOL,20
40002,PT,1527
40002,REDE,19
40010,MDB,42
40010,NOVO,211
40010,PATRI,4
40010,PDT,476
40010,PODE,15
40010,PPL,3
40010,PSDB,281
40010,PSL,1732
40010,PSOL,6
40010,PSTU,1
40010,PT,1347
40010,REDE,10
40029,MDB,32
40029,NOVO,186
40029,PATRI,25
40029,PDT,508
40029,PODE,19
40029,PPL,1
40029,PSDB,192
40029,PSL,2100
40029,PSOL,9
40029,PT,1177
40029,REDE,20
40037,DC,4
40037,MDB,119
40037,NOVO,677
40037,PATRI,57
40037,PDT,1052
40037,PODE,64
40037,PPL,2
40037,PSDB,993
40037,PSL,6779
40037,PSOL,32
40037,PSTU,5
40037,PT,2687
40037,REDE,71
40045,DC,2
40045,MDB,48
40045,NOVO,197
40045,PATRI,140
40045,PDT,407
40045,PODE,39
40045,PPL,1
40045,PSDB,194
40045,PSL,2687
40045,PSOL,32
40045,PSTU,2
40045,PT,3948
40045,REDE,28
40053,DC,2
40053,MDB,66
40053,NOVO,221
40053,PATRI,43
40053,PDT,650
40053,PODE,18
40053,PPL,1
40053,PSDB,452
40053,PSL,2680
40053,PSOL,20
40053,PSTU,2
40053,PT,3489
40053,REDE,36
04006,DC,4
04006,MDB,309
04006,NOVO,39
04006,PATRI,86
04006,PDT,748
04006,PODE,37
04006,PPL,4
04006,PSDB,491
04006,PSL,4480
04006,PSOL,44
04006,PSTU,5
04006,PT,8216
04006,REDE,52
40061,MDB,22
40061,NOVO,138
40061,PATRI,24
40061,PDT,134
40061,PODE,6
40061,PPL,1
40061,PSDB,188
40061,PSL,1210
40061,PSOL,7
40061,PT,940
40061,REDE,7
40070,DC,2
40070,MDB,14
40070,NOVO,22
40070,PATRI,15
40070,PDT,212
40070,PODE,3
40070,PSDB,147
40070,PSL,655
40070,PSOL,3
40070,PT,1177
40070,REDE,6
40088,MDB,34
40088,NOVO,203
40088,PATRI,27
40088,PDT,284
40088,PODE,37
40088,PPL,2
40088,PSDB,186
40088,PSL,2327
40088,PSOL,7
40088,PSTU,3
40088,PT,2607
40088,REDE,6
40096,DC,2
40096,MDB,23
40096,NOVO,55
40096,PATRI,64
40096,PDT,208
40096,PODE,20
40096,PSDB,240
40096,PSL,1925
40096,PSOL,3
40096,PSTU,4
40096,PT,2418
40096,REDE,15
40100,MDB,18
40100,NOVO,32
40100,PATRI,29
40100,PDT,508
40100,PODE,9
40100,PSDB,178
40100,PSL,961
40100,PSOL,12
40100,PSTU,2
40100,PT,3311
40100,REDE,15
40118,MDB,75
40118,NOVO,71
40118,PATRI,30
40118,PDT,323
40118,PODE,10
40118,PPL,2
40118,PSDB,328
40118,PSL,1987
40118,PSOL,14
40118,PT,4344
40118,REDE,19
40126,DC,1
40126,MDB,14
40126,NOVO,28
40126,PATRI,12
40126,PDT,254
40126,PODE,6
40126,PPL,2
40126,PSDB,258
40126,PSL,1053
40126,PSOL,2
40126,PSTU,1
40126,PT,1347
40126,REDE,18
40134,MDB,12
40134,NOVO,85
40134,PATRI,5
40134,PDT,61
40134,PODE,15
40134,PSDB,67
40134,PSL,915
40134,PSOL,6
40134,PSTU,1
40134,PT,398
40134,REDE,7
04014,DC,12
04014,MDB,1673
04014,NOVO,174
04014,PATRI,655
04014,PDT,7250
04014,PODE,104
04014,PPL,7
04014,PSDB,4425
04014,PSL,16319
04014,PSOL,556
04014,PSTU,28
04014,PT,55573
04014,REDE,682
40142,DC,1
40142,MDB,19
40142,NOVO,17
40142,PATRI,14
40142,PDT,225
40142,PODE,19
40142,PPL,6
40142,PSDB,277
40142,PSL,1044
40142,PSOL,5
40142,PSTU,1
40142,PT,2720
40142,REDE,5
40150,DC,3
40150,MDB,25
40150,NOVO,134
40150,PATRI,10
40150,PDT,208
40150,PODE,6
40150,PSDB,104
40150,PSL,1240
40150,PSOL,5
40150,PT,862
40150,REDE,11
40169,MDB,55
40169,NOVO,98
40169,PATRI,39
40169,PDT,227
40169,PODE,6
40169,PSDB,191
40169,PSL,1426
40169,PSOL,5
40169,PSTU,2
40169,PT,2413
40169,REDE,19
40177,DC,3
40177,MDB,54
40177,NOVO,109
40177,PATRI,93
40177,PDT,450
40177,PODE,34
40177,PPL,3
40177,PSDB,413
40177,PSL,3492
40177,PSOL,15
40177,PSTU,2
40177,PT,5004
40177,REDE,44
40185,MDB,60
40185,NOVO,43
40185,PATRI,25
40185,PDT,232
40185,PODE,16
40185,PPL,3
40185,PSDB,149
40185,PSL,1713
40185,PSOL,7
40185,PT,1491
40185,REDE,12
40193,MDB,39
40193,NOVO,55
40193,PATRI,28
40193,PDT,643
40193,PODE,15
40193,PPL,5
40193,PSDB,385
40193,PSL,1236
40193,PSOL,14
40193,PSTU,1
40193,PT,3513
40193,REDE,17
40207,DC,1
40207,MDB,29
40207,NOVO,47
40207,PATRI,26
40207,PDT,390
40207,PODE,11
40207,PPL,2
40207,PSDB,259
40207,PSL,1856
40207,PSOL,5
40207,PT,3111
40207,REDE,16
40215,DC,7
40215,MDB,226
40215,NOVO,229
40215,PATRI,127
40215,PDT,747
40215,PODE,42
40215,PPL,20
40215,PSDB,494
40215,PSL,7285
40215,PSOL,33
40215,PSTU,9
40215,PT,4033
40215,REDE,111
04022,DC,10
04022,MDB,1042
04022,NOVO,144
04022,PATRI,455
04022,PDT,2150
04022,PODE,93
04022,PPL,5
04022,PSDB,1440
04022,PSL,12552
04022,PSOL,144
04022,PSTU,12
04022,PT,15116
04022,REDE,170
40223,MDB,28
40223,NOVO,24
40223,PATRI,20
40223,PDT,144
40223,PODE,23
40223,PPL,1
40223,PSDB,83
40223,PSL,776
40223,PSTU,1
40223,PT,1794
40223,REDE,13
40231,DC,1
40231,MDB,33
40231,NOVO,80
40231,PATRI,20
40231,PDT,336
40231,PODE,18
40231,PPL,4
40231,PSDB,317
40231,PSL,1490
40231,PSOL,22
40231,PSTU,5
40231,PT,859
40231,REDE,20
40240,MDB,20
40240,NOVO,45
40240,PATRI,3
40240,PDT,272
40240,PODE,5
40240,PSDB,188
40240,PSL,994
40240,PSOL,13
40240,PT,3964
40240,REDE,7
40258,DC,1
40258,MDB,12
40258,NOVO,73
40258,PATRI,9
40258,PDT,129
40258,PODE,5
40258,PPL,3
40258,PSDB,374
40258,PSL,904
40258,PSOL,7
40258,PT,269
40258,REDE,5
40266,DC,2
40266,MDB,65
40266,NOVO,189
40266,PATRI,283
40266,PDT,533
40266,PODE,25
40266,PPL,2
40266,PSDB,333
40266,PSL,4813
40266,PSOL,37
40266,PSTU,1
40266,PT,3263
40266,REDE,57
40274,DC,3
40274,MDB,9
40274,NOVO,72
40274,PATRI,11
40274,PDT,79
