codigo_tse,codigo_ibge,municipio_tse,uf,nome_uf,Município-UF,primeira_estacao_3g,ano_primeira_3g,mes_primeira_3g,n_estacoes_3g_total,operadora_primeira,faixa_primeira,tem_3g_2010,tem_3g_2014,tem_3g_2018,tem_3g_2022,anos_com_3g_2014,anos_com_3g_2018,anos_com_3g_2022
19151,2500809,Araçagi,PB,Paraíba,Araçagi - PB,2009-04-01,2009,4,13,CLARO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19160,2508554,Logradouro,PB,Paraíba,Logradouro - PB,2009-04-01,2009,4,7,CLARO,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19178,2500908,Arara,PB,Paraíba,Arara - PB,2015-12-01,2015,12,3,CLARO,2100,0,0,1,1,0.0,2.833675564681725,6.833675564681725
19186,2515930,Sertãozinho,PB,Paraíba,Sertãozinho - PB,2009-04-01,2009,4,12,CLARO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19194,2501005,Araruna,PB,Paraíba,Araruna - PB,1999-11-01,1999,11,14,CLARO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19208,2512747,Riachão,PB,Paraíba,Riachão - PB,2010-01-01,2010,1,4,VIVO,2100,1,1,1,1,4.747433264887063,8.747433264887064,12.747433264887064
19216,2501104,Areia,PB,Paraíba,Areia - PB,1999-11-01,1999,11,8,TIM,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19224,2513943,São Domingos Do Cariri,PB,Paraíba,São Domingos do Cariri - PB,2010-04-01,2010,4,8,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19232,2501203,Areial,PB,Paraíba,Areial - PB,2016-12-01,2016,12,4,VIVO,2100,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
19240,2504074,Caraúbas,PB,Paraíba,Caraúbas - PB,2010-04-01,2010,4,4,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19259,2501302,Aroeiras,PB,Paraíba,Aroeiras - PB,2009-04-01,2009,4,5,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19267,2513851,Santo André,PB,Paraíba,Santo André - PB,2019-08-01,2019,8,6,CLARO,2100,0,0,0,1,0.0,0.0,3.167693360711841
19275,2505352,Damião,PB,Paraíba,Damião - PB,2009-06-01,2009,6,6,CLARO,2100,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
19283,2516151,Sossêgo,PB,Paraíba,Sossêgo - PB,2009-06-01,2009,6,13,CLARO,2100,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
19291,2501401,Baía Da Traição,PB,Paraíba,Baía da Traição - PB,1999-11-01,1999,11,11,CLARO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19305,2501534,Baraúna,PB,Paraíba,Baraúna - PB,2017-11-01,2017,11,3,CLARO,2100,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
19313,2501500,Bananeiras,PB,Paraíba,Bananeiras - PB,2006-05-01,2006,5,16,CLARO,2100,1,1,1,1,8.41889117043121,12.41889117043121,16.418891170431213
19321,2501351,Assunção,PB,Paraíba,Assunção - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19330,2501609,Barra De Santa Rosa,PB,Paraíba,Barra de Santa Rosa - PB,2008-12-01,2008,12,13,VIVO,850,1,1,1,1,5.831622176591376,9.831622176591376,13.831622176591376
19348,2517407,Zabelê,PB,Paraíba,Zabelê - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19356,2501708,Barra De São Miguel,PB,Paraíba,Barra de São Miguel - PB,2021-10-01,2021,10,3,TIM,850,0,0,0,1,0.0,0.0,0.999315537303217
19364,2503555,Cacimbas,PB,Paraíba,Cacimbas - PB,2010-04-01,2010,4,6,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19372,2501807,Bayeux,PB,Paraíba,Bayeux - PB,1999-11-01,1999,11,85,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19380,2503753,Cajazeirinhas,PB,Paraíba,Cajazeirinhas - PB,2011-02-01,2011,2,6,VIVO,2100,0,1,1,1,3.6632443531827517,7.663244353182751,11.663244353182751
19399,2501906,Belém,PB,Paraíba,Belém - PB,2006-09-01,2006,9,9,TIM,2100,1,1,1,1,8.082135523613964,12.082135523613964,16.082135523613964
19402,2513927,São Bentinho,PB,Paraíba,São Bentinho - PB,2010-08-01,2010,8,7,TIM,2100,1,1,1,1,4.167008898015058,8.167008898015059,12.167008898015059
19410,2502003,Belém Do Brejo Do Cruz,PB,Paraíba,Belém do Brejo do Cruz - PB,2009-03-01,2009,3,6,CLARO,2100,1,1,1,1,5.585215605749487,9.585215605749486,13.585215605749486
19429,2513968,São Domingos,PB,Paraíba,São Domingos - PB,2009-04-01,2009,4,4,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19437,2502102,Boa Ventura,PB,Paraíba,Boa Ventura - PB,2019-09-01,2019,9,2,TIM,850,0,0,0,1,0.0,0.0,3.082819986310746
19445,2514552,São José De Princesa,PB,Paraíba,São José de Princesa - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19453,2502201,Bom Jesus,PB,Paraíba,Bom Jesus - PB,2010-04-01,2010,4,5,TIM,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19461,2509156,Marizópolis,PB,Paraíba,Marizópolis - PB,2009-04-01,2009,4,4,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19470,2502300,Bom Sucesso,PB,Paraíba,Bom Sucesso - PB,2010-04-01,2010,4,4,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19488,2509370,Mato Grosso,PB,Paraíba,Mato Grosso - PB,2010-04-01,2010,4,3,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19496,2502409,Bonito De Santa Fé,PB,Paraíba,Bonito de Santa Fé - PB,2009-02-01,2009,2,1,TIM,2100,1,1,1,1,5.661875427789186,9.661875427789186,13.661875427789186
19500,2502052,Bernardino Batista,PB,Paraíba,Bernardino Batista - PB,2010-04-01,2010,4,2,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19518,2502508,Boqueirão,PB,Paraíba,Boqueirão - PB,2005-12-01,2005,12,28,TIM,850,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
19526,2512077,Poço De José De Moura,PB,Paraíba,Poço de José de Moura - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19534,2502607,Igaracy,PB,Paraíba,Igaracy - PB,2018-04-01,2018,4,7,VIVO,2100,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
19542,2514651,São José Do Brejo Do Cruz,PB,Paraíba,São José do Brejo do Cruz - PB,2009-04-01,2009,4,2,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19550,2502706,Borborema,PB,Paraíba,Borborema - PB,2009-03-01,2009,3,13,VIVO,2100,1,1,1,1,5.585215605749487,9.585215605749486,13.585215605749486
19569,2513356,Santa Inês,PB,Paraíba,Santa Inês - PB,2018-04-01,2018,4,2,TIM,850,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
19577,2502805,Brejo Do Cruz,PB,Paraíba,Brejo do Cruz - PB,2008-11-01,2008,11,9,TIM,2100,1,1,1,1,5.9137577002053385,9.91375770020534,13.91375770020534
19585,2500734,Amparo,PB,Paraíba,Amparo - PB,2010-04-01,2010,4,2,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19593,2502904,Brejo Dos Santos,PB,Paraíba,Brejo dos Santos - PB,2009-04-01,2009,4,1,TIM,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19607,2504157,Casserengue,PB,Paraíba,Casserengue - PB,2009-04-01,2009,4,10,CLARO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19615,2503001,Caaporã,PB,Paraíba,Caaporã - PB,2000-09-01,2000,9,8,CLARO,850,1,1,1,1,14.080766598220396,18.080766598220396,22.080766598220396
19623,2506251,Gado Bravo,PB,Paraíba,Gado Bravo - PB,2009-04-01,2009,4,7,CLARO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19631,2503100,Cabaceiras,PB,Paraíba,Cabaceiras - PB,2010-04-01,2010,4,6,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19640,2512036,Poço Dantas,PB,Paraíba,Poço Dantas - PB,2010-04-01,2010,4,3,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19658,2503209,Cabedelo,PB,Paraíba,Cabedelo - PB,1999-11-01,1999,11,131,TIM,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19666,2513653,Joca Claudino,PB,Paraíba,Joca Claudino - PB,2010-04-01,2010,4,2,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19674,2503308,Cachoeira Dos Índios,PB,Paraíba,Cachoeira dos Índios - PB,2010-04-01,2010,4,8,CLARO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19682,2516755,Tenório,PB,Paraíba,Tenório - PB,2018-04-01,2018,4,5,VIVO,2100,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
19690,2503407,Cacimba De Areia,PB,Paraíba,Cacimba de Areia - PB,2010-01-01,2010,1,4,TIM,850,1,1,1,1,4.747433264887063,8.747433264887064,12.747433264887064
19704,2504850,Coxixola,PB,Paraíba,Coxixola - PB,2010-04-01,2010,4,1,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19712,2503506,Cacimba De Dentro,PB,Paraíba,Cacimba de Dentro - PB,2009-04-01,2009,4,5,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19720,2510659,Parari,PB,Paraíba,Parari - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19739,2503605,Caiçara,PB,Paraíba,Caiçara - PB,2009-06-01,2009,6,9,TIM,850,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
19747,2512721,Pedro Régis,PB,Paraíba,Pedro Régis - PB,2009-06-01,2009,6,11,CLARO,2100,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
19755,2503704,Cajazeiras,PB,Paraíba,Cajazeiras - PB,2000-11-01,2000,11,34,VIVO,2100,1,1,1,1,13.91375770020534,17.913757700205338,21.913757700205338
19763,2500536,Alcantil,PB,Paraíba,Alcantil - PB,2010-04-01,2010,4,9,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19771,2503803,Caldas Brandão,PB,Paraíba,Caldas Brandão - PB,2012-02-01,2012,2,7,VIVO,2100,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
19780,2501575,Barra De Santana,PB,Paraíba,Barra de Santana - PB,2010-04-01,2010,4,7,CLARO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19798,2503902,Camalaú,PB,Paraíba,Camalaú - PB,2010-04-01,2010,4,3,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19801,2504355,Caturité,PB,Paraíba,Caturité - PB,2010-04-01,2010,4,8,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19810,2504009,Campina Grande,PB,Paraíba,Campina Grande - PB,1999-11-01,1999,11,371,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19828,2512788,Riacho De Santo Antônio,PB,Paraíba,Riacho de Santo Antônio - PB,2010-04-01,2010,4,5,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19836,2504108,Carrapateira,PB,Paraíba,Carrapateira - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19844,2500775,Aparecida,PB,Paraíba,Aparecida - PB,2009-04-01,2009,4,4,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19852,2504207,Catingueira,PB,Paraíba,Catingueira - PB,2010-04-01,2010,4,3,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19860,2513984,São Francisco,PB,Paraíba,São Francisco - PB,2009-12-01,2009,12,4,VIVO,2100,1,1,1,1,4.832306639288158,8.83230663928816,12.83230663928816
19879,2504306,Catolé Do Rocha,PB,Paraíba,Catolé do Rocha - PB,1999-11-01,1999,11,8,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19887,2517209,Vieirópolis,PB,Paraíba,Vieirópolis - PB,2009-12-01,2009,12,2,VIVO,2100,1,1,1,1,4.832306639288158,8.83230663928816,12.83230663928816
19895,2504405,Conceição,PB,Paraíba,Conceição - PB,2007-01-01,2007,1,13,CLARO,850,1,1,1,1,7.748117727583847,11.748117727583846,15.748117727583846
19909,2501153,Areia De Baraúnas,PB,Paraíba,Areia de Baraúnas - PB,2009-10-01,2009,10,2,VIVO,2100,1,1,1,1,4.999315537303217,8.999315537303216,12.999315537303216
19917,2504504,Condado,PB,Paraíba,Condado - PB,2009-04-01,2009,4,9,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
19925,2500577,Algodão De Jandaíra,PB,Paraíba,Algodão de Jandaíra - PB,2010-03-01,2010,3,1,CLARO,850,1,1,1,1,4.58590006844627,8.58590006844627,12.58590006844627
19933,2504603,Conde,PB,Paraíba,Conde - PB,1999-11-01,1999,11,45,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
19941,2502151,Boa Vista,PB,Paraíba,Boa Vista - PB,2016-04-01,2016,4,5,VIVO,2100,0,0,1,1,0.0,2.4996577686516086,6.499657768651608
19950,2504702,Congo,PB,Paraíba,Congo - PB,2017-12-01,2017,12,1,VIVO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
19968,2509057,Marcação,PB,Paraíba,Marcação - PB,2010-04-01,2010,4,12,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
19976,2504801,Coremas,PB,Paraíba,Coremas - PB,2008-01-01,2008,1,5,VIVO,2100,1,1,1,1,6.74880219028063,10.74880219028063,14.74880219028063
19984,2509396,Maturéia,PB,Paraíba,Maturéia - PB,2008-09-01,2008,9,2,TIM,850,1,1,1,1,6.080766598220397,10.080766598220396,14.080766598220396
19992,2504900,Cruz Do Espírito Santo,PB,Paraíba,Cruz do Espírito Santo - PB,1999-11-01,1999,11,10,TIM,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20001,2513158,Santa Cecília,PB,Paraíba,Santa Cecília - PB,2009-04-01,2009,4,7,CLARO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20010,2505006,Cubati,PB,Paraíba,Cubati - PB,2018-09-01,2018,9,7,CLARO,2100,0,0,1,1,0.0,0.08213552361396304,4.082135523613963
20036,2505105,Cuité,PB,Paraíba,Cuité - PB,1999-11-01,1999,11,13,TIM,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20052,2505204,Cuitegi,PB,Paraíba,Cuitegi - PB,2017-12-01,2017,12,4,CLARO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
20079,2505303,Curral Velho,PB,Paraíba,Curral Velho - PB,2018-04-01,2018,4,2,TIM,850,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
20095,2505402,Desterro,PB,Paraíba,Desterro - PB,2017-12-01,2017,12,7,CLARO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
20117,2505501,Vista Serrana,PB,Paraíba,Vista Serrana - PB,2010-02-01,2010,2,4,VIVO,2100,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
20133,2505600,Diamante,PB,Paraíba,Diamante - PB,2018-04-01,2018,4,6,TIM,850,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
20150,2505709,Dona Inês,PB,Paraíba,Dona Inês - PB,2009-04-01,2009,4,3,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20176,2505808,Duas Estradas,PB,Paraíba,Duas Estradas - PB,2009-06-01,2009,6,13,CLARO,2100,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
20192,2505907,Emas,PB,Paraíba,Emas - PB,2010-04-01,2010,4,1,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
20214,2506004,Esperança,PB,Paraíba,Esperança - PB,1999-11-01,1999,11,13,CLARO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20230,2506103,Fagundes,PB,Paraíba,Fagundes - PB,2017-09-01,2017,9,5,CLARO,2100,0,0,1,1,0.0,1.08145106091718,5.08145106091718
20257,2506202,Frei Martinho,PB,Paraíba,Frei Martinho - PB,2017-12-01,2017,12,2,TIM,850,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
20273,2506301,Guarabira,PB,Paraíba,Guarabira - PB,1999-11-01,1999,11,22,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20290,2506400,Gurinhém,PB,Paraíba,Gurinhém - PB,1999-11-01,1999,11,15,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20311,2506509,Gurjão,PB,Paraíba,Gurjão - PB,2010-04-01,2010,4,7,VIVO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
20338,2506608,Ibiara,PB,Paraíba,Ibiara - PB,2017-12-01,2017,12,2,VIVO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
20354,2506707,Imaculada,PB,Paraíba,Imaculada - PB,2009-04-01,2009,4,3,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20370,2506806,Ingá,PB,Paraíba,Ingá - PB,2000-11-01,2000,11,25,CLARO,850,1,1,1,1,13.91375770020534,17.913757700205338,21.913757700205338
20397,2506905,Itabaiana,PB,Paraíba,Itabaiana - PB,1999-11-01,1999,11,16,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20419,2507002,Itaporanga,PB,Paraíba,Itaporanga - PB,2003-09-01,2003,9,13,VIVO,850,1,1,1,1,11.082819986310746,15.082819986310746,19.082819986310746
20435,2507101,Itapororoca,PB,Paraíba,Itapororoca - PB,2011-08-01,2011,8,3,TIM,850,0,1,1,1,3.167693360711841,7.167693360711842,11.16769336071184
20451,2507200,Itatuba,PB,Paraíba,Itatuba - PB,2018-03-01,2018,3,6,CLARO,2100,0,0,1,1,0.0,0.5859000684462696,4.58590006844627
20478,2507309,Jacaraú,PB,Paraíba,Jacaraú - PB,2016-11-01,2016,11,3,CLARO,2100,0,0,1,1,0.0,1.9137577002053388,5.9137577002053385
20494,2507408,Jericó,PB,Paraíba,Jericó - PB,2009-02-01,2009,2,4,TIM,2100,1,1,1,1,5.661875427789186,9.661875427789186,13.661875427789186
20516,2507507,João Pessoa,PB,Paraíba,João Pessoa - PB,1999-11-01,1999,11,1111,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20532,2507606,Juarez Távora,PB,Paraíba,Juarez Távora - PB,2016-12-01,2016,12,5,CLARO,2100,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
20559,2507705,Juazeirinho,PB,Paraíba,Juazeirinho - PB,2008-12-01,2008,12,11,VIVO,2100,1,1,1,1,5.831622176591376,9.831622176591376,13.831622176591376
20575,2507804,Junco Do Seridó,PB,Paraíba,Junco do Seridó - PB,2010-04-01,2010,4,6,CLARO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
20591,2507903,Juripiranga,PB,Paraíba,Juripiranga - PB,2021-11-01,2021,11,1,TIM,850,0,0,0,1,0.0,0.0,0.9144421629021219
20613,2508000,Juru,PB,Paraíba,Juru - PB,2009-04-01,2009,4,6,VIVO,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20630,2508109,Lagoa,PB,Paraíba,Lagoa - PB,2018-11-01,2018,11,1,VIVO,2100,0,0,0,1,0.0,0.0,3.915126625598905
20656,2508208,Lagoa De Dentro,PB,Paraíba,Lagoa de Dentro - PB,2009-04-01,2009,4,12,VIVO,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20672,2508307,Lagoa Seca,PB,Paraíba,Lagoa Seca - PB,2005-07-01,2005,7,27,CLARO,850,1,1,1,1,9.25119780971937,13.25119780971937,17.251197809719372
20699,2508406,Lastro,PB,Paraíba,Lastro - PB,2009-12-01,2009,12,2,TIM,850,1,1,1,1,4.832306639288158,8.83230663928816,12.83230663928816
20710,2508505,Livramento,PB,Paraíba,Livramento - PB,2010-04-01,2010,4,8,TIM,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
20737,2508604,Lucena,PB,Paraíba,Lucena - PB,1999-11-01,1999,11,18,TIM,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20753,2508703,Mãe D'Água,PB,Paraíba,Mãe d'Água - PB,2009-04-01,2009,4,4,TIM,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20770,2508802,Malta,PB,Paraíba,Malta - PB,2009-04-01,2009,4,8,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20796,2508901,Mamanguape,PB,Paraíba,Mamanguape - PB,1999-11-01,1999,11,34,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20818,2509008,Manaíra,PB,Paraíba,Manaíra - PB,2009-04-01,2009,4,3,TIM,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20834,2509107,Mari,PB,Paraíba,Mari - PB,2003-09-01,2003,9,12,CLARO,850,1,1,1,1,11.082819986310746,15.082819986310746,19.082819986310746
20850,2509206,Massaranduba,PB,Paraíba,Massaranduba - PB,2011-02-01,2011,2,2,VIVO,2100,0,1,1,1,3.6632443531827517,7.663244353182751,11.663244353182751
20877,2509305,Mataraca,PB,Paraíba,Mataraca - PB,2017-09-01,2017,9,4,CLARO,2100,0,0,1,1,0.0,1.08145106091718,5.08145106091718
20893,2509404,Mogeiro,PB,Paraíba,Mogeiro - PB,2009-04-01,2009,4,6,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
20915,2509503,Montadas,PB,Paraíba,Montadas - PB,2016-12-01,2016,12,5,TIM,850,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
20931,2509602,Monte Horebe,PB,Paraíba,Monte Horebe - PB,2017-12-01,2017,12,1,VIVO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
20958,2509701,Monteiro,PB,Paraíba,Monteiro - PB,1999-11-01,1999,11,11,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
20974,2509800,Mulungu,PB,Paraíba,Mulungu - PB,2009-06-01,2009,6,6,CLARO,2100,1,1,1,1,5.333333333333333,9.333333333333334,13.333333333333334
20990,2509909,Natuba,PB,Paraíba,Natuba - PB,2009-04-01,2009,4,5,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
21016,2510006,Nazarezinho,PB,Paraíba,Nazarezinho - PB,2009-04-01,2009,4,2,TIM,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
21032,2510105,Nova Floresta,PB,Paraíba,Nova Floresta - PB,2010-08-01,2010,8,4,VIVO,2100,1,1,1,1,4.167008898015058,8.167008898015059,12.167008898015059
21059,2510204,Nova Olinda,PB,Paraíba,Nova Olinda - PB,2010-04-01,2010,4,2,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
21075,2510303,Nova Palmeira,PB,Paraíba,Nova Palmeira - PB,2017-12-01,2017,12,2,TIM,850,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
21091,2510402,Olho D'Água,PB,Paraíba,Olho d'Água - PB,2010-04-01,2010,4,6,CLARO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
21113,2510501,Olivedos,PB,Paraíba,Olivedos - PB,2009-07-01,2009,7,4,VIVO,2100,1,1,1,1,5.25119780971937,9.25119780971937,13.25119780971937
21130,2510600,Ouro Velho,PB,Paraíba,Ouro Velho - PB,2010-04-01,2010,4,2,VIVO,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
21156,2510709,Passagem,PB,Paraíba,Passagem - PB,2009-10-01,2009,10,4,VIVO,2100,1,1,1,1,4.999315537303217,8.999315537303216,12.999315537303216
21172,2510808,Patos,PB,Paraíba,Patos - PB,1999-11-01,1999,11,133,TIM,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
21199,2510907,Paulista,PB,Paraíba,Paulista - PB,2009-04-01,2009,4,5,TIM,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
21210,2511004,Pedra Branca,PB,Paraíba,Pedra Branca - PB,2018-04-01,2018,4,2,VIVO,2100,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
21237,2511103,Pedra Lavrada,PB,Paraíba,Pedra Lavrada - PB,2017-12-01,2017,12,4,CLARO,2100,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
21253,2511202,Pedras De Fogo,PB,Paraíba,Pedras de Fogo - PB,1999-11-01,1999,11,7,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
21270,2511301,Piancó,PB,Paraíba,Piancó - PB,2005-12-01,2005,12,10,CLARO,850,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
21296,2511400,Picuí,PB,Paraíba,Picuí - PB,2007-11-01,2007,11,3,TIM,2100,1,1,1,1,6.915811088295688,10.915811088295689,14.915811088295689
21318,2511509,Pilar,PB,Paraíba,Pilar - PB,2016-12-01,2016,12,4,TIM,850,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
21334,2511608,Pilões,PB,Paraíba,Pilões - PB,2010-04-01,2010,4,6,CLARO,2100,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
21350,2511707,Pilõezinhos,PB,Paraíba,Pilõezinhos - PB,2009-04-01,2009,4,13,TIM,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
21377,2511806,Pirpirituba,PB,Paraíba,Pirpirituba - PB,2016-12-01,2016,12,1,VIVO,2100,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
21393,2511905,Pitimbu,PB,Paraíba,Pitimbu - PB,1999-11-01,1999,11,12,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
21415,2512002,Pocinhos,PB,Paraíba,Pocinhos - PB,2007-03-01,2007,3,11,CLARO,2100,1,1,1,1,7.586584531143052,11.586584531143053,15.586584531143053
21431,2512101,Pombal,PB,Paraíba,Pombal - PB,2000-10-01,2000,10,21,VIVO,2100,1,1,1,1,13.998631074606434,17.998631074606433,21.998631074606433
21458,2512200,Prata,PB,Paraíba,Prata - PB,2010-04-01,2010,4,2,TIM,850,1,1,1,1,4.501026694045175,8.501026694045175,12.501026694045175
21474,2512309,Princesa Isabel,PB,Paraíba,Princesa Isabel - PB,2007-01-01,2007,1,14,TIM,2100,1,1,1,1,7.748117727583847,11.748117727583846,15.748117727583846
21490,2512408,Puxinanã,PB,Paraíba,Puxinanã - PB,2012-07-01,2012,7,3,VIVO,2100,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
