codigo_tse,codigo_ibge,municipio_tse,uf,nome_uf,Município-UF,primeira_estacao_3g,ano_primeira_3g,mes_primeira_3g,n_estacoes_3g_total,operadora_primeira,faixa_primeira,tem_3g_2010,tem_3g_2014,tem_3g_2018,tem_3g_2022,anos_com_3g_2014,anos_com_3g_2018,anos_com_3g_2022
19,1100106,Guajará-Mirim,RO,Rondônia,Guajará-Mirim - RO,1999-11-01,1999,11,10,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
35,1100205,Porto Velho,RO,Rondônia,Porto Velho - RO,1999-11-01,1999,11,803,VIVO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
51,1100122,Ji-Paraná,RO,Rondônia,Ji-Paraná - RO,1999-09-01,1999,9,153,CLARO,850,1,1,1,1,15.082819986310746,19.082819986310746,23.082819986310746
78,1100023,Ariquemes,RO,Rondônia,Ariquemes - RO,1999-09-01,1999,9,66,VIVO,2100,1,1,1,1,15.082819986310746,19.082819986310746,23.082819986310746
94,1100049,Cacoal,RO,Rondônia,Cacoal - RO,1999-09-01,1999,9,72,VIVO,850,1,1,1,1,15.082819986310746,19.082819986310746,23.082819986310746
116,1100189,Pimenta Bueno,RO,Rondônia,Pimenta Bueno - RO,1999-11-01,1999,11,52,VIVO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
132,1100304,Vilhena,RO,Rondônia,Vilhena - RO,1999-09-01,1999,9,63,CLARO,850,1,1,1,1,15.082819986310746,19.082819986310746,23.082819986310746
159,1100114,Jaru,RO,Rondônia,Jaru - RO,1999-11-01,1999,11,52,CLARO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
175,1100155,Ouro Preto Do Oeste,RO,Rondônia,Ouro Preto do Oeste - RO,1999-11-01,1999,11,65,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
191,1100254,Presidente Médici,RO,Rondônia,Presidente Médici - RO,1999-11-01,1999,11,8,VIVO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
213,1100080,Costa Marques,RO,Rondônia,Costa Marques - RO,2006-02-01,2006,2,3,CLARO,850,1,1,1,1,8.66255989048597,12.66255989048597,16.66255989048597
230,1100064,Colorado Do Oeste,RO,Rondônia,Colorado do Oeste - RO,1999-11-01,1999,11,13,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
256,1100098,Espigão Do Oeste,RO,Rondônia,Espigão D'Oeste - RO,1999-11-01,1999,11,15,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
272,1100056,Cerejeiras,RO,Rondônia,Cerejeiras - RO,2004-07-01,2004,7,8,VIVO,850,1,1,1,1,10.250513347022586,14.250513347022586,18.250513347022586
299,1100288,Rolim De Moura,RO,Rondônia,Rolim de Moura - RO,2001-07-01,2001,7,34,CLARO,2100,1,1,1,1,13.25119780971937,17.251197809719372,21.251197809719372
310,1100015,Alta Floresta D'Oeste,RO,Rondônia,Alta Floresta D'Oeste - RO,1999-12-01,1999,12,15,CLARO,850,1,1,1,1,14.833675564681725,18.833675564681723,22.833675564681723
337,1100346,Alvorada Do Oeste,RO,Rondônia,Alvorada D'Oeste - RO,2000-11-01,2000,11,11,CLARO,850,1,1,1,1,13.91375770020534,17.913757700205338,21.913757700205338
353,1100296,Santa Luzia D'Oeste,RO,Rondônia,Santa Luzia D'Oeste - RO,2005-12-01,2005,12,9,VIVO,850,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
370,1100148,Nova Brasilândia D'Oeste,RO,Rondônia,Nova Brasilândia D'Oeste - RO,2006-02-01,2006,2,10,VIVO,2100,1,1,1,1,8.66255989048597,12.66255989048597,16.66255989048597
396,1100130,Machadinho D'Oeste,RO,Rondônia,Machadinho D'Oeste - RO,2005-12-01,2005,12,25,TIM,2100,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
418,1100320,São Miguel Do Guaporé,RO,Rondônia,São Miguel do Guaporé - RO,2005-03-01,2005,3,21,VIVO,2100,1,1,1,1,9.585215605749486,13.585215605749486,17.585215605749486
434,1100338,Nova Mamoré,RO,Rondônia,Nova Mamoré - RO,2003-10-01,2003,10,10,CLARO,850,1,1,1,1,11.000684462696784,15.000684462696784,19.000684462696782
450,1100031,Cabixi,RO,Rondônia,Cabixi - RO,2015-01-01,2015,1,2,CLARO,850,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
477,1100809,Candeias Do Jamari,RO,Rondônia,Candeias do Jamari - RO,2003-03-01,2003,3,26,TIM,2100,1,1,1,1,11.586584531143053,15.586584531143053,19.586584531143053
493,1101104,Itapuã Do Oeste,RO,Rondônia,Itapuã do Oeste - RO,2005-01-01,2005,1,4,CLARO,850,1,1,1,1,9.74674880219028,13.74674880219028,17.746748802190282
515,1100502,Novo Horizonte Do Oeste,RO,Rondônia,Novo Horizonte do Oeste - RO,2014-11-01,2014,11,3,CLARO,850,0,0,1,1,0.0,3.915126625598905,7.915126625598905
531,1100908,Castanheiras,RO,Rondônia,Castanheiras - RO,2014-12-01,2014,12,3,CLARO,850,0,0,1,1,0.0,3.8329911019849416,7.832991101984942
558,1101807,Vale Do Paraíso,RO,Rondônia,Vale do Paraíso - RO,2014-10-01,2014,10,7,TIM,2100,0,0,1,1,0.0,4.0,8.0
566,1101708,Urupá,RO,Rondônia,Urupá - RO,2005-08-01,2005,8,20,CLARO,850,1,1,1,1,9.166324435318275,13.166324435318275,17.166324435318277
574,1101302,Mirante Da Serra,RO,Rondônia,Mirante da Serra - RO,2005-08-01,2005,8,4,CLARO,850,1,1,1,1,9.166324435318275,13.166324435318275,17.166324435318277
582,1101500,Seringueiras,RO,Rondônia,Seringueiras - RO,2014-12-01,2014,12,3,CLARO,2100,0,0,1,1,0.0,3.8329911019849416,7.832991101984942
590,1101609,Theobroma,RO,Rondônia,Theobroma - RO,2014-11-01,2014,11,4,CLARO,850,0,0,1,1,0.0,3.915126625598905,7.915126625598905
604,1101203,Ministro Andreazza,RO,Rondônia,Ministro Andreazza - RO,2005-12-01,2005,12,10,VIVO,2100,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
612,1101005,Governador Jorge Teixeira,RO,Rondônia,Governador Jorge Teixeira - RO,2009-04-01,2009,4,16,CLARO,850,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
620,1100601,Cacaulândia,RO,Rondônia,Cacaulândia - RO,2015-01-01,2015,1,1,CLARO,850,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
639,1100403,Alto Paraíso,RO,Rondônia,Alto Paraíso - RO,2005-12-01,2005,12,6,CLARO,850,1,1,1,1,8.83230663928816,12.83230663928816,16.83230663928816
647,1100262,Rio Crespo,RO,Rondônia,Rio Crespo - RO,2015-03-01,2015,3,2,CLARO,850,0,0,1,1,0.0,3.586584531143053,7.586584531143052
655,1100072,Corumbiara,RO,Rondônia,Corumbiara - RO,2014-10-01,2014,10,3,TIM,2100,0,0,1,1,0.0,4.0,8.0
663,1101401,Monte Negro,RO,Rondônia,Monte Negro - RO,2005-03-01,2005,3,10,CLARO,2100,1,1,1,1,9.585215605749486,13.585215605749486,17.585215605749486
671,1100700,Campo Novo De Rondônia,RO,Rondônia,Campo Novo de Rondônia - RO,2015-04-01,2015,4,3,CLARO,850,0,0,1,1,0.0,3.5017111567419574,7.501711156741957
680,1100940,Cujubim,RO,Rondônia,Cujubim - RO,2015-01-01,2015,1,2,TIM,2100,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
698,1101757,Vale Do Anari,RO,Rondônia,Vale do Anari - RO,2014-12-01,2014,12,5,CLARO,850,0,0,1,1,0.0,3.8329911019849416,7.832991101984942
701,1101450,Parecis,RO,Rondônia,Parecis - RO,2014-11-01,2014,11,5,CLARO,850,0,0,1,1,0.0,3.915126625598905,7.915126625598905
710,1101484,São Felipe D'Oeste,RO,Rondônia,São Felipe D'Oeste - RO,2015-02-01,2015,2,1,CLARO,850,0,0,1,1,0.0,3.6632443531827517,7.663244353182751
728,1101476,Primavera De Rondônia,RO,Rondônia,Primavera de Rondônia - RO,2015-01-01,2015,1,2,CLARO,850,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
736,1100379,Alto Alegre Dos Parecis,RO,Rondônia,Alto Alegre dos Parecis - RO,2014-12-01,2014,12,6,CLARO,2100,0,0,1,1,0.0,3.8329911019849416,7.832991101984942
744,1101435,Nova União,RO,Rondônia,Nova União - RO,2014-10-01,2014,10,5,CLARO,850,0,0,1,1,0.0,4.0,8.0
752,1101559,Teixeirópolis,RO,Rondônia,Teixeirópolis - RO,2009-05-01,2009,5,5,CLARO,850,1,1,1,1,5.418206707734429,9.418206707734429,13.418206707734429
779,1100452,Buritis,RO,Rondônia,Buritis - RO,2000-11-01,2000,11,16,CLARO,850,1,1,1,1,13.91375770020534,17.913757700205338,21.913757700205338
787,1101468,Pimenteiras Do Oeste,RO,Rondônia,Pimenteiras do Oeste - RO,2015-01-01,2015,1,3,CLARO,850,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
795,1101492,São Francisco Do Guaporé,RO,Rondônia,São Francisco do Guaporé - RO,2011-03-01,2011,3,4,CLARO,850,0,1,1,1,3.586584531143053,7.586584531143052,11.586584531143053
809,1100924,Chupinguaia,RO,Rondônia,Chupinguaia - RO,2014-10-01,2014,10,2,CLARO,850,0,0,1,1,0.0,4.0,8.0
1007,1200138,Bujari,AC,Acre,Bujari - AC,2000-02-01,2000,2,20,VIVO,850,1,1,1,1,14.663928815879535,18.663928815879533,22.663928815879533
1015,1200179,Capixaba,AC,Acre,Capixaba - AC,2014-12-01,2014,12,8,CLARO,850,0,0,1,1,0.0,3.8329911019849416,7.832991101984942
1023,1200807,Porto Acre,AC,Acre,Porto Acre - AC,2012-10-01,2012,10,19,CLARO,2100,0,1,1,1,1.998631074606434,5.9986310746064335,9.998631074606434
1031,1200435,Santa Rosa Do Purus,AC,Acre,Santa Rosa do Purus - AC,2015-11-01,2015,11,5,CLARO,850,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1040,1200351,Marechal Thaumaturgo,AC,Acre,Marechal Thaumaturgo - AC,2015-12-01,2015,12,6,CLARO,850,0,0,1,1,0.0,2.833675564681725,6.833675564681725
1058,1200104,Brasiléia,AC,Acre,Brasiléia - AC,2005-01-01,2005,1,12,CLARO,850,1,1,1,1,9.74674880219028,13.74674880219028,17.746748802190282
1066,1200393,Porto Walter,AC,Acre,Porto Walter - AC,2015-11-01,2015,11,6,CLARO,850,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1074,1200203,Cruzeiro Do Sul,AC,Acre,Cruzeiro do Sul - AC,2003-10-01,2003,10,68,VIVO,850,1,1,1,1,11.000684462696784,15.000684462696784,19.000684462696782
1082,1200427,Rodrigues Alves,AC,Acre,Rodrigues Alves - AC,2014-11-01,2014,11,3,CLARO,850,0,0,1,1,0.0,3.915126625598905,7.915126625598905
1090,1200336,Mâncio Lima,AC,Acre,Mâncio Lima - AC,2005-08-01,2005,8,12,TIM,2100,1,1,1,1,9.166324435318275,13.166324435318275,17.166324435318277
1104,1200328,Jordão,AC,Acre,Jordão - AC,2015-11-01,2015,11,3,CLARO,850,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1112,1200252,Epitaciolândia,AC,Acre,Epitaciolândia - AC,2000-02-01,2000,2,9,VIVO,2100,1,1,1,1,14.663928815879535,18.663928815879533,22.663928815879533
1120,1200013,Acrelândia,AC,Acre,Acrelândia - AC,2004-05-01,2004,5,4,CLARO,850,1,1,1,1,10.417522245037645,14.417522245037645,18.417522245037645
1139,1200302,Feijó,AC,Acre,Feijó - AC,2002-06-01,2002,6,15,VIVO,850,1,1,1,1,12.334017796030116,16.334017796030118,20.334017796030118
1392,1200401,Rio Branco,AC,Acre,Rio Branco - AC,1999-11-01,1999,11,326,CLARO,850,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
1457,1200500,Sena Madureira,AC,Acre,Sena Madureira - AC,2000-06-01,2000,6,9,VIVO,850,1,1,1,1,14.33264887063655,18.33264887063655,22.33264887063655
1473,1200609,Tarauacá,AC,Acre,Tarauacá - AC,2002-06-01,2002,6,6,CLARO,850,1,1,1,1,12.334017796030116,16.334017796030118,20.334017796030118
1490,1200708,Xapuri,AC,Acre,Xapuri - AC,2000-06-01,2000,6,13,VIVO,850,1,1,1,1,14.33264887063655,18.33264887063655,22.33264887063655
1511,1200385,Plácido De Castro,AC,Acre,Plácido de Castro - AC,2005-03-01,2005,3,13,CLARO,850,1,1,1,1,9.585215605749486,13.585215605749486,17.585215605749486
1538,1200450,Senador Guiomard,AC,Acre,Senador Guiomard - AC,2000-02-01,2000,2,24,VIVO,2100,1,1,1,1,14.663928815879535,18.663928815879533,22.663928815879533
1554,1200344,Manoel Urbano,AC,Acre,Manoel Urbano - AC,2009-05-01,2009,5,5,CLARO,850,1,1,1,1,5.418206707734429,9.418206707734429,13.418206707734429
1570,1200054,Assis Brasil,AC,Acre,Assis Brasil - AC,2015-02-01,2015,2,1,CLARO,850,0,0,1,1,0.0,3.6632443531827517,7.663244353182751
2003,1300144,Apuí,AM,Amazonas,Apuí - AM,2016-01-01,2016,1,6,CLARO,2100,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2011,1303205,Novo Airão,AM,Amazonas,Novo Airão - AM,2015-03-01,2015,3,2,CLARO,850,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2020,1301654,Guajará,AM,Amazonas,Guajará - AM,2012-07-01,2012,7,16,VIVO,2100,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
2038,1300102,Anori,AM,Amazonas,Anori - AM,2017-11-01,2017,11,8,CLARO,2100,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
2046,1301159,Careiro Da Várzea,AM,Amazonas,Careiro da Várzea - AM,2010-03-01,2010,3,14,CLARO,2100,1,1,1,1,4.58590006844627,8.58590006844627,12.58590006844627
2054,1300201,Atalaia Do Norte,AM,Amazonas,Atalaia do Norte - AM,2016-01-01,2016,1,5,CLARO,2100,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2070,1300300,Autazes,AM,Amazonas,Autazes - AM,2005-09-01,2005,9,17,CLARO,850,1,1,1,1,9.08145106091718,13.08145106091718,17.08145106091718
2097,1300409,Barcelos,AM,Amazonas,Barcelos - AM,2008-09-01,2008,9,8,VIVO,2100,1,1,1,1,6.080766598220397,10.080766598220396,14.080766598220396
2119,1300508,Barreirinha,AM,Amazonas,Barreirinha - AM,2001-12-01,2001,12,37,TIM,2100,1,1,1,1,12.83230663928816,16.83230663928816,20.83230663928816
2135,1300607,Benjamin Constant,AM,Amazonas,Benjamin Constant - AM,2005-04-01,2005,4,10,CLARO,850,1,1,1,1,9.500342231348391,13.500342231348391,17.50034223134839
2151,1300706,Boca Do Acre,AM,Amazonas,Boca do Acre - AM,2006-12-01,2006,12,19,CLARO,850,1,1,1,1,7.832991101984942,11.832991101984941,15.832991101984941
2178,1300805,Borba,AM,Amazonas,Borba - AM,2012-04-01,2012,4,10,VIVO,2100,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
2194,1300904,Canutama,AM,Amazonas,Canutama - AM,2016-03-01,2016,3,6,CLARO,850,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2216,1301001,Carauari,AM,Amazonas,Carauari - AM,2010-02-01,2010,2,24,VIVO,850,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
2232,1301100,Careiro,AM,Amazonas,Careiro - AM,2005-07-01,2005,7,7,VIVO,850,1,1,1,1,9.25119780971937,13.25119780971937,17.251197809719372
2259,1301209,Coari,AM,Amazonas,Coari - AM,2004-02-01,2004,2,6,TIM,2100,1,1,1,1,10.663928815879535,14.663928815879535,18.663928815879533
2275,1301308,Codajás,AM,Amazonas,Codajás - AM,2015-03-01,2015,3,19,CLARO,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2291,1301407,Eirunepé,AM,Amazonas,Eirunepé - AM,2017-09-01,2017,9,4,TIM,2100,0,0,1,1,0.0,1.08145106091718,5.08145106091718
2313,1301506,Envira,AM,Amazonas,Envira - AM,2021-12-01,2021,12,3,CLARO,850,0,0,0,1,0.0,0.0,0.8323066392881588
2330,1301605,Fonte Boa,AM,Amazonas,Fonte Boa - AM,2010-02-01,2010,2,7,CLARO,2100,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
2356,1301704,Humaitá,AM,Amazonas,Humaitá - AM,2002-08-01,2002,8,21,CLARO,2100,1,1,1,1,12.167008898015059,16.16700889801506,20.16700889801506
2372,1303601,Santa Isabel Do Rio Negro,AM,Amazonas,Santa Isabel do Rio Negro - AM,2010-02-01,2010,2,7,VIVO,2100,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
2399,1301803,Ipixuna,AM,Amazonas,Ipixuna - AM,2015-11-01,2015,11,8,CLARO,2100,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2410,1301902,Itacoatiara,AM,Amazonas,Itacoatiara - AM,2004-04-01,2004,4,119,VIVO,2100,1,1,1,1,10.499657768651609,14.499657768651609,18.49965776865161
2437,1302009,Itapiranga,AM,Amazonas,Itapiranga - AM,2000-11-01,2000,11,11,VIVO,850,1,1,1,1,13.91375770020534,17.913757700205338,21.913757700205338
2453,1302108,Japurá,AM,Amazonas,Japurá - AM,2015-11-01,2015,11,4,CLARO,850,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2470,1302207,Juruá,AM,Amazonas,Juruá - AM,2015-12-01,2015,12,3,CLARO,850,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2496,1302306,Jutaí,AM,Amazonas,Jutaí - AM,2010-02-01,2010,2,6,CLARO,2100,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
2518,1302405,Lábrea,AM,Amazonas,Lábrea - AM,2008-09-01,2008,9,9,CLARO,850,1,1,1,1,6.080766598220397,10.080766598220396,14.080766598220396
2534,1302504,Manacapuru,AM,Amazonas,Manacapuru - AM,1999-12-01,1999,12,121,VIVO,850,1,1,1,1,14.833675564681725,18.833675564681723,22.833675564681723
2550,1302603,Manaus,AM,Amazonas,Manaus - AM,1999-10-01,1999,10,3938,CLARO,2100,1,1,1,1,15.000684462696784,19.000684462696782,23.000684462696782
2577,1302702,Manicoré,AM,Amazonas,Manicoré - AM,2012-04-01,2012,4,9,VIVO,850,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
2593,1302801,Maraã,AM,Amazonas,Maraã - AM,2016-03-01,2016,3,7,CLARO,2100,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2615,1302900,Maués,AM,Amazonas,Maués - AM,2001-01-01,2001,1,56,CLARO,2100,1,1,1,1,13.74674880219028,17.746748802190282,21.746748802190282
2631,1303007,Nhamundá,AM,Amazonas,Nhamundá - AM,2009-04-01,2009,4,24,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
2658,1303106,Nova Olinda Do Norte,AM,Amazonas,Nova Olinda do Norte - AM,2009-04-01,2009,4,16,VIVO,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
2674,1303304,Novo Aripuanã,AM,Amazonas,Novo Aripuanã - AM,2016-01-01,2016,1,2,CLARO,850,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2690,1303403,Parintins,AM,Amazonas,Parintins - AM,2000-06-01,2000,6,142,VIVO,2100,1,1,1,1,14.33264887063655,18.33264887063655,22.33264887063655
2712,1303502,Pauini,AM,Amazonas,Pauini - AM,2015-12-01,2015,12,9,CLARO,850,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2739,1303700,Santo Antônio Do Içá,AM,Amazonas,Santo Antônio do Içá - AM,2015-12-01,2015,12,4,CLARO,850,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2755,1303908,São Paulo De Olivença,AM,Amazonas,São Paulo de Olivença - AM,2010-02-01,2010,2,7,CLARO,850,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
2771,1304005,Silves,AM,Amazonas,Silves - AM,2017-11-01,2017,11,8,VIVO,850,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
2798,1304104,Tapauá,AM,Amazonas,Tapauá - AM,2016-03-01,2016,3,5,CLARO,850,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2810,1304203,Tefé,AM,Amazonas,Tefé - AM,2005-04-01,2005,4,4,CLARO,850,1,1,1,1,9.500342231348391,13.500342231348391,17.50034223134839
2836,1303809,São Gabriel Da Cachoeira,AM,Amazonas,São Gabriel da Cachoeira - AM,2012-04-01,2012,4,14,CLARO,850,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
2852,1304302,Urucará,AM,Amazonas,Urucará - AM,2001-12-01,2001,12,24,CLARO,2100,1,1,1,1,12.83230663928816,16.83230663928816,20.83230663928816
2879,1304401,Urucurituba,AM,Amazonas,Urucurituba - AM,2002-11-01,2002,11,30,CLARO,850,1,1,1,1,11.915126625598905,15.915126625598905,19.915126625598905
2895,1300029,Alvarães,AM,Amazonas,Alvarães - AM,2016-01-01,2016,1,8,CLARO,2100,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2917,1300060,Amaturá,AM,Amazonas,Amaturá - AM,2016-01-01,2016,1,5,CLARO,850,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2933,1300086,Anamã,AM,Amazonas,Anamã - AM,2017-11-01,2017,11,8,CLARO,850,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
2950,1300631,Beruri,AM,Amazonas,Beruri - AM,2017-11-01,2017,11,31,VIVO,2100,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
2976,1300680,Boa Vista Do Ramos,AM,Amazonas,Boa Vista do Ramos - AM,2001-08-01,2001,8,15,CLARO,850,1,1,1,1,13.166324435318275,17.166324435318277,21.166324435318277
2992,1300839,Caapiranga,AM,Amazonas,Caapiranga - AM,2017-11-01,2017,11,13,VIVO,2100,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
3000,1400233,Caroebe,RR,Roraima,Caroebe - RR,2015-03-01,2015,3,10,CLARO,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3018,1400100,Boa Vista,RR,Roraima,Boa Vista - RR,1999-11-01,1999,11,516,CLARO,2100,1,1,1,1,14.915811088295689,18.915811088295687,22.915811088295687
3026,1400282,Iracema,RR,Roraima,Iracema - RR,2015-03-01,2015,3,2,CLARO,850,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3034,1400209,Caracaraí,RR,Roraima,Caracaraí - RR,2005-07-01,2005,7,15,VIVO,2100,1,1,1,1,9.25119780971937,13.25119780971937,17.251197809719372
3042,1400027,Amajari,RR,Roraima,Amajari - RR,2015-03-01,2015,3,3,CLARO,850,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3050,1400050,Alto Alegre,RR,Roraima,Alto Alegre - RR,2009-05-01,2009,5,7,CLARO,850,1,1,1,1,5.418206707734429,9.418206707734429,13.418206707734429
3069,1400175,Cantá,RR,Roraima,Cantá - RR,2009-04-01,2009,4,14,TIM,2100,1,1,1,1,5.500342231348392,9.500342231348391,13.500342231348391
3077,1400159,Bonfim,RR,Roraima,Bonfim - RR,2015-03-01,2015,3,7,CLARO,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3085,1400472,Rorainópolis,RR,Roraima,Rorainópolis - RR,2015-03-01,2015,3,11,VIVO,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3093,1400308,Mucajaí,RR,Roraima,Mucajaí - RR,2002-04-01,2002,4,11,VIVO,850,1,1,1,1,12.501026694045175,16.501026694045173,20.501026694045173
3107,1400704,Uiramutã,RR,Roraima,Uiramutã - RR,2016-02-01,2016,2,6,CLARO,850,0,0,1,1,0.0,2.6639288158795345,6.663928815879535
3115,1400407,Normandia,RR,Roraima,Normandia - RR,2015-02-01,2015,2,5,CLARO,850,0,0,1,1,0.0,3.6632443531827517,7.663244353182751
3123,1400456,Pacaraima,RR,Roraima,Pacaraima - RR,2016-03-01,2016,3,9,CLARO,850,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
3131,1400506,São João Da Baliza,RR,Roraima,São João da Baliza - RR,2015-03-01,2015,3,3,TIM,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3158,1400605,São Luiz,RR,Roraima,São Luiz - RR,2015-03-01,2015,3,3,CLARO,850,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4006,1503093,Goianésia Do Pará,PA,Pará,Goianésia do Pará - PA,2004-12-01,2004,12,48,VIVO,850,1,1,1,1,9.831622176591376,13.831622176591376,17.831622176591377
4014,1500107,Abaetetuba,PA,Pará,Abaetetuba - PA,2002-12-01,2002,12,61,CLARO,2100,1,1,1,1,11.832991101984941,15.832991101984941,19.83299110198494
4022,1507953,Tailândia,PA,Pará,Tailândia - PA,2002-10-01,2002,10,73,VIVO,850,1,1,1,1,12.0,16.0,20.0
4030,1500206,Acará,PA,Pará,Acará - PA,2013-02-01,2013,2,13,CLARO,850,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
4049,1501576,Bom Jesus Do Tocantins,PA,Pará,Bom Jesus do Tocantins - PA,2008-07-01,2008,7,20,CLARO,2100,1,1,1,1,6.250513347022587,10.250513347022586,14.250513347022586
4057,1500305,Afuá,PA,Pará,Afuá - PA,2011-11-01,2011,11,12,CLARO,2100,0,1,1,1,2.915811088295688,6.915811088295688,10.915811088295689
4065,1507474,São João De Pirabas,PA,Pará,São João de Pirabas - PA,2001-08-01,2001,8,11,VIVO,850,1,1,1,1,13.166324435318275,17.166324435318277,21.166324435318277
4073,1500404,Alenquer,PA,Pará,Alenquer - PA,2008-11-01,2008,11,55,VIVO,2100,1,1,1,1,5.9137577002053385,9.91375770020534,13.91375770020534
4081,1508084,Tucumã,PA,Pará,Tucumã - PA,2005-04-01,2005,4,29,VIVO,850,1,1,1,1,9.500342231348391,13.500342231348391,17.50034223134839
4090,1500503,Almeirim,PA,Pará,Almeirim - PA,2003-05-01,2003,5,32,VIVO,850,1,1,1,1,11.419575633127995,15.419575633127995,19.419575633127995
4103,1504059,Mãe Do Rio,PA,Pará,Mãe do Rio - PA,2004-12-01,2004,12,11,TIM,2100,1,1,1,1,9.831622176591376,13.831622176591376,17.831622176591377
4111,1500602,Altamira,PA,Pará,Altamira - PA,2004-02-01,2004,2,279,VIVO,2100,1,1,1,1,10.663928815879535,14.663928815879535,18.663928815879533
4120,1502954,Eldorado Dos Carajás,PA,Pará,Eldorado do Carajás - PA,2008-11-01,2008,11,44,VIVO,2100,1,1,1,1,5.9137577002053385,9.91375770020534,13.91375770020534
4138,1500701,Anajás,PA,Pará,Anajás - PA,2015-03-01,2015,3,8,CLARO,2100,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4146,1506559,Santa Luzia Do Pará,PA,Pará,Santa Luzia do Pará - PA,2001-06-01,2001,6,16,CLARO,850,1,1,1,1,13.333333333333334,17.333333333333332,21.333333333333332
4154,1500800,Ananindeua,PA,Pará,Ananindeua - PA,1999-10-01,1999,10,474,CLARO,2100,1,1,1,1,15.000684462696784,19.000684462696782,23.000684462696782
4162,1505494,Palestina Do Pará,PA,Pará,Palestina do Pará - PA,2010-02-01,2010,2,17,CLARO,2100,1,1,1,1,4.662559890485968,8.66255989048597,12.66255989048597
4170,1500909,Augusto Corrêa,PA,Pará,Augusto Corrêa - PA,2013-02-01,2013,2,11,VIVO,850,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
4189,1503457,Ipixuna Do Pará,PA,Pará,Ipixuna do Pará - PA,2007-01-01,2007,1,29,VIVO,2100,1,1,1,1,7.748117727583847,11.748117727583846,15.748117727583846
