Código IBGE,primeira_estacao_4g,n_estacoes_4g_total,Município-UF,UF,operadora_primeira,faixa_primeira,ano_primeira_4g,mes_primeira_4g,trimestre_primeira_4g
3153707,2017-03-01,3,Quartel Geral - MG,MG,CLARO,700,2017,3,1
3136520,2017-03-01,6,José Gonçalves de Minas - MG,MG,VIVO,700,2017,3,1
2406205,2017-03-01,2,Lagoa d'Anta - RN,RN,VIVO,700,2017,3,1
3167301,2017-03-01,2,Silveirânia - MG,MG,VIVO,700,2017,3,1
3163706,2017-03-01,8,São Lourenço - MG,MG,CLARO,700,2017,3,1
2515005,2017-03-01,5,São Miguel de Taipu - PB,PB,VIVO,700,2017,3,1
2514453,2017-03-01,5,São José dos Ramos - PB,PB,VIVO,700,2017,3,1
2504355,2017-03-01,3,Caturité - PB,PB,VIVO,700,2017,3,1
3541505,2017-03-01,10,Presidente Venceslau - SP,SP,CLARO,2500,2017,3,1
2307254,2017-03-01,11,Jijoca de Jericoacoara - CE,CE,TIM,700,2017,3,1
2204352,2017-03-01,4,Geminiano - PI,PI,VIVO,700,2017,3,1
3122504,2017-03-01,4,Dom Cavati - MG,MG,CLARO,700,2017,3,1
2933406,2017-03-01,4,Wagner - BA,BA,CLARO,700,2017,3,1
2929800,2017-03-01,3,Saúde - BA,BA,CLARO,700,2017,3,1
3121704,2017-03-01,8,Diogo de Vasconcelos - MG,MG,CLARO,700,2017,3,1
3112703,2017-03-01,2,Capitão Enéas - MG,MG,CLARO,700,2017,3,1
3552106,2017-04-01,13,Socorro - SP,SP,CLARO,700,2017,4,2
4110904,2017-04-01,2,Itaguajé - PR,PR,TIM,700,2017,4,2
4202503,2017-04-01,3,Bom Jardim da Serra - SC,SC,TIM,700,2017,4,2
2929370,2017-04-01,1,São José do Jacuípe - BA,BA,CLARO,700,2017,4,2
2916401,2017-04-01,13,Itapetinga - BA,BA,VIVO,2500,2017,4,2
3128709,2017-04-01,13,Guaxupé - MG,MG,CLARO,700,2017,4,2
4103701,2017-04-01,12,Cambé - PR,PR,TIM,700,2017,4,2
1303536,2017-04-01,7,Presidente Figueiredo - AM,AM,VIVO,700,2017,4,2
4217402,2017-04-01,3,Schroeder - SC,SC,VIVO,700,2017,4,2
2108405,2017-04-01,9,Peri Mirim - MA,MA,CLARO,700,2017,4,2
3104809,2017-04-01,3,Augusto de Lima - MG,MG,VIVO,700,2017,4,2
2408201,2017-05-01,15,Nísia Floresta - RN,RN,VIVO,700,2017,5,2
4207304,2017-05-01,15,Imbituba - SC,SC,VIVO,700,2017,5,2
2403103,2017-05-01,10,Currais Novos - RN,RN,CLARO,2500,2017,5,2
2509396,2017-05-01,7,Maturéia - PB,PB,VIVO,700,2017,5,2
2401453,2017-05-01,2,Baraúna - RN,RN,TIM,700,2017,5,2
4210209,2017-05-01,1,Major Gercino - SC,SC,TIM,700,2017,5,2
2509057,2017-05-01,4,Marcação - PB,PB,VIVO,700,2017,5,2
1301704,2017-05-01,4,Humaitá - AM,AM,CLARO,700,2017,5,2
1506500,2017-05-01,27,Santa Izabel do Pará - PA,PA,VIVO,2500,2017,5,2
4122206,2017-05-01,8,Rio Branco do Sul - PR,PR,CLARO,2500,2017,5,2
2700508,2017-05-01,4,Barra de Santo Antônio - AL,AL,CLARO,2500,2017,5,2
2700805,2017-05-01,4,Belém - AL,AL,VIVO,700,2017,5,2
2412500,2017-05-01,3,São Miguel - RN,RN,VIVO,700,2017,5,2
3531407,2017-05-01,1,Monte Aprazível - SP,SP,TIM,700,2017,5,2
4119509,2017-05-01,18,Piraquara - PR,PR,TIM,2500,2017,5,2
2404606,2017-05-01,2,Ielmo Marinho - RN,RN,TIM,700,2017,5,2
4118857,2017-05-01,4,Perobal - PR,PR,TIM,700,2017,5,2
2912400,2017-05-01,13,Ibipeba - BA,BA,VIVO,700,2017,5,2
3145901,2017-05-01,15,Ouro Branco - MG,MG,VIVO,700,2017,5,2
4118600,2017-05-01,5,Paula Freitas - PR,PR,TIM,700,2017,5,2
2205102,2017-05-01,5,Itaueira - PI,PI,VIVO,2500,2017,5,2
4125753,2017-05-01,4,São Pedro do Iguaçu - PR,PR,CLARO,700,2017,5,2
4106407,2017-05-01,6,Cornélio Procópio - PR,PR,CLARO,2500,2017,5,2
3168804,2017-05-01,9,Tiradentes - MG,MG,VIVO,700,2017,5,2
4111605,2017-05-01,4,Ivatuba - PR,PR,TIM,700,2017,5,2
3501707,2017-05-01,6,Américo Brasiliense - SP,SP,VIVO,2500,2017,5,2
2904407,2017-05-01,5,Brejolândia - BA,BA,TIM,700,2017,5,2
1718758,2017-05-01,4,Rio Sono - TO,TO,CLARO,700,2017,5,2
2929206,2017-05-01,2,São Francisco do Conde - BA,BA,CLARO,700,2017,5,2
3132503,2017-05-01,4,Itamarandiba - MG,MG,CLARO,2500,2017,5,2
3505203,2017-05-01,4,Bariri - SP,SP,CLARO,2500,2017,5,2
2708808,2017-06-01,5,São Sebastião - AL,AL,VIVO,2500,2017,6,2
4102406,2017-06-01,2,Bandeirantes - PR,PR,CLARO,2500,2017,6,2
3152204,2017-06-01,10,Porteirinha - MG,MG,VIVO,700,2017,6,2
2200400,2017-06-01,7,Altos - PI,PI,VIVO,700,2017,6,2
2205508,2017-07-01,4,José de Freitas - PI,PI,CLARO,700,2017,7,3
4122404,2017-07-01,10,Rolândia - PR,PR,CLARO,2500,2017,7,3
2903235,2017-07-01,12,Barro Alto - BA,BA,CLARO,700,2017,7,3
3508603,2017-07-01,17,Cachoeira Paulista - SP,SP,TIM,700,2017,7,3
2903003,2017-07-01,4,Barra do Mendes - BA,BA,CLARO,700,2017,7,3
3157104,2017-07-01,3,Salto da Divisa - MG,MG,VIVO,700,2017,7,3
3172004,2017-07-01,9,Visconde do Rio Branco - MG,MG,VIVO,2500,2017,7,3
3516705,2017-07-01,5,Garça - SP,SP,VIVO,700,2017,7,3
2411205,2017-07-01,3,Santa Cruz - RN,RN,CLARO,2500,2017,7,3
3509601,2017-07-01,13,Campo Limpo Paulista - SP,SP,VIVO,700,2017,7,3
2211100,2017-07-01,8,União - PI,PI,CLARO,2500,2017,7,3
4321105,2017-08-01,2,Tapes - RS,RS,VIVO,700,2017,8,3
2933208,2017-08-01,30,Vera Cruz - BA,BA,VIVO,700,2017,8,3
2207009,2017-08-01,7,Oeiras - PI,PI,CLARO,700,2017,8,3
2406304,2017-08-01,6,Lagoa de Pedras - RN,RN,VIVO,2500,2017,8,3
2200301,2017-08-01,8,Alto Longá - PI,PI,VIVO,2500,2017,8,3
2512507,2017-08-01,8,Queimadas - PB,PB,CLARO,2500,2017,8,3
2903508,2017-08-01,4,Belo Campo - BA,BA,TIM,700,2017,8,3
4201000,2017-08-01,4,Anita Garibaldi - SC,SC,TIM,2500,2017,8,3
2309201,2017-08-01,3,Nova Olinda - CE,CE,VIVO,700,2017,8,3
2300150,2017-08-01,3,Acarape - CE,CE,VIVO,700,2017,8,3
4122651,2017-08-01,3,Rosário do Ivaí - PR,PR,VIVO,700,2017,8,3
2101608,2017-08-01,20,Barra do Corda - MA,MA,VIVO,2500,2017,8,3
3125309,2017-09-01,2,Faria Lemos - MG,MG,TIM,700,2017,9,3
2205599,2017-09-01,2,Lagoa do Sítio - PI,PI,VIVO,700,2017,9,3
2410900,2017-09-01,3,Riachuelo - RN,RN,VIVO,700,2017,9,3
2202075,2017-09-01,4,Cajazeiras do Piauí - PI,PI,VIVO,700,2017,9,3
2913705,2017-09-01,12,Inhambupe - BA,BA,VIVO,700,2017,9,3
2511301,2017-09-01,5,Piancó - PB,PB,VIVO,700,2017,9,3
2109106,2017-09-01,6,Presidente Dutra - MA,MA,CLARO,700,2017,9,3
2506103,2017-09-01,6,Fagundes - PB,PB,VIVO,700,2017,9,3
1508084,2017-09-01,20,Tucumã - PA,PA,VIVO,700,2017,9,3
1304062,2017-09-01,2,Tabatinga - AM,AM,CLARO,700,2017,9,3
4317202,2017-09-01,24,Santa Rosa - RS,RS,VIVO,700,2017,9,3
2902104,2017-09-01,19,Araci - BA,BA,TIM,700,2017,9,3
2500502,2017-09-01,4,Alagoinha - PB,PB,VIVO,700,2017,9,3
2509305,2017-09-01,6,Mataraca - PB,PB,VIVO,2500,2017,9,3
3144201,2017-09-01,1,Nacip Raydan - MG,MG,VIVO,700,2017,9,3
3305752,2017-09-01,7,Tanguá - RJ,RJ,VIVO,2500,2017,9,3
2909307,2017-09-01,10,Correntina - BA,BA,TIM,2500,2017,9,3
3168101,2017-09-01,6,Tapira - MG,MG,CLARO,700,2017,9,3
3163409,2017-09-01,8,São José do Goiabal - MG,MG,VIVO,700,2017,9,3
1301407,2017-09-01,8,Eirunepé - AM,AM,CLARO,2500,2017,9,3
3508108,2017-09-01,7,Buritama - SP,SP,TIM,2500,2017,9,3
5214606,2017-09-01,7,Niquelândia - GO,GO,VIVO,2500,2017,9,3
3305158,2017-09-01,2,São José do Vale do Rio Preto - RJ,RJ,TIM,700,2017,9,3
2104057,2017-09-01,5,Estreito - MA,MA,TIM,700,2017,9,3
4307005,2017-09-01,40,Erechim - RS,RS,TIM,2500,2017,9,3
3171154,2017-09-01,1,Vermelho Novo - MG,MG,VIVO,700,2017,9,3
2110005,2017-09-01,16,Santa Luzia - MA,MA,TIM,700,2017,9,3
2107456,2017-09-01,10,Olinda Nova do Maranhão - MA,MA,CLARO,700,2017,9,3
1100106,2017-09-01,10,Guajará-Mirim - RO,RO,TIM,2500,2017,9,3
5106505,2017-09-01,9,Poconé - MT,MT,TIM,2500,2017,9,3
2926400,2017-09-01,3,Riacho de Santana - BA,BA,TIM,2500,2017,9,3
1505486,2017-09-01,18,Pacajá - PA,PA,TIM,2500,2017,9,3
4321352,2017-09-01,6,Tavares - RS,RS,TIM,700,2017,9,3
2603926,2017-09-01,4,Carnaubeira da Penha - PE,PE,VIVO,700,2017,9,3
1303106,2017-09-01,10,Nova Olinda do Norte - AM,AM,TIM,2500,2017,9,3
4322202,2017-09-01,4,Tupanciretã - RS,RS,TIM,2500,2017,9,3
2707701,2017-09-01,12,Rio Largo - AL,AL,VIVO,700,2017,9,3
2402709,2017-09-01,3,Cerro Corá - RN,RN,VIVO,700,2017,9,3
4208500,2017-09-01,4,Ituporanga - SC,SC,TIM,2500,2017,9,3
2908408,2017-09-01,3,Conceição do Coité - BA,BA,VIVO,700,2017,9,3
2503209,2017-09-01,13,Cabedelo - PB,PB,CLARO,700,2017,9,3
1300607,2017-09-01,5,Benjamin Constant - AM,AM,TIM,700,2017,9,3
3152808,2017-10-01,1,Prata - MG,MG,VIVO,2500,2017,10,4
2105427,2017-10-01,3,Itinga do Maranhão - MA,MA,VIVO,700,2017,10,4
2104800,2017-10-01,16,Grajaú - MA,MA,VIVO,2500,2017,10,4
4102000,2017-10-01,6,Assis Chateaubriand - PR,PR,TIM,2500,2017,10,4
1100452,2017-10-01,4,Buritis - RO,RO,VIVO,2500,2017,10,4
2914000,2017-10-01,10,Ipirá - BA,BA,CLARO,700,2017,10,4
2103703,2017-10-01,4,Cururupu - MA,MA,CLARO,2500,2017,10,4
1304203,2017-10-01,1,Tefé - AM,AM,CLARO,2500,2017,10,4
4114203,2017-10-01,5,Mandaguari - PR,PR,VIVO,2500,2017,10,4
2607109,2017-10-01,7,Ingazeira - PE,PE,CLARO,700,2017,10,4
3518602,2017-10-01,8,Guariba - SP,SP,VIVO,700,2017,10,4
2108603,2017-10-01,15,Pinheiro - MA,MA,VIVO,2500,2017,10,4
2108504,2017-10-01,6,Pindaré-Mirim - MA,MA,VIVO,700,2017,10,4
3160009,2017-10-01,5,Santo Antônio do Aventureiro - MG,MG,VIVO,700,2017,10,4
5000609,2017-10-01,3,Amambai - MS,MS,CLARO,2500,2017,10,4
1502707,2017-10-01,21,Conceição do Araguaia - PA,PA,VIVO,2500,2017,10,4
2928802,2017-10-01,4,Santo Estêvão - BA,BA,VIVO,700,2017,10,4
1301209,2017-10-01,1,Coari - AM,AM,CLARO,2500,2017,10,4
3112109,2017-10-01,4,Caparaó - MG,MG,TIM,700,2017,10,4
1502939,2017-10-01,11,Dom Eliseu - PA,PA,VIVO,2500,2017,10,4
1503002,2017-10-01,4,Faro - PA,PA,VIVO,700,2017,10,4
1300706,2017-10-01,4,Boca do Acre - AM,AM,TIM,700,2017,10,4
2112407,2017-10-01,14,Turiaçu - MA,MA,CLARO,700,2017,10,4
3142809,2017-10-01,1,Monte Alegre de Minas - MG,MG,ALGAR,700,2017,10,4
5103205,2017-10-01,6,Colíder - MT,MT,CLARO,700,2017,10,4
4127106,2017-10-01,33,Telêmaco Borba - PR,PR,TIM,2500,2017,10,4
2614402,2017-10-01,4,Solidão - PE,PE,VIVO,700,2017,10,4
2109809,2017-10-01,7,Santa Helena - MA,MA,CLARO,700,2017,10,4
3512803,2017-10-01,9,Cosmópolis - SP,SP,CLARO,700,2017,10,4
2920700,2017-10-01,16,Maraú - BA,BA,VIVO,2500,2017,10,4
2919108,2017-10-01,2,Lamarão - BA,BA,CLARO,700,2017,10,4
2925105,2017-10-01,1,Poções - BA,BA,CLARO,2500,2017,10,4
2907509,2017-10-01,2,Catu - BA,BA,CLARO,700,2017,10,4
2310902,2017-11-01,5,Piquet Carneiro - CE,CE,VIVO,700,2017,11,4
3103603,2017-11-01,2,Arantina - MG,MG,VIVO,700,2017,11,4
2108454,2017-11-01,5,Peritoró - MA,MA,TIM,700,2017,11,4
2501534,2017-11-01,5,Baraúna - PB,PB,TIM,700,2017,11,4
3166709,2017-11-01,1,Serra dos Aimorés - MG,MG,VIVO,700,2017,11,4
3539400,2017-11-01,4,Piratininga - SP,SP,VIVO,2500,2017,11,4
2414803,2017-11-01,6,Vera Cruz - RN,RN,VIVO,700,2017,11,4
2701803,2017-11-01,5,Carneiros - AL,AL,VIVO,2500,2017,11,4
2706109,2017-11-01,8,Ouro Branco - AL,AL,VIVO,700,2017,11,4
2404853,2017-11-01,3,Itajá - RN,RN,VIVO,700,2017,11,4
2705804,2017-11-01,5,Olho d'Água do Casado - AL,AL,VIVO,700,2017,11,4
3154804,2017-11-01,4,Rio Acima - MG,MG,VIVO,2500,2017,11,4
1507607,2017-11-01,7,São Miguel do Guamá - PA,PA,VIVO,700,2017,11,4
3109253,2017-11-01,2,Bugre - MG,MG,VIVO,700,2017,11,4
3164472,2017-11-01,3,São Sebastião do Anta - MG,MG,VIVO,2500,2017,11,4
2607000,2017-11-01,3,Inajá - PE,PE,VIVO,700,2017,11,4
2706406,2017-11-01,3,Pão de Açúcar - AL,AL,VIVO,700,2017,11,4
2503555,2017-11-01,6,Cacimbas - PB,PB,VIVO,700,2017,11,4
3150208,2017-11-01,2,Piedade de Ponte Nova - MG,MG,TIM,700,2017,11,4
3119500,2017-11-01,6,Coronel Murta - MG,MG,CLARO,700,2017,11,4
3527207,2017-11-01,15,Lorena - SP,SP,CLARO,700,2017,11,4
3167707,2017-11-01,2,Sobrália - MG,MG,VIVO,700,2017,11,4
2411403,2017-11-01,3,Santana do Matos - RN,RN,VIVO,700,2017,11,4
3168051,2017-11-01,2,Taparuba - MG,MG,VIVO,700,2017,11,4
2109908,2017-11-01,23,Santa Inês - MA,MA,CLARO,700,2017,11,4
1502806,2017-11-01,2,Curralinho - PA,PA,VIVO,700,2017,11,4
4100301,2017-11-01,2,Agudos do Sul - PR,PR,TIM,700,2017,11,4
3141702,2017-11-01,1,Mesquita - MG,MG,VIVO,700,2017,11,4
2406403,2017-11-01,5,Lagoa de Velhos - RN,RN,VIVO,700,2017,11,4
4219507,2017-11-01,9,Xanxerê - SC,SC,CLARO,2500,2017,11,4
3140605,2017-11-01,3,Materlândia - MG,MG,VIVO,700,2017,11,4
4217204,2017-11-01,12,São Miguel do Oeste - SC,SC,VIVO,2500,2017,11,4
3112307,2017-11-01,16,Capelinha - MG,MG,VIVO,2500,2017,11,4
2514651,2017-12-01,3,São José do Brejo do Cruz - PB,PB,VIVO,700,2017,12,4
2500734,2017-12-01,3,Amparo - PB,PB,VIVO,700,2017,12,4
3126802,2017-12-01,3,Frei Gaspar - MG,MG,VIVO,700,2017,12,4
2500205,2017-12-01,3,Aguiar - PB,PB,VIVO,700,2017,12,4
3163003,2017-12-01,4,São José da Safira - MG,MG,VIVO,700,2017,12,4
3537305,2017-12-01,23,Penápolis - SP,SP,TIM,700,2017,12,4
2101004,2017-12-01,3,Arari - MA,MA,TIM,700,2017,12,4
3161650,2017-12-01,2,São Geraldo do Baixio - MG,MG,VIVO,700,2017,12,4
2412807,2017-12-01,3,São Rafael - RN,RN,VIVO,700,2017,12,4
2607703,2017-12-01,4,Itapetim - PE,PE,VIVO,700,2017,12,4
2514701,2017-12-01,4,São José do Sabugi - PB,PB,VIVO,700,2017,12,4
2504702,2017-12-01,3,Congo - PB,PB,VIVO,700,2017,12,4
4117701,2017-12-01,15,Palmeira - PR,PR,VIVO,2500,2017,12,4
2510501,2017-12-01,10,Olivedos - PB,PB,VIVO,700,2017,12,4
4119251,2017-12-01,3,Pinhal de São Bento - PR,PR,VIVO,700,2017,12,4
2612554,2017-12-01,7,Santa Filomena - PE,PE,VIVO,700,2017,12,4
4119707,2017-12-01,1,Planaltina do Paraná - PR,PR,TIM,700,2017,12,4
2510303,2017-12-01,3,Nova Palmeira - PB,PB,VIVO,700,2017,12,4
2505402,2017-12-01,4,Desterro - PB,PB,VIVO,700,2017,12,4
4127601,2017-12-01,6,Tijucas do Sul - PR,PR,TIM,700,2017,12,4
2607406,2017-12-01,6,Itacuruba - PE,PE,CLARO,700,2017,12,4
2506202,2017-12-01,4,Frei Martinho - PB,PB,VIVO,700,2017,12,4
2209377,2017-12-01,4,Santa Rosa do Piauí - PI,PI,VIVO,700,2017,12,4
2506608,2017-12-01,6,Ibiara - PB,PB,VIVO,700,2017,12,4
4217600,2017-12-01,1,Siderópolis - SC,SC,CLARO,700,2017,12,4
1502756,2017-12-01,4,Concórdia do Pará - PA,PA,VIVO,700,2017,12,4
2507408,2017-12-01,3,Jericó - PB,PB,VIVO,700,2017,12,4
2203404,2017-12-01,7,Dom Expedito Lopes - PI,PI,CLARO,700,2017,12,4
2702900,2017-12-01,3,Girau do Ponciano - AL,AL,VIVO,700,2017,12,4
4307203,2017-12-01,5,Erval Grande - RS,RS,VIVO,700,2017,12,4
2603405,2017-12-01,6,Calumbi - PE,PE,VIVO,700,2017,12,4
4310009,2017-12-01,1,Ibirubá - RS,RS,VIVO,700,2017,12,4
2311264,2017-12-01,8,Quiterianópolis - CE,CE,VIVO,2500,2017,12,4
4318200,2017-12-01,7,São Francisco de Paula - RS,RS,VIVO,700,2017,12,4
2517407,2017-12-01,3,Zabelê - PB,PB,VIVO,700,2017,12,4
4113304,2017-12-01,16,Laranjeiras do Sul - PR,PR,TIM,700,2017,12,4
2505204,2017-12-01,5,Cuitegi - PB,PB,VIVO,700,2017,12,4
2517100,2017-12-01,3,Várzea - PB,PB,VIVO,700,2017,12,4
3126950,2017-12-01,2,Frei Lagonegro - MG,MG,CLARO,700,2017,12,4
2514909,2017-12-01,8,São Mamede - PB,PB,VIVO,700,2017,12,4
2410256,2017-12-01,3,Porto do Mangue - RN,RN,VIVO,700,2017,12,4
2511103,2017-12-01,6,Pedra Lavrada - PB,PB,VIVO,700,2017,12,4
2603900,2017-12-01,3,Carnaíba - PE,PE,VIVO,700,2017,12,4
3127404,2017-12-01,9,Gonçalves - MG,MG,TIM,700,2017,12,4
2604304,2017-12-01,3,Cedro - PE,PE,VIVO,700,2017,12,4
2515807,2017-12-01,3,Serra Redonda - PB,PB,VIVO,700,2017,12,4
2202133,2017-12-01,4,Campo Grande do Piauí - PI,PI,VIVO,700,2017,12,4
2515401,2017-12-01,9,São Vicente do Seridó - PB,PB,VIVO,700,2017,12,4
2206209,2017-12-01,8,Miguel Alves - PI,PI,VIVO,700,2017,12,4
2931905,2017-12-01,8,Tucano - BA,BA,TIM,700,2017,12,4
3150000,2017-12-01,1,Pescador - MG,MG,VIVO,700,2017,12,4
3304003,2017-12-01,4,Piraí - RJ,RJ,CLARO,2500,2017,12,4
4103370,2017-12-01,5,Brasilândia do Sul - PR,PR,VIVO,700,2017,12,4
1600535,2017-12-01,3,Porto Grande - AP,AP,VIVO,700,2017,12,4
3101904,2017-12-01,3,Alpinópolis - MG,MG,VIVO,700,2017,12,4
5207600,2018-01-01,4,Fazenda Nova - GO,GO,CLARO,700,2018,1,1
2102101,2018-01-01,3,Brejo - MA,MA,VIVO,2500,2018,1,1
2205409,2018-01-01,1,Joaquim Pires - PI,PI,TIM,700,2018,1,1
2917904,2018-01-01,1,Jandaíra - BA,BA,TIM,700,2018,1,1
2509156,2018-01-01,1,Marizópolis - PB,PB,TIM,700,2018,1,1
3510104,2018-01-01,1,Cândido Rodrigues - SP,SP,TIM,700,2018,1,1
5210208,2018-01-01,6,Iporá - GO,GO,TIM,2500,2018,1,1
3127073,2018-01-01,1,Fruta de Leite - MG,MG,TIM,700,2018,1,1
2614303,2018-01-01,1,Moreilândia - PE,PE,VIVO,700,2018,1,1
3103801,2018-01-01,4,Arapuá - MG,MG,CLARO,700,2018,1,1
2304277,2018-01-01,6,Ererê - CE,CE,VIVO,700,2018,1,1
5210109,2018-01-01,3,Ipameri - GO,GO,CLARO,2500,2018,1,1
3127370,2018-01-01,2,Goiabeira - MG,MG,VIVO,700,2018,1,1
3170578,2018-01-01,2,Vargem Alegre - MG,MG,VIVO,700,2018,1,1
2101400,2018-01-01,14,Balsas - MA,MA,VIVO,700,2018,1,1
3132305,2018-01-01,5,Itaipé - MG,MG,VIVO,700,2018,1,1
5210000,2018-01-01,16,Inhumas - GO,GO,VIVO,2500,2018,1,1
5209705,2018-01-01,5,Hidrolândia - GO,GO,CLARO,2500,2018,1,1
3514957,2018-01-01,4,Embaúba - SP,SP,CLARO,700,2018,1,1
2105500,2018-01-01,3,João Lisboa - MA,MA,VIVO,2500,2018,1,1
3172202,2018-01-01,2,Wenceslau Braz - MG,MG,TIM,2500,2018,1,1
3112059,2018-01-01,2,Cantagalo - MG,MG,VIVO,700,2018,1,1
2901304,2018-01-01,2,Andaraí - BA,BA,CLARO,700,2018,1,1
5004106,2018-01-01,2,Guia Lopes da Laguna - MS,MS,TIM,700,2018,1,1
4303509,2018-01-01,15,Camaquã - RS,RS,VIVO,2500,2018,1,1
3115904,2018-01-01,1,Chácara - MG,MG,TIM,700,2018,1,1
3157278,2018-01-01,2,Santa Bárbara do Monte Verde - MG,MG,TIM,700,2018,1,1
3157377,2018-01-01,9,Santa Cruz de Salinas - MG,MG,VIVO,700,2018,1,1
3115474,2018-01-01,1,Catuti - MG,MG,TIM,700,2018,1,1
3156007,2018-01-01,1,Rio Vermelho - MG,MG,VIVO,700,2018,1,1
2302305,2018-01-01,8,Bela Cruz - CE,CE,TIM,700,2018,1,1
5103957,2018-01-01,1,Glória D'Oeste - MT,MT,TIM,700,2018,1,1
4307906,2018-01-01,22,Farroupilha - RS,RS,VIVO,700,2018,1,1
5217401,2018-01-01,8,Pires do Rio - GO,GO,TIM,2500,2018,1,1
3158102,2018-01-01,1,Santa Maria do Salto - MG,MG,VIVO,700,2018,1,1
2500536,2018-01-01,3,Alcantil - PB,PB,VIVO,700,2018,1,1
2926509,2018-01-01,3,Ribeira do Amparo - BA,BA,TIM,700,2018,1,1
2112902,2018-01-01,7,Vitória do Mearim - MA,MA,TIM,700,2018,1,1
4311809,2018-01-01,6,Marau - RS,RS,TIM,2500,2018,1,1
2928109,2018-01-01,3,Santa Maria da Vitória - BA,BA,VIVO,2500,2018,1,1
4127502,2018-01-01,5,Tibagi - PR,PR,CLARO,2500,2018,1,1
2516904,2018-01-01,3,Uiraúna - PB,PB,VIVO,700,2018,1,1
4315131,2018-01-01,2,Pouso Novo - RS,RS,TIM,700,2018,1,1
4106100,2018-01-01,3,Conselheiro Mairinck - PR,PR,TIM,700,2018,1,1
2411106,2018-01-01,5,Ruy Barbosa - RN,RN,VIVO,2500,2018,1,1
3148756,2018-01-01,2,Pedra Bonita - MG,MG,TIM,700,2018,1,1
2606606,2018-01-01,1,Ibimirim - PE,PE,TIM,700,2018,1,1
2401503,2018-01-01,4,Barcelona - RN,RN,VIVO,700,2018,1,1
3145802,2018-01-01,3,Onça de Pitangui - MG,MG,TIM,700,2018,1,1
5201306,2018-01-01,4,Anicuns - GO,GO,CLARO,2500,2018,1,1
3165503,2018-02-01,1,Sardoá - MG,MG,VIVO,700,2018,2,1
3122355,2018-02-01,6,Divisa Alegre - MG,MG,CLARO,700,2018,2,1
3157500,2018-02-01,1,Santa Efigênia de Minas - MG,MG,VIVO,700,2018,2,1
4112009,2018-02-01,11,Jaguariaíva - PR,PR,VIVO,2500,2018,2,1
3148707,2018-02-01,6,Pedra Azul - MG,MG,VIVO,2500,2018,2,1
4316600,2018-02-01,7,Sananduva - RS,RS,TIM,700,2018,2,1
3101003,2018-02-01,8,Águas Vermelhas - MG,MG,VIVO,700,2018,2,1
3120870,2018-02-01,3,Curral de Dentro - MG,MG,VIVO,700,2018,2,1
3545100,2018-03-01,1,Salmourão - SP,SP,TIM,700,2018,3,1
3503356,2018-03-01,1,Arco-Íris - SP,SP,TIM,700,2018,3,1
3505609,2018-03-01,3,Barrinha - SP,SP,CLARO,700,2018,3,1
4126405,2018-03-01,2,Sertaneja - PR,PR,TIM,700,2018,3,1
4114708,2018-03-01,2,Maria Helena - PR,PR,TIM,700,2018,3,1
1100114,2018-03-01,6,Jaru - RO,RO,CLARO,700,2018,3,1
3554656,2018-03-01,1,Torre de Pedra - SP,SP,TIM,700,2018,3,1
3517208,2018-03-01,1,Guaiçara - SP,SP,CLARO,2500,2018,3,1
3530409,2018-03-01,1,Mirassolândia - SP,SP,TIM,700,2018,3,1
3522158,2018-03-01,3,Itaóca - SP,SP,TIM,700,2018,3,1
1100809,2018-03-01,2,Candeias do Jamari - RO,RO,VIVO,700,2018,3,1
2107357,2018-03-01,7,Nova Olinda do Maranhão - MA,MA,VIVO,700,2018,3,1
3515301,2018-03-01,1,Estrela do Norte - SP,SP,TIM,700,2018,3,1
3522000,2018-03-01,1,Itaju - SP,SP,TIM,700,2018,3,1
3534500,2018-03-01,1,Oscar Bressane - SP,SP,TIM,700,2018,3,1
3536257,2018-03-01,4,Parisi - SP,SP,CLARO,700,2018,3,1
2507200,2018-03-01,3,Itatuba - PB,PB,VIVO,700,2018,3,1
2706208,2018-03-01,4,Palestina - AL,AL,VIVO,700,2018,3,1
3537156,2018-03-01,1,Pedrinhas Paulista - SP,SP,TIM,700,2018,3,1
3507803,2018-03-01,4,Brodowski - SP,SP,CLARO,2500,2018,3,1
3155900,2018-03-01,2,Rio Preto - MG,MG,CLARO,700,2018,3,1
3507456,2018-03-01,2,Borebi - SP,SP,TIM,700,2018,3,1
3304409,2018-03-01,2,Rio Claro - RJ,RJ,CLARO,2500,2018,3,1
3540804,2018-03-01,4,Potirendaba - SP,SP,TIM,2500,2018,3,1
3517505,2018-03-01,1,Guapiaçu - SP,SP,CLARO,2500,2018,3,1
3557154,2018-04-01,6,Zacarias - SP,SP,TIM,700,2018,4,2
3556958,2018-04-01,1,Vitória Brasil - SP,SP,TIM,700,2018,4,2
3555901,2018-04-01,2,Uru - SP,SP,VIVO,700,2018,4,2
2210383,2018-04-01,6,São Miguel da Baixa Grande - PI,PI,VIVO,700,2018,4,2
2210805,2018-04-01,5,Simplício Mendes - PI,PI,CLARO,700,2018,4,2
2509008,2018-04-01,3,Manaíra - PB,PB,VIVO,700,2018,4,2
4212650,2018-04-01,1,Pescaria Brava - SC,SC,TIM,700,2018,4,2
4320263,2018-04-01,1,Segredo - RS,RS,VIVO,700,2018,4,2
2305654,2018-04-01,4,Ipaporanga - CE,CE,TIM,700,2018,4,2
4304200,2018-04-01,4,Candelária - RS,RS,CLARO,700,2018,4,2
