Código IBGE,primeira_estacao_4g,n_estacoes_4g_total,Município-UF,UF,operadora_primeira,faixa_primeira,ano_primeira_4g,mes_primeira_4g,trimestre_primeira_4g
3201902,2014-04-01,24,Domingos Martins - ES,ES,VIVO,2500,2014,4,2
2614857,2014-04-01,31,Tamandaré - PE,PE,VIVO,2500,2014,4,2
2614006,2014-04-01,6,Serrita - PE,PE,TIM,2500,2014,4,2
2611903,2014-04-01,11,Rio Formoso - PE,PE,VIVO,2500,2014,4,2
2602209,2014-04-01,10,Bom Jardim - PE,PE,VIVO,2500,2014,4,2
3201100,2014-04-01,3,Bom Jesus do Norte - ES,ES,VIVO,2500,2014,4,2
2601508,2014-04-01,10,Belém de Maria - PE,PE,VIVO,700,2014,4,2
4213005,2014-05-01,1,Pinheiro Preto - SC,SC,TIM,2500,2014,5,2
2412005,2014-05-01,51,São Gonçalo do Amarante - RN,RN,VIVO,700,2014,5,2
3545001,2014-05-01,2,Salesópolis - SP,SP,VIVO,700,2014,5,2
4108957,2014-05-01,6,Guamiranga - PR,PR,VIVO,700,2014,5,2
4106571,2014-05-01,2,Cruzeiro do Iguaçu - PR,PR,TIM,2500,2014,5,2
4215687,2014-05-01,3,Santa Terezinha do Progresso - SC,SC,TIM,2500,2014,5,2
2105401,2014-05-01,27,Itapecuru Mirim - MA,MA,TIM,700,2014,5,2
3102902,2014-06-01,3,Antônio Carlos - MG,MG,VIVO,2500,2014,6,2
3108404,2014-06-01,4,Botelhos - MG,MG,VIVO,2500,2014,6,2
3305000,2014-06-01,46,São João da Barra - RJ,RJ,VIVO,2500,2014,6,2
3118700,2014-06-01,1,Coqueiral - MG,MG,VIVO,2500,2014,6,2
3167103,2014-06-01,15,Serro - MG,MG,VIVO,2500,2014,6,2
3121605,2014-06-01,26,Diamantina - MG,MG,CLARO,700,2014,6,2
3123700,2014-06-01,3,Engenheiro Caldas - MG,MG,VIVO,2500,2014,6,2
3127701,2014-06-01,177,Governador Valadares - MG,MG,CLARO,700,2014,6,2
2800605,2014-06-01,10,Barra dos Coqueiros - SE,SE,CLARO,2500,2014,6,2
3128303,2014-06-01,1,Guaranésia - MG,MG,VIVO,2500,2014,6,2
3134301,2014-06-01,4,Itumirim - MG,MG,VIVO,2500,2014,6,2
2803401,2014-06-01,2,Japoatã - SE,SE,TIM,700,2014,6,2
2803500,2014-06-01,14,Lagarto - SE,SE,VIVO,2500,2014,6,2
2804409,2014-06-01,1,Neópolis - SE,SE,VIVO,2500,2014,6,2
3142502,2014-06-01,1,Monjolos - MG,MG,VIVO,2500,2014,6,2
3147303,2014-06-01,5,Paraisópolis - MG,MG,VIVO,2500,2014,6,2
2904100,2014-06-01,3,Boquira - BA,BA,VIVO,2500,2014,6,2
3110301,2014-06-01,9,Caldas - MG,MG,VIVO,2500,2014,6,2
5106257,2014-06-01,3,Nova Xavantina - MT,MT,CLARO,2500,2014,6,2
3139003,2014-06-01,12,Machado - MG,MG,VIVO,700,2014,6,2
2612604,2014-07-01,6,Santa Maria da Boa Vista - PE,PE,CLARO,2500,2014,7,3
3117504,2014-07-01,14,Conceição do Mato Dentro - MG,MG,VIVO,700,2014,7,3
3116209,2014-07-01,2,Chiador - MG,MG,TIM,700,2014,7,3
3115300,2014-07-01,28,Cataguases - MG,MG,CLARO,700,2014,7,3
3112802,2014-07-01,7,Capitólio - MG,MG,CLARO,700,2014,7,3
2107407,2014-07-01,2,Olho d'Água das Cunhãs - MA,MA,CLARO,2500,2014,7,3
3111606,2014-07-01,7,Campos Gerais - MG,MG,VIVO,700,2014,7,3
3109501,2014-07-01,3,Cabo Verde - MG,MG,VIVO,700,2014,7,3
3109303,2014-07-01,15,Buritis - MG,MG,TIM,2500,2014,7,3
4125357,2014-07-01,1,São Jorge do Patrocínio - PR,PR,TIM,2500,2014,7,3
3500501,2014-07-01,19,Águas de Lindóia - SP,SP,CLARO,2500,2014,7,3
2904605,2014-07-01,8,Brumado - BA,BA,VIVO,700,2014,7,3
4117214,2014-07-01,3,Nova Santa Bárbara - PR,PR,TIM,2500,2014,7,3
5104807,2014-07-01,4,Jaciara - MT,MT,VIVO,2500,2014,7,3
3166808,2014-07-01,3,Serra do Salitre - MG,MG,VIVO,2500,2014,7,3
4214904,2014-07-01,1,Rio Fortuna - SC,SC,TIM,2500,2014,7,3
2613503,2014-07-01,8,São José do Belmonte - PE,PE,CLARO,700,2014,7,3
3148004,2014-07-01,75,Patos de Minas - MG,MG,TIM,2500,2014,7,3
2801207,2014-07-01,10,Canindé de São Francisco - SE,SE,VIVO,2500,2014,7,3
5212501,2014-07-01,100,Luziânia - GO,GO,VIVO,700,2014,7,3
3146008,2014-07-01,15,Ouro Fino - MG,MG,VIVO,2500,2014,7,3
4124103,2014-08-01,8,Santo Antônio da Platina - PR,PR,VIVO,2500,2014,8,3
2801405,2014-08-01,8,Carira - SE,SE,TIM,2500,2014,8,3
3502754,2014-08-01,13,Araçariguama - SP,SP,VIVO,2500,2014,8,3
2109452,2014-08-01,9,Raposa - MA,MA,VIVO,700,2014,8,3
3112406,2014-08-01,5,Capetinga - MG,MG,VIVO,2500,2014,8,3
3171071,2014-08-01,3,Veredinha - MG,MG,VIVO,2500,2014,8,3
3135506,2014-08-01,3,Jequeri - MG,MG,VIVO,2500,2014,8,3
2802403,2014-08-01,5,Gararu - SE,SE,VIVO,2500,2014,8,3
3130556,2014-08-01,4,Imbé de Minas - MG,MG,VIVO,2500,2014,8,3
1504976,2014-08-01,10,Nova Ipixuna - PA,PA,TIM,2500,2014,8,3
2611002,2014-08-01,3,Petrolândia - PE,PE,CLARO,700,2014,8,3
4304705,2014-08-01,31,Carazinho - RS,RS,TIM,2500,2014,8,3
2801306,2014-08-01,9,Capela - SE,SE,VIVO,2500,2014,8,3
3106309,2014-08-01,4,Belo Oriente - MG,MG,VIVO,2500,2014,8,3
3127800,2014-08-01,1,Grão Mogol - MG,MG,VIVO,2500,2014,8,3
1502152,2014-08-01,47,Canaã dos Carajás - PA,PA,VIVO,2500,2014,8,3
2109601,2014-08-01,9,Rosário - MA,MA,CLARO,700,2014,8,3
4322806,2014-08-01,6,Veranópolis - RS,RS,VIVO,2500,2014,8,3
1500107,2014-08-01,30,Abaetetuba - PA,PA,VIVO,700,2014,8,3
3119302,2014-08-01,4,Coromandel - MG,MG,VIVO,2500,2014,8,3
2803005,2014-08-01,5,Itabaianinha - SE,SE,VIVO,2500,2014,8,3
2803203,2014-08-01,4,Itaporanga d'Ajuda - SE,SE,VIVO,2500,2014,8,3
2803302,2014-08-01,13,Japaratuba - SE,SE,VIVO,2500,2014,8,3
2804904,2014-08-01,2,Pacatuba - SE,SE,VIVO,2500,2014,8,3
2805406,2014-08-01,10,Poço Redondo - SE,SE,VIVO,2500,2014,8,3
1507904,2014-08-01,4,Soure - PA,PA,CLARO,2500,2014,8,3
1302900,2014-08-01,13,Maués - AM,AM,CLARO,2500,2014,8,3
2805604,2014-08-01,3,Porto da Folha - SE,SE,VIVO,2500,2014,8,3
2806107,2014-08-01,1,Rosário do Catete - SE,SE,VIVO,2500,2014,8,3
4110706,2014-08-01,45,Irati - PR,PR,TIM,2500,2014,8,3
2807105,2014-08-01,13,Simão Dias - SE,SE,VIVO,700,2014,8,3
3170057,2014-08-01,1,Ubaporanga - MG,MG,VIVO,2500,2014,8,3
3202306,2014-08-01,6,Guaçuí - ES,ES,VIVO,2500,2014,8,3
3139409,2014-08-01,22,Manhuaçu - MG,MG,VIVO,2500,2014,8,3
3149952,2014-08-01,1,Periquito - MG,MG,VIVO,2500,2014,8,3
4308201,2014-08-01,6,Flores da Cunha - RS,RS,VIVO,700,2014,8,3
4218004,2014-09-01,11,Tijucas - SC,SC,TIM,700,2014,9,3
1501782,2014-09-01,8,Breu Branco - PA,PA,TIM,2500,2014,9,3
3529302,2014-09-01,41,Matão - SP,SP,VIVO,2500,2014,9,3
2930501,2014-09-01,18,Serrinha - BA,BA,VIVO,700,2014,9,3
4318309,2014-09-01,29,São Gabriel - RS,RS,CLARO,700,2014,9,3
3516853,2014-09-01,1,Gavião Peixoto - SP,SP,VIVO,2500,2014,9,3
3105509,2014-09-01,2,Barão de Monte Alto - MG,MG,TIM,700,2014,9,3
4202537,2014-09-01,2,Bom Jesus - SC,SC,VIVO,700,2014,9,3
3103504,2014-09-01,120,Araguari - MG,MG,TIM,700,2014,9,3
4202305,2014-09-01,26,Biguaçu - SC,SC,TIM,700,2014,9,3
3506102,2014-09-01,14,Bebedouro - SP,SP,CLARO,2500,2014,9,3
4315701,2014-09-01,15,Rio Pardo - RS,RS,CLARO,2500,2014,9,3
3121407,2014-09-01,6,Desterro de Entre Rios - MG,MG,TIM,2500,2014,9,3
5105150,2014-09-01,2,Juína - MT,MT,VIVO,2500,2014,9,3
2914703,2014-09-01,12,Itaberaba - BA,BA,TIM,2500,2014,9,3
1507953,2014-10-01,36,Tailândia - PA,PA,TIM,700,2014,10,4
1718204,2014-10-01,11,Porto Nacional - TO,TO,CLARO,2500,2014,10,4
3123304,2014-10-01,2,Dores do Turvo - MG,MG,TIM,700,2014,10,4
3170008,2014-10-01,1,Ubaí - MG,MG,VIVO,2500,2014,10,4
3124609,2014-10-01,7,Estrela Dalva - MG,MG,CLARO,700,2014,10,4
3201001,2014-10-01,4,Boa Esperança - ES,ES,TIM,2500,2014,10,4
3166006,2014-10-01,2,Senhora de Oliveira - MG,MG,TIM,700,2014,10,4
3140530,2014-10-01,5,Martins Soares - MG,MG,TIM,700,2014,10,4
3534708,2014-10-01,42,Ourinhos - SP,SP,CLARO,2500,2014,10,4
4206504,2014-10-01,7,Guaramirim - SC,SC,CLARO,2500,2014,10,4
2110203,2014-10-01,8,Santa Rita - MA,MA,CLARO,700,2014,10,4
3201159,2014-10-01,8,Brejetuba - ES,ES,VIVO,2500,2014,10,4
3200904,2014-10-01,15,Barra de São Francisco - ES,ES,VIVO,700,2014,10,4
3547601,2014-10-01,3,Santa Rosa de Viterbo - SP,SP,TIM,700,2014,10,4
2108702,2014-10-01,16,Pio XII - MA,MA,CLARO,700,2014,10,4
3203809,2014-10-01,9,Muqui - ES,ES,VIVO,700,2014,10,4
4216503,2014-10-01,13,São Joaquim - SC,SC,VIVO,2500,2014,10,4
4317301,2014-10-01,8,Santa Vitória do Palmar - RS,RS,TIM,700,2014,10,4
4318804,2014-10-01,2,São Lourenço do Sul - RS,RS,VIVO,2500,2014,10,4
2103158,2014-10-01,5,Centro do Guilherme - MA,MA,CLARO,2500,2014,10,4
3203056,2014-10-01,7,Jaguaré - ES,ES,VIVO,700,2014,10,4
2914901,2014-10-01,7,Itacaré - BA,BA,VIVO,700,2014,10,4
2100055,2014-10-01,40,Açailândia - MA,MA,VIVO,2500,2014,10,4
2100154,2014-10-01,3,Água Doce do Maranhão - MA,MA,TIM,700,2014,10,4
1200385,2014-10-01,5,Plácido de Castro - AC,AC,TIM,700,2014,10,4
1200013,2014-10-01,2,Acrelândia - AC,AC,CLARO,2500,2014,10,4
2802502,2014-10-01,3,General Maynard - SE,SE,VIVO,2500,2014,10,4
3502507,2014-10-01,39,Aparecida - SP,SP,TIM,700,2014,10,4
1100924,2014-10-01,1,Chupinguaia - RO,RO,CLARO,2500,2014,10,4
2801603,2014-10-01,4,Cedro de São João - SE,SE,VIVO,2500,2014,10,4
2102200,2014-10-01,2,Buriti - MA,MA,TIM,700,2014,10,4
2101103,2014-10-01,2,Axixá - MA,MA,TIM,700,2014,10,4
2103554,2014-10-01,4,Conceição do Lago-Açu - MA,MA,VIVO,2500,2014,10,4
2104305,2014-10-01,1,Godofredo Viana - MA,MA,CLARO,2500,2014,10,4
2103125,2014-10-01,1,Central do Maranhão - MA,MA,CLARO,2500,2014,10,4
3204104,2014-10-01,2,Pinheiros - ES,ES,VIVO,2500,2014,10,4
4301305,2014-10-01,5,Arroio Grande - RS,RS,CLARO,700,2014,10,4
2107605,2014-10-01,2,Palmeirândia - MA,MA,CLARO,2500,2014,10,4
4301909,2014-10-01,1,Barra do Ribeiro - RS,RS,VIVO,2500,2014,10,4
1501808,2014-10-01,21,Breves - PA,PA,VIVO,700,2014,10,4
4300802,2014-10-01,1,Antônio Prado - RS,RS,VIVO,2500,2014,10,4
1500404,2014-10-01,32,Alenquer - PA,PA,VIVO,2500,2014,10,4
3203353,2014-10-01,4,Marilândia - ES,ES,VIVO,700,2014,10,4
3106408,2014-10-01,4,Belo Vale - MG,MG,VIVO,2500,2014,10,4
4311304,2014-10-01,10,Lagoa Vermelha - RS,RS,TIM,700,2014,10,4
3205150,2014-10-01,9,Vila Pavão - ES,ES,TIM,700,2014,10,4
2104552,2014-10-01,8,Governador Edison Lobão - MA,MA,TIM,700,2014,10,4
3162203,2014-11-01,1,São João Batista do Glória - MG,MG,VIVO,2500,2014,11,4
2110708,2014-11-01,12,São Domingos do Maranhão - MA,MA,TIM,2500,2014,11,4
3162906,2014-11-01,10,São João Nepomuceno - MG,MG,CLARO,700,2014,11,4
3509700,2014-11-01,76,Campos do Jordão - SP,SP,CLARO,2500,2014,11,4
3527108,2014-11-01,19,Lins - SP,SP,VIVO,700,2014,11,4
3160959,2014-11-01,5,São Domingos das Dores - MG,MG,CLARO,700,2014,11,4
3165008,2014-11-01,1,São Tiago - MG,MG,VIVO,2500,2014,11,4
3553401,2014-11-01,3,Tanabi - SP,SP,VIVO,2500,2014,11,4
2613008,2014-11-01,7,São Bento do Una - PE,PE,VIVO,700,2014,11,4
3166204,2014-11-01,6,Senhora dos Remédios - MG,MG,VIVO,700,2014,11,4
1708254,2014-11-01,3,Fortaleza do Tabocão - TO,TO,TIM,700,2014,11,4
3522208,2014-11-01,242,Itapecerica da Serra - SP,SP,TIM,2500,2014,11,4
1702158,2014-11-01,2,Araguanã - TO,TO,TIM,700,2014,11,4
3543006,2014-11-01,11,Ribeirão Branco - SP,SP,TIM,2500,2014,11,4
3517000,2014-11-01,9,Getulina - SP,SP,TIM,700,2014,11,4
3522703,2014-11-01,24,Itápolis - SP,SP,CLARO,2500,2014,11,4
3501301,2014-11-01,9,Álvares Machado - SP,SP,VIVO,2500,2014,11,4
3539202,2014-11-01,5,Pirapozinho - SP,SP,VIVO,700,2014,11,4
3171402,2014-11-01,2,Vieiras - MG,MG,VIVO,2500,2014,11,4
3515103,2014-11-01,37,Embu-Guaçu - SP,SP,VIVO,700,2014,11,4
3158904,2014-11-01,2,Santana do Manhuaçu - MG,MG,TIM,700,2014,11,4
2201200,2014-11-01,4,Barras - PI,PI,VIVO,2500,2014,11,4
1701101,2014-11-01,2,Aparecida do Rio Negro - TO,TO,CLARO,2500,2014,11,4
3121506,2014-11-01,3,Desterro do Melo - MG,MG,TIM,2500,2014,11,4
4117305,2014-11-01,5,Ortigueira - PR,PR,CLARO,700,2014,11,4
2601904,2014-11-01,12,Bezerros - PE,PE,TIM,700,2014,11,4
2608701,2014-11-01,7,Lagoa dos Gatos - PE,PE,VIVO,2500,2014,11,4
4313706,2014-11-01,3,Palmeira das Missões - RS,RS,VIVO,2500,2014,11,4
2301505,2014-11-01,15,Arneiroz - CE,CE,VIVO,700,2014,11,4
3109204,2014-11-01,3,Buenópolis - MG,MG,VIVO,2500,2014,11,4
4203808,2014-11-01,9,Canoinhas - SC,SC,TIM,2500,2014,11,4
1501105,2014-11-01,2,Bagre - PA,PA,TIM,700,2014,11,4
3125952,2014-11-01,3,Fervedouro - MG,MG,VIVO,2500,2014,11,4
3125804,2014-11-01,7,Fernandes Tourinho - MG,MG,VIVO,700,2014,11,4
3556453,2014-11-01,26,Vargem Grande Paulista - SP,SP,VIVO,2500,2014,11,4
2201903,2014-11-01,26,Bom Jesus - PI,PI,VIVO,700,2014,11,4
3122603,2014-11-01,5,Dom Joaquim - MG,MG,CLARO,700,2014,11,4
3115359,2014-11-01,3,Catas Altas - MG,MG,TIM,700,2014,11,4
2601409,2014-11-01,16,Barreiros - PE,PE,VIVO,700,2014,11,4
2205706,2014-11-01,20,Luís Correia - PI,PI,CLARO,2500,2014,11,4
2601607,2014-11-01,2,Belém do São Francisco - PE,PE,VIVO,700,2014,11,4
3146701,2014-11-01,4,Palma - MG,MG,VIVO,700,2014,11,4
2304251,2014-11-01,18,Cruz - CE,CE,CLARO,2500,2014,11,4
2613305,2014-11-01,12,São Joaquim do Monte - PE,PE,VIVO,2500,2014,11,4
3157203,2014-11-01,6,Santa Bárbara - MG,MG,VIVO,700,2014,11,4
2210607,2014-11-01,26,São Raimundo Nonato - PI,PI,VIVO,700,2014,11,4
2611705,2014-11-01,21,Riacho das Almas - PE,PE,TIM,700,2014,11,4
5208608,2014-11-01,38,Goianésia - GO,GO,CLARO,2500,2014,11,4
2600203,2014-11-01,7,Afrânio - PE,PE,VIVO,2500,2014,11,4
5100250,2014-11-01,6,Alta Floresta - MT,MT,VIVO,700,2014,11,4
5103007,2014-11-01,10,Chapada dos Guimarães - MT,MT,TIM,2500,2014,11,4
3150406,2014-11-01,5,Piedade dos Gerais - MG,MG,TIM,700,2014,11,4
2207900,2014-11-01,3,Pedro II - PI,PI,VIVO,2500,2014,11,4
2310852,2014-11-01,21,Pindoretama - CE,CE,VIVO,700,2014,11,4
3147709,2014-11-01,4,Passa Tempo - MG,MG,TIM,700,2014,11,4
4318903,2014-11-01,15,São Luiz Gonzaga - RS,RS,TIM,2500,2014,11,4
2605905,2014-11-01,9,Gameleira - PE,PE,VIVO,2500,2014,11,4
2106805,2014-12-01,5,Mirinzal - MA,MA,VIVO,700,2014,12,4
2106607,2014-12-01,14,Matões - MA,MA,CLARO,700,2014,12,4
2800704,2014-12-01,3,Brejo Grande - SE,SE,TIM,700,2014,12,4
1501907,2014-12-01,4,Bujaru - PA,PA,VIVO,700,2014,12,4
1502608,2014-12-01,3,Colares - PA,PA,TIM,700,2014,12,4
4321709,2014-12-01,3,Três Coroas - RS,RS,VIVO,2500,2014,12,4
3205069,2014-12-01,6,Venda Nova do Imigrante - ES,ES,TIM,700,2014,12,4
1716703,2014-12-01,2,Colméia - TO,TO,CLARO,2500,2014,12,4
3202603,2014-12-01,2,Iconha - ES,ES,VIVO,2500,2014,12,4
1702208,2014-12-01,7,Araguatins - TO,TO,CLARO,700,2014,12,4
3155702,2014-12-01,6,Rio Piracicaba - MG,MG,VIVO,700,2014,12,4
3154408,2014-12-01,2,Ressaquinha - MG,MG,VIVO,2500,2014,12,4
3162575,2014-12-01,1,São João do Manteninha - MG,MG,VIVO,2500,2014,12,4
3162609,2014-12-01,6,São João do Oriente - MG,MG,CLARO,700,2014,12,4
3148301,2014-12-01,3,Paula Cândido - MG,MG,TIM,700,2014,12,4
2111763,2014-12-01,2,Senador La Rocque - MA,MA,TIM,700,2014,12,4
4213500,2014-12-01,15,Porto Belo - SC,SC,TIM,700,2014,12,4
2112274,2014-12-01,4,Tufilândia - MA,MA,CLARO,2500,2014,12,4
1506906,2014-12-01,2,Santarém Novo - PA,PA,CLARO,2500,2014,12,4
1707553,2014-12-01,2,Fátima - TO,TO,TIM,700,2014,12,4
1505403,2014-12-01,2,Ourém - PA,PA,CLARO,2500,2014,12,4
3138682,2014-12-01,1,Luislândia - MG,MG,VIVO,2500,2014,12,4
3138401,2014-12-01,7,Leopoldina - MG,MG,VIVO,700,2014,12,4
1504109,2014-12-01,1,Magalhães Barata - PA,PA,CLARO,2500,2014,12,4
3137106,2014-12-01,1,Lagamar - MG,MG,VIVO,2500,2014,12,4
3128006,2014-12-01,10,Guanhães - MG,MG,VIVO,2500,2014,12,4
3201704,2014-12-01,6,Conceição do Castelo - ES,ES,VIVO,2500,2014,12,4
3200409,2014-12-01,10,Anchieta - ES,ES,VIVO,2500,2014,12,4
3126703,2014-12-01,5,Francisco Sá - MG,MG,VIVO,2500,2014,12,4
2110500,2015-01-01,13,São Bento - MA,MA,VIVO,700,2015,1,1
2709301,2015-01-01,17,União dos Palmares - AL,AL,CLARO,2500,2015,1,1
2930105,2015-01-01,20,Senhor do Bonfim - BA,BA,CLARO,700,2015,1,1
2802007,2015-01-01,5,Divina Pastora - SE,SE,CLARO,700,2015,1,1
2926202,2015-01-01,3,Riachão das Neves - BA,BA,TIM,700,2015,1,1
2512002,2015-01-01,1,Pocinhos - PB,PB,CLARO,700,2015,1,1
2918357,2015-01-01,18,João Dourado - BA,BA,TIM,2500,2015,1,1
3153400,2015-01-01,1,Presidente Olegário - MG,MG,VIVO,700,2015,1,1
3506359,2015-01-01,107,Bertioga - SP,SP,CLARO,700,2015,1,1
1100015,2015-01-01,5,Alta Floresta D'Oeste - RO,RO,TIM,700,2015,1,1
1712702,2015-01-01,2,Mateiros - TO,TO,CLARO,700,2015,1,1
1100940,2015-01-01,5,Cujubim - RO,RO,TIM,700,2015,1,1
1712504,2015-01-01,3,Marianópolis do Tocantins - TO,TO,TIM,700,2015,1,1
1720200,2015-01-01,2,São Miguel do Tocantins - TO,TO,TIM,700,2015,1,1
1718907,2015-01-01,3,Santa Rosa do Tocantins - TO,TO,CLARO,700,2015,1,1
1702307,2015-01-01,2,Arapoema - TO,TO,TIM,700,2015,1,1
1101468,2015-01-01,1,Pimenteiras do Oeste - RO,RO,CLARO,700,2015,1,1
1720259,2015-01-01,4,São Salvador do Tocantins - TO,TO,TIM,700,2015,1,1
1715754,2015-01-01,1,Palmeirópolis - TO,TO,CLARO,700,2015,1,1
1711506,2015-01-01,4,Jaú do Tocantins - TO,TO,CLARO,700,2015,1,1
1713809,2015-01-01,1,Palmeiras do Tocantins - TO,TO,CLARO,700,2015,1,1
1706506,2015-01-01,1,Darcinópolis - TO,TO,CLARO,700,2015,1,1
1720101,2015-01-01,6,São Bento do Tocantins - TO,TO,TIM,700,2015,1,1
1704105,2015-01-01,4,Centenário - TO,TO,CLARO,700,2015,1,1
1701051,2015-01-01,3,Angico - TO,TO,TIM,700,2015,1,1
1101476,2015-01-01,1,Primavera de Rondônia - RO,RO,CLARO,700,2015,1,1
1720002,2015-01-01,5,Santa Terezinha do Tocantins - TO,TO,VIVO,700,2015,1,1
1100601,2015-01-01,1,Cacaulândia - RO,RO,CLARO,700,2015,1,1
1501600,2015-01-01,2,Bonito - PA,PA,CLARO,2500,2015,1,1
1100031,2015-01-01,1,Cabixi - RO,RO,CLARO,700,2015,1,1
4205191,2015-01-01,5,Ermo - SC,SC,VIVO,700,2015,1,1
1506351,2015-01-01,10,Santa Bárbara do Pará - PA,PA,CLARO,700,2015,1,1
1100130,2015-01-01,12,Machadinho D'Oeste - RO,RO,TIM,700,2015,1,1
1703842,2015-01-01,2,Campos Lindos - TO,TO,TIM,700,2015,1,1
1100148,2015-01-01,1,Nova Brasilândia D'Oeste - RO,RO,CLARO,700,2015,1,1
1507201,2015-01-01,7,São Domingos do Capim - PA,PA,VIVO,700,2015,1,1
2100303,2015-01-01,5,Aldeias Altas - MA,MA,TIM,700,2015,1,1
1721109,2015-01-01,4,Tocantínia - TO,TO,CLARO,700,2015,1,1
1718303,2015-01-01,2,Praia Norte - TO,TO,CLARO,700,2015,1,1
4218400,2015-01-01,4,Treze de Maio - SC,SC,TIM,700,2015,1,1
1718501,2015-01-01,6,Recursolândia - TO,TO,TIM,700,2015,1,1
1718550,2015-01-01,4,Riachinho - TO,TO,TIM,700,2015,1,1
2405801,2015-01-01,11,João Câmara - RN,RN,VIVO,2500,2015,1,1
1702406,2015-01-01,3,Arraias - TO,TO,CLARO,700,2015,1,1
1712405,2015-01-01,4,Lizarda - TO,TO,CLARO,700,2015,1,1
1715705,2015-01-01,2,Palmeirante - TO,TO,CLARO,700,2015,1,1
1703909,2015-02-01,4,Caseara - TO,TO,CLARO,700,2015,2,1
1707405,2015-02-01,4,Esperantina - TO,TO,CLARO,700,2015,2,1
3164308,2015-02-01,8,São Roque de Minas - MG,MG,VIVO,700,2015,2,1
4202875,2015-02-01,4,Brunópolis - SC,SC,TIM,700,2015,2,1
1507755,2015-02-01,11,Sapucaia - PA,PA,VIVO,700,2015,2,1
3165560,2015-02-01,3,Sem-Peixe - MG,MG,VIVO,700,2015,2,1
1707652,2015-02-01,4,Figueirópolis - TO,TO,CLARO,700,2015,2,1
3166105,2015-02-01,2,Senhora do Porto - MG,MG,VIVO,700,2015,2,1
1709005,2015-02-01,5,Goiatins - TO,TO,CLARO,700,2015,2,1
3102100,2015-02-01,5,Alto Rio Doce - MG,MG,VIVO,2500,2015,2,1
3142304,2015-02-01,2,Moeda - MG,MG,VIVO,700,2015,2,1
3120607,2015-02-01,10,Crucilândia - MG,MG,VIVO,700,2015,2,1
3103207,2015-02-01,2,Araçaí - MG,MG,TIM,700,2015,2,1
1400407,2015-02-01,2,Normandia - RR,RR,CLARO,2500,2015,2,1
2110856,2015-02-01,4,São Francisco do Brejão - MA,MA,TIM,700,2015,2,1
1703008,2015-02-01,3,Babaçulândia - TO,TO,CLARO,700,2015,2,1
3147501,2015-02-01,2,Passabém - MG,MG,VIVO,700,2015,2,1
4113205,2015-02-01,10,Lapa - PR,PR,CLARO,2500,2015,2,1
3145851,2015-02-01,9,Oratórios - MG,MG,TIM,700,2015,2,1
2111706,2015-02-01,5,São Vicente Ferrer - MA,MA,CLARO,700,2015,2,1
3148806,2015-02-01,4,Pedra do Anta - MG,MG,VIVO,2500,2015,2,1
3149507,2015-02-01,2,Pequeri - MG,MG,VIVO,700,2015,2,1
1502301,2015-02-01,14,Capitão Poço - PA,PA,VIVO,2500,2015,2,1
3151008,2015-02-01,1,Piranguinho - MG,MG,VIVO,700,2015,2,1
3145406,2015-02-01,2,Olaria - MG,MG,TIM,700,2015,2,1
4216404,2015-02-01,1,São João do Sul - SC,SC,VIVO,700,2015,2,1
3143708,2015-02-01,3,Morro do Pilar - MG,MG,VIVO,700,2015,2,1
3108503,2015-02-01,3,Botumirim - MG,MG,TIM,700,2015,2,1
3143500,2015-02-01,7,Morada Nova de Minas - MG,MG,TIM,700,2015,2,1
4100400,2015-02-01,155,Almirante Tamandaré - PR,PR,CLARO,2500,2015,2,1
3157401,2015-02-01,3,Santa Cruz do Escalvado - MG,MG,VIVO,700,2015,2,1
3106101,2015-02-01,6,Belmiro Braga - MG,MG,VIVO,700,2015,2,1
3158607,2015-02-01,2,Santana do Deserto - MG,MG,TIM,700,2015,2,1
3158706,2015-02-01,2,Santana do Garambéu - MG,MG,TIM,700,2015,2,1
3142908,2015-02-01,2,Monte Azul - MG,MG,VIVO,700,2015,2,1
3160207,2015-02-01,7,Santo Antônio do Itambé - MG,MG,VIVO,2500,2015,2,1
3161056,2015-02-01,3,São Félix de Minas - MG,MG,VIVO,700,2015,2,1
3120003,2015-02-01,4,Córrego Novo - MG,MG,CLARO,700,2015,2,1
3104700,2015-02-01,8,Ataléia - MG,MG,TIM,700,2015,2,1
1703073,2015-02-01,5,Barra do Ouro - TO,TO,CLARO,700,2015,2,1
3168002,2015-02-01,11,Taiobeiras - MG,MG,CLARO,700,2015,2,1
3102308,2015-02-01,4,Alvinópolis - MG,MG,VIVO,700,2015,2,1
1711951,2015-02-01,6,Lagoa do Tocantins - TO,TO,CLARO,700,2015,2,1
3135308,2015-02-01,7,Japaraíba - MG,MG,VIVO,2500,2015,2,1
1200054,2015-02-01,2,Assis Brasil - AC,AC,TIM,700,2015,2,1
3522604,2015-02-01,29,Itapira - SP,SP,CLARO,2500,2015,2,1
3135100,2015-02-01,9,Janaúba - MG,MG,VIVO,2500,2015,2,1
1720150,2015-02-01,2,São Félix do Tocantins - TO,TO,CLARO,700,2015,2,1
1101757,2015-02-01,1,Vale do Anari - RO,RO,CLARO,700,2015,2,1
1101484,2015-02-01,4,São Felipe D'Oeste - RO,RO,CLARO,700,2015,2,1
3135076,2015-02-01,9,Jampruca - MG,MG,TIM,700,2015,2,1
2105104,2015-02-01,8,Icatu - MA,MA,VIVO,700,2015,2,1
