codigo_tse,sigla_partido,votos
10260,PT,3310
10260,UNIÃO,10
10278,MDB,80
10278,NOVO,3
10278,PCB,2
10278,PDT,98
10278,PL,1038
10278,PSTU,2
10278,PT,3229
10278,UNIÃO,20
10286,MDB,58
10286,NOVO,4
10286,PDT,107
10286,PL,522
10286,PSTU,2
10286,PT,3538
10286,PTB,4
10286,UNIÃO,11
10294,MDB,372
10294,NOVO,15
10294,PCB,3
10294,PDT,305
10294,PL,3347
10294,PSTU,3
10294,PT,11708
10294,PTB,13
10294,UNIÃO,130
10294,UP,3
10308,MDB,49
10308,NOVO,2
10308,PCB,1
10308,PDT,77
10308,PL,601
10308,PT,2655
10308,PTB,1
10308,UNIÃO,37
01031,MDB,58
01031,NOVO,3
01031,PDT,44
01031,PL,1028
01031,PT,1357
01031,PTB,2
01031,UNIÃO,26
10316,MDB,133
10316,NOVO,6
10316,PCB,2
10316,PDT,174
10316,PL,814
10316,PT,6277
10316,PTB,5
10316,UNIÃO,61
10316,UP,2
10324,MDB,102
10324,NOVO,3
10324,PCB,1
10324,PDT,154
10324,PL,744
10324,PT,5495
10324,PTB,3
10324,UNIÃO,19
10332,MDB,60
10332,NOVO,2
10332,PCB,3
10332,PDT,105
10332,PL,739
10332,PT,2740
10332,PTB,1
10332,UNIÃO,36
10340,MDB,38
10340,NOVO,7
10340,PCB,1
10340,PDT,45
10340,PL,324
10340,PT,3053
10340,PTB,4
10340,UNIÃO,15
10359,MDB,78
10359,NOVO,4
10359,PCB,1
10359,PDT,85
10359,PL,807
10359,PSTU,1
10359,PT,3438
10359,PTB,8
10359,UNIÃO,25
10359,UP,1
10367,DC,1
10367,MDB,78
10367,NOVO,3
10367,PCB,1
10367,PDT,184
10367,PL,1261
10367,PT,4486
10367,PTB,2
10367,UNIÃO,63
10375,MDB,279
10375,NOVO,14
10375,PCB,1
10375,PDT,419
10375,PL,4165
10375,PSTU,3
10375,PT,10360
10375,PTB,7
10375,UNIÃO,79
10375,UP,1
10383,MDB,59
10383,NOVO,4
10383,PDT,105
10383,PL,413
10383,PSTU,1
10383,PT,3556
10383,PTB,1
10383,UNIÃO,39
10391,MDB,162
10391,NOVO,5
10391,PCB,2
10391,PDT,291
10391,PL,3089
10391,PSTU,2
10391,PT,9592
10391,PTB,10
10391,UNIÃO,77
10391,UP,1
01040,MDB,433
01040,NOVO,1
01040,PCB,1
01040,PDT,225
01040,PL,4146
01040,PSTU,1
01040,PT,3238
01040,PTB,3
01040,UNIÃO,10
01040,UP,1
10405,MDB,23
10405,NOVO,3
10405,PDT,27
10405,PL,601
10405,PT,2219
10405,PTB,1
10405,UNIÃO,11
10413,DC,1
10413,MDB,31
10413,PDT,47
10413,PL,265
10413,PT,3635
10413,PTB,3
10413,UNIÃO,16
10421,MDB,40
10421,NOVO,2
10421,PCB,2
10421,PDT,135
10421,PL,607
10421,PSTU,1
10421,PT,4792
10421,PTB,4
10421,UNIÃO,48
10430,MDB,561
10430,NOVO,42
10430,PCB,9
10430,PDT,904
10430,PL,5936
10430,PSTU,2
10430,PT,20533
10430,PTB,18
10430,UNIÃO,171
10430,UP,7
10448,MDB,41
10448,NOVO,4
10448,PDT,72
10448,PL,379
10448,PT,2143
10448,PTB,2
10448,UNIÃO,16
10448,UP,1
10456,MDB,235
10456,NOVO,10
10456,PCB,2
10456,PDT,275
10456,PL,1998
10456,PSTU,1
10456,PT,9073
10456,PTB,8
10456,UNIÃO,63
10456,UP,1
10464,MDB,32
10464,PDT,78
10464,PL,691
10464,PT,2531
10464,PTB,1
10464,UNIÃO,33
10472,DC,1
10472,MDB,97
10472,NOVO,2
10472,PCB,2
10472,PDT,280
10472,PL,1070
10472,PT,6155
10472,PTB,8
10472,UNIÃO,61
10480,MDB,60
10480,PDT,62
10480,PL,442
10480,PSTU,1
10480,PT,2671
10480,PTB,2
10480,UNIÃO,24
10480,UP,2
10499,DC,2
10499,MDB,72
10499,NOVO,4
10499,PCB,2
10499,PDT,114
10499,PL,736
10499,PSTU,1
10499,PT,5319
10499,PTB,5
10499,UNIÃO,77
10499,UP,1
10502,MDB,36
10502,PCB,1
10502,PDT,62
10502,PL,216
10502,PSTU,1
10502,PT,2903
10502,PTB,1
10502,UNIÃO,3
10510,MDB,143
10510,NOVO,11
10510,PCB,1
10510,PDT,358
10510,PL,2433
10510,PT,8914
10510,PTB,6
10510,UNIÃO,79
10510,UP,1
10529,MDB,83
10529,NOVO,2
10529,PCB,1
10529,PDT,111
10529,PL,501
10529,PT,3328
10529,PTB,7
10529,UNIÃO,27
10537,DC,1
10537,MDB,218
10537,NOVO,7
10537,PCB,5
10537,PDT,411
10537,PL,3113
10537,PSTU,3
10537,PT,12642
10537,PTB,6
10537,UNIÃO,123
10545,MDB,78
10545,NOVO,8
10545,PCB,1
10545,PDT,181
10545,PL,967
10545,PT,5811
10545,PTB,2
10545,UNIÃO,30
10545,UP,1
10553,MDB,86
10553,NOVO,5
10553,PCB,1
10553,PDT,86
10553,PL,464
10553,PT,2968
10553,PTB,11
10553,UNIÃO,25
10561,MDB,57
10561,PDT,97
10561,PL,286
10561,PSTU,1
10561,PT,3555
10561,PTB,4
10561,UNIÃO,16
10570,DC,1
10570,MDB,363
10570,NOVO,4
10570,PCB,1
10570,PDT,378
10570,PL,3570
10570,PSTU,1
10570,PT,11012
10570,PTB,8
10570,UNIÃO,101
10570,UP,3
01058,DC,3
01058,MDB,496
01058,NOVO,12
01058,PCB,4
01058,PDT,249
01058,PL,9143
01058,PSTU,2
01058,PT,4171
01058,PTB,4
01058,UNIÃO,53
01058,UP,1
10588,MDB,36
10588,NOVO,2
10588,PDT,75
10588,PL,303
10588,PT,3219
10588,PTB,3
10588,UNIÃO,15
10588,UP,1
10596,DC,1
10596,MDB,61
10596,NOVO,3
10596,PCB,1
10596,PDT,79
10596,PL,553
10596,PT,3478
10596,PTB,6
10596,UNIÃO,49
10600,MDB,18
10600,PCB,1
10600,PDT,70
10600,PL,328
10600,PT,2111
10600,UNIÃO,11
10618,DC,1
10618,MDB,76
10618,NOVO,4
10618,PDT,103
10618,PL,1026
10618,PSTU,1
10618,PT,4773
10618,PTB,3
10618,UNIÃO,19
10626,DC,1
10626,MDB,43
10626,NOVO,3
10626,PDT,195
10626,PL,321
10626,PT,2310
10626,PTB,4
10626,UNIÃO,41
10634,MDB,136
10634,NOVO,4
10634,PDT,119
10634,PL,1456
10634,PT,5095
10634,PTB,2
10634,UNIÃO,27
10642,MDB,22
10642,NOVO,1
10642,PDT,26
10642,PL,252
10642,PT,2743
10642,UNIÃO,8
10650,MDB,215
10650,NOVO,7
10650,PCB,1
10650,PDT,197
10650,PL,1879
10650,PT,7385
10650,PTB,6
10650,UNIÃO,75
01066,MDB,451
01066,NOVO,1
01066,PCB,1
01066,PDT,214
01066,PL,2143
01066,PT,2660
01066,PTB,6
01066,UNIÃO,27
10669,MDB,66
10669,NOVO,2
10669,PCB,1
10669,PDT,163
10669,PL,769
10669,PSTU,3
10669,PT,3817
10669,PTB,3
10669,UNIÃO,42
10669,UP,2
10677,DC,3
10677,MDB,60
10677,NOVO,8
10677,PDT,150
10677,PL,837
10677,PSTU,2
10677,PT,4177
10677,PTB,1
10677,UNIÃO,18
10685,MDB,44
10685,NOVO,2
10685,PCB,2
10685,PDT,122
10685,PL,447
10685,PSTU,1
10685,PT,5273
10685,PTB,1
10685,UNIÃO,45
10693,MDB,122
10693,NOVO,7
10693,PCB,1
10693,PDT,227
10693,PL,1100
10693,PSTU,2
10693,PT,7974
10693,PTB,7
10693,UNIÃO,87
10693,UP,1
10707,MDB,17
10707,PDT,41
10707,PL,212
10707,PT,2730
10707,PTB,1
10707,UNIÃO,13
10715,MDB,49
10715,PCB,1
10715,PDT,73
10715,PL,444
10715,PT,2217
10715,UNIÃO,8
10723,DC,3
10723,MDB,43
10723,PCB,3
10723,PDT,112
10723,PL,396
10723,PSTU,1
10723,PT,3279
10723,PTB,2
10723,UNIÃO,24
10723,UP,2
10731,MDB,416
10731,NOVO,18
10731,PCB,5
10731,PDT,534
10731,PL,5302
10731,PSTU,4
10731,PT,16567
10731,PTB,6
10731,UNIÃO,127
01074,DC,2
01074,MDB,1883
01074,NOVO,72
01074,PCB,18
01074,PDT,1267
01074,PL,30977
01074,PSTU,6
01074,PT,10770
01074,PTB,31
01074,UNIÃO,171
01074,UP,4
10740,MDB,84
10740,NOVO,11
10740,PCB,2
10740,PDT,71
10740,PL,649
10740,PT,3232
10740,PTB,5
10740,UNIÃO,31
10758,MDB,41
10758,NOVO,1
10758,PCB,1
10758,PDT,75
10758,PL,446
10758,PSTU,2
10758,PT,2525
10758,UNIÃO,13
10766,MDB,59
10766,NOVO,1
10766,PDT,70
10766,PL,644
10766,PT,3492
10766,PTB,4
10766,UNIÃO,10
10766,UP,1
10774,DC,3
10774,MDB,696
10774,NOVO,47
10774,PCB,4
10774,PDT,1146
10774,PL,7249
10774,PSTU,5
10774,PT,25485
10774,PTB,19
10774,UNIÃO,137
10774,UP,12
10782,MDB,36
10782,NOVO,4
10782,PDT,138
10782,PL,617
10782,PSTU,3
10782,PT,4138
10782,PTB,3
10782,UNIÃO,33
10790,MDB,36
10790,NOVO,4
10790,PCB,1
10790,PDT,66
10790,PL,342
10790,PT,2783
10790,PTB,2
10790,UNIÃO,22
10804,DC,1
10804,MDB,24
10804,PDT,24
10804,PL,180
10804,PT,2966
10804,UNIÃO,24
10812,MDB,60
10812,PDT,141
10812,PL,440
10812,PT,2863
10812,UNIÃO,23
01082,DC,1
01082,MDB,263
01082,NOVO,8
01082,PCB,1
01082,PDT,165
01082,PL,6551
01082,PT,1839
01082,PTB,3
01082,UNIÃO,35
10820,MDB,137
10820,NOVO,2
10820,PCB,1
10820,PDT,142
10820,PL,1084
10820,PSTU,2
10820,PT,5350
10820,PTB,3
10820,UNIÃO,40
10839,DC,1
10839,MDB,87
10839,NOVO,12
10839,PCB,1
10839,PDT,180
10839,PL,760
10839,PSTU,1
10839,PT,4498
10839,PTB,9
10839,UNIÃO,33
10839,UP,1
10847,DC,1
10847,MDB,62
10847,PCB,1
10847,PDT,69
10847,PL,364
10847,PSTU,1
10847,PT,3240
10847,PTB,2
10847,UNIÃO,9
10855,MDB,58
10855,NOVO,7
10855,PCB,1
10855,PDT,233
10855,PL,1276
10855,PSTU,1
10855,PT,5857
10855,PTB,4
10855,UNIÃO,41
10855,UP,1
10863,MDB,55
10863,NOVO,3
10863,PCB,1
10863,PDT,140
10863,PL,591
10863,PT,3633
10863,PTB,1
10863,UNIÃO,14
10863,UP,1
10871,DC,2
10871,MDB,90
10871,NOVO,1
10871,PCB,3
10871,PDT,110
10871,PL,1020
10871,PSTU,1
10871,PT,4997
10871,PTB,5
10871,UNIÃO,45
10871,UP,1
10880,MDB,36
10880,PCB,2
10880,PDT,70
10880,PL,392
10880,PT,2225
10880,PTB,1
10880,UNIÃO,26
10880,UP,2
10898,MDB,79
10898,NOVO,4
10898,PCB,1
10898,PDT,168
10898,PL,1064
10898,PSTU,2
10898,PT,4828
10898,PTB,2
10898,UNIÃO,30
01090,DC,1
01090,MDB,331
01090,NOVO,8
01090,PCB,4
01090,PDT,155
01090,PL,6469
01090,PSTU,1
01090,PT,3236
01090,PTB,6
01090,UNIÃO,32
01090,UP,1
10901,MDB,53
10901,PCB,1
10901,PDT,85
10901,PL,394
10901,PT,3086
10901,PTB,4
10901,UNIÃO,14
10910,MDB,44
10910,NOVO,4
10910,PCB,2
10910,PDT,86
10910,PL,544
10910,PT,2701
10910,PTB,2
10910,UNIÃO,13
10928,MDB,47
10928,NOVO,4
10928,PDT,87
10928,PL,498
10928,PT,3855
10928,PTB,2
10928,UNIÃO,22
10928,UP,1
10936,MDB,128
10936,NOVO,8
10936,PCB,2
10936,PDT,226
10936,PL,1362
10936,PSTU,1
10936,PT,7818
10936,PTB,5
10936,UNIÃO,68
10944,MDB,30
10944,NOVO,1
10944,PDT,80
10944,PL,454
10944,PT,2716
10944,PTB,1
10944,UNIÃO,35
10952,MDB,67
10952,NOVO,3
10952,PDT,119
10952,PL,597
10952,PSTU,1
10952,PT,5007
10952,PTB,2
10952,UNIÃO,33
10952,UP,1
10960,MDB,28
10960,NOVO,2
10960,PDT,65
10960,PL,222
10960,PT,2942
10960,UNIÃO,16
10979,MDB,65
10979,NOVO,3
10979,PCB,2
10979,PDT,97
10979,PL,348
10979,PT,4322
10979,PTB,1
10979,UNIÃO,24
10987,MDB,60
10987,PDT,69
10987,PL,1338
10987,PT,3964
10987,PTB,2
10987,UNIÃO,44
10995,MDB,45
10995,NOVO,4
10995,PCB,1
10995,PDT,176
10995,PL,1078
10995,PSTU,2
10995,PT,6033
10995,PTB,4
10995,UNIÃO,73
11010,DC,1
11010,MDB,115
11010,NOVO,3
11010,PCB,3
11010,PDT,170
11010,PL,1141
11010,PSTU,1
11010,PT,5129
11010,PTB,6
11010,UNIÃO,64
11037,DC,1
11037,MDB,157
11037,NOVO,13
11037,PCB,1
11037,PDT,274
11037,PL,1402
11037,PSTU,5
11037,PT,7744
11037,PTB,7
11037,UNIÃO,55
01104,MDB,157
01104,NOVO,2
01104,PCB,2
01104,PDT,120
01104,PL,1515
01104,PSTU,1
01104,PT,2213
01104,PTB,2
01104,UNIÃO,6
11053,MDB,41
11053,PCB,1
11053,PDT,75
11053,PL,604
11053,PT,2867
11053,PTB,2
11053,UNIÃO,12
11070,MDB,110
11070,NOVO,1
11070,PCB,1
11070,PDT,127
11070,PL,1835
11070,PSTU,1
11070,PT,6789
11070,PTB,4
11070,UNIÃO,55
11088,MDB,39
11088,NOVO,2
11088,PDT,90
11088,PL,422
11088,PT,3242
11088,UNIÃO,11
11096,DC,1
11096,MDB,501
11096,NOVO,23
11096,PCB,6
11096,PDT,635
11096,PL,3279
11096,PSTU,5
11096,PT,22907
11096,PTB,11
11096,UNIÃO,146
11096,UP,4
11118,MDB,25
11118,NOVO,4
11118,PDT,67
11118,PL,432
11118,PSTU,2
11118,PT,2846
11118,UNIÃO,25
11118,UP,1
01112,MDB,377
01112,NOVO,4
01112,PCB,2
01112,PDT,142
01112,PL,6494
01112,PSTU,2
01112,PT,2592
01112,PTB,6
01112,UNIÃO,46
01112,UP,1
11134,MDB,348
11134,NOVO,11
11134,PCB,5
11134,PDT,583
11134,PL,3736
11134,PSTU,3
11134,PT,15253
11134,PTB,6
11134,UNIÃO,109
11150,MDB,180
11150,NOVO,6
11150,PCB,2
11150,PDT,296
11150,PL,2907
11150,PSTU,1
11150,PT,11578
11150,PTB,8
11150,UNIÃO,77
11150,UP,3
11177,DC,1
11177,MDB,46
11177,PDT,90
11177,PL,462
11177,PT,3011
11177,UNIÃO,13
11177,UP,1
11193,MDB,37
11193,NOVO,1
11193,PCB,1
11193,PDT,94
11193,PL,773
11193,PT,2174
11193,UNIÃO,17
01120,MDB,192
01120,NOVO,11
01120,PDT,117
01120,PL,5238
01120,PSTU,1
01120,PT,1516
01120,PTB,6
01120,UNIÃO,37
11215,MDB,104
11215,NOVO,5
11215,PCB,2
11215,PDT,114
11215,PL,1143
11215,PT,4928
11215,PTB,5
11215,UNIÃO,39
11231,MDB,262
11231,NOVO,12
11231,PCB,4
11231,PDT,527
11231,PL,2531
11231,PSTU,4
11231,PT,15013
11231,PTB,17
11231,UNIÃO,193
11231,UP,3
11258,MDB,22
11258,NOVO,1
11258,PDT,33
11258,PL,350
11258,PT,903
11258,PTB,1
11258,UNIÃO,14
11274,MDB,170
11274,NOVO,3
11274,PDT,173
11274,PL,1302
11274,PSTU,1
11274,PT,6545
11274,PTB,2
11274,UNIÃO,37
11274,UP,2
11290,MDB,59
11290,NOVO,3
11290,PCB,2
11290,PDT,156
11290,PL,626
11290,PSTU,2
11290,PT,4709
11290,PTB,8
11290,UNIÃO,44
11290,UP,1
11312,DC,1
11312,MDB,121
11312,NOVO,6
11312,PCB,2
11312,PDT,123
11312,PL,886
11312,PT,5680
11312,PTB,2
11312,UNIÃO,32
11339,MDB,69
11339,NOVO,2
11339,PCB,1
11339,PDT,70
11339,PL,430
11339,PSTU,3
11339,PT,4412
11339,PTB,1
11339,UNIÃO,18
11339,UP,1
11355,DC,1
11355,MDB,81
11355,NOVO,1
11355,PDT,122
11355,PL,1106
11355,PSTU,1
11355,PT,5151
11355,PTB,3
11355,UNIÃO,78
11355,UP,1
11371,MDB,52
11371,NOVO,2
11371,PDT,80
11371,PL,345
11371,PT,3359
11371,PTB,3
11371,UNIÃO,15
01139,MDB,635
01139,NOVO,11
01139,PCB,6
01139,PDT,373
01139,PL,6191
01139,PSTU,1
01139,PT,7930
01139,PTB,2
01139,UNIÃO,69
01139,UP,2
11398,DC,1
11398,MDB,267
11398,NOVO,25
11398,PCB,2
11398,PDT,563
11398,PL,4566
11398,PSTU,1
11398,PT,17737
11398,PTB,7
11398,UNIÃO,145
11398,UP,4
11410,DC,2
11410,MDB,20
11410,PDT,94
11410,PL,330
11410,PSTU,1
11410,PT,2804
11410,PTB,3
11410,UNIÃO,5
11436,DC,3
11436,MDB,64
11436,NOVO,2
11436,PCB,2
11436,PDT,125
11436,PL,686
11436,PSTU,1
11436,PT,3842
11436,PTB,1
11436,UNIÃO,24
11436,UP,2
11452,MDB,71
11452,NOVO,1
11452,PDT,89
11452,PL,710
11452,PT,2183
11452,UNIÃO,52
11452,UP,1
11479,MDB,82
11479,NOVO,3
11479,PDT,92
11479,PL,697
11479,PT,2654
11479,PTB,2
11479,UNIÃO,25
11495,DC,1
11495,MDB,133
11495,NOVO,5
11495,PDT,170
11495,PL,1214
11495,PT,8267
11495,PTB,3
11495,UNIÃO,47
11495,UP,1
11517,DC,1
11517,MDB,91
11517,NOVO,1
11517,PCB,3
11517,PDT,78
11517,PL,716
11517,PT,4577
11517,PTB,1
11517,UNIÃO,24
11517,UP,2
11533,DC,8
11533,MDB,2519
11533,NOVO,146
11533,PCB,15
11533,PDT,3248
11533,PL,26362
11533,PSTU,10
11533,PT,55488
11533,PTB,44
11533,UNIÃO,519
11533,UP,28
11550,MDB,112
11550,NOVO,12
11550,PCB,2
11550,PDT,322
11550,PL,1711
11550,PSTU,2
11550,PT,10490
11550,PTB,13
11550,UNIÃO,66
11550,UP,1
11576,DC,4
11576,MDB,401
11576,NOVO,22
11576,PCB,6
11576,PDT,790
11576,PL,4900
11576,PSTU,5
11576,PT,17672
11576,PTB,11
11576,UNIÃO,176
11576,UP,3
11592,DC,4
11592,MDB,575
11592,NOVO,70
11592,PCB,8
11592,PDT,1417
11592,PL,10134
11592,PSTU,2
11592,PT,31183
11592,PTB,17
11592,UNIÃO,194
11592,UP,8
00116,DC,1
00116,MDB,572
00116,NOVO,45
00116,PCB,6
00116,PDT,342
00116,PL,13773
00116,PSTU,3
00116,PT,4887
00116,PTB,10
00116,UNIÃO,93
00116,UP,2
11614,MDB,60
11614,NOVO,5
11614,PCB,1
11614,PDT,188
11614,PL,1091
11614,PT,5589
11614,PTB,8
11614,UNIÃO,68
11630,DC,3
11630,MDB,73
11630,NOVO,5
11630,PCB,5
11630,PDT,334
11630,PL,1321
11630,PSTU,3
11630,PT,9375
11630,PTB,7
11630,UNIÃO,77
11657,DC,1
11657,MDB,253
11657,NOVO,32
11657,PCB,3
11657,PDT,392
11657,PL,3650
11657,PSTU,1
11657,PT,14425
11657,PTB,6
11657,UNIÃO,98
11657,UP,2
11673,DC,4
11673,MDB,579
11673,NOVO,37
11673,PCB,8
11673,PDT,1142
11673,PL,8085
11673,PSTU,8
11673,PT,27351
11673,PTB,22
11673,UNIÃO,183
11673,UP,3
11690,MDB,49
11690,NOVO,4
11690,PCB,1
11690,PDT,151
11690,PL,1207
11690,PT,5291
11690,PTB,5
11690,UNIÃO,44
11711,MDB,35
11711,PDT,44
11711,PL,310
11711,PT,2209
11711,PTB,3
11711,UNIÃO,19
11738,DC,1
11738,MDB,140
11738,NOVO,1
11738,PCB,4
11738,PDT,113
11738,PL,1180
11738,PT,3558
11738,PTB,6
11738,UNIÃO,27
11738,UP,1
11754,MDB,147
11754,NOVO,6
11754,PCB,1
11754,PDT,200
11754,PL,1196
11754,PSTU,2
11754,PT,8526
11754,PTB,8
11754,UNIÃO,49
11754,UP,1
11770,MDB,60
11770,NOVO,2
11770,PDT,70
11770,PL,876
11770,PT,3063
11770,PTB,2
11770,UNIÃO,31
11770,UP,1
11797,MDB,50
11797,NOVO,1
11797,PDT,74
11797,PL,495
11797,PT,3406
11797,PTB,3
11797,UNIÃO,13
11819,MDB,31
11819,NOVO,2
11819,PDT,93
11819,PL,518
11819,PSTU,1
11819,PT,3770
11819,PTB,3
11819,UNIÃO,22
11819,UP,1
11835,MDB,61
11835,NOVO,2
11835,PCB,1
11835,PDT,88
11835,PL,853
11835,PSTU,1
11835,PT,2961
11835,PTB,3
11835,UNIÃO,32
11835,UP,2
11851,MDB,43
11851,NOVO,3
11851,PDT,99
11851,PL,895
11851,PT,2906
11851,PTB,3
11851,UNIÃO,28
11851,UP,1
11878,MDB,32
11878,NOVO,6
11878,PCB,1
11878,PDT,163
11878,PL,793
11878,PT,3698
11878,UNIÃO,26
11878,UP,2
11894,MDB,7
11894,NOVO,4
11894,PCB,1
11894,PDT,39
11894,PL,344
11894,PSTU,1
11894,PT,2330
11894,PTB,1
11894,UNIÃO,7
11916,MDB,53
11916,NOVO,2
11916,PDT,131
11916,PL,566
11916,PT,2163
11916,PTB,1
11916,UNIÃO,21
11932,MDB,59
11932,NOVO,1
11932,PDT,106
11932,PL,1090
11932,PT,3104
11932,PTB,6
11932,UNIÃO,40
11959,MDB,58
11959,NOVO,6
11959,PDT,126
11959,PL,730
11959,PT,2611
11959,PTB,4
11959,UNIÃO,30
11975,MDB,108
11975,NOVO,3
11975,PCB,1
11975,PDT,135
11975,PL,782
11975,PSTU,1
11975,PT,4026
11975,PTB,7
11975,UNIÃO,20
11991,DC,3
11991,MDB,141
11991,NOVO,14
11991,PCB,1
11991,PDT,318
11991,PL,2075
11991,PSTU,1
11991,PT,9220
11991,PTB,5
11991,UNIÃO,77
11991,UP,3
12009,MDB,27
12009,PDT,123
12009,PL,539
12009,PT,3127
12009,PTB,1
12009,UNIÃO,33
12017,MDB,25
12017,PDT,62
12017,PL,303
12017,PT,1983
12017,PTB,1
12017,UNIÃO,9
12025,MDB,23
12025,PCB,1
12025,PDT,55
12025,PL,422
12025,PSTU,1
12025,PT,2530
12025,UNIÃO,28
12033,MDB,46
12033,PCB,1
12033,PDT,41
12033,PL,602
12033,PT,3882
12033,PTB,3
12033,UNIÃO,22
12041,MDB,81
12041,PDT,57
12041,PL,499
12041,PT,2727
12041,PTB,2
12041,UNIÃO,9
12050,MDB,40
12050,NOVO,3
12050,PCB,1
12050,PDT,131
12050,PL,1170
12050,PT,2885
12050,PTB,1
12050,UNIÃO,29
12068,DC,1
12068,MDB,25
12068,NOVO,2
12068,PDT,53
12068,PL,1018
12068,PT,2176
12068,PTB,2
12068,UNIÃO,17
12076,MDB,126
