codigo_tse,sigla_partido,votos
00019,MDB,785
00019,NOVO,31
00019,PCB,1
00019,PDT,423
00019,PL,12157
00019,PSTU,1
00019,PT,7028
00019,PTB,11
00019,UNIÃO,109
00019,UP,7
19003,MDB,87
19003,NOVO,1
19003,PCB,1
19003,PDT,75
19003,PL,902
19003,PT,2376
19003,PTB,2
19003,UNIÃO,19
19011,DC,1
19011,MDB,62
19011,NOVO,6
19011,PDT,121
19011,PL,672
19011,PSTU,1
19011,PT,4946
19011,PTB,9
19011,UNIÃO,39
19011,UP,1
19020,MDB,162
19020,NOVO,3
19020,PCB,3
19020,PDT,164
19020,PL,1402
19020,PT,3849
19020,PTB,2
19020,UNIÃO,31
19038,MDB,28
19038,PDT,108
19038,PL,571
19038,PSTU,1
19038,PT,2965
19038,PTB,3
19038,UNIÃO,7
19046,MDB,79
19046,NOVO,1
19046,PCB,2
19046,PDT,89
19046,PL,834
19046,PSTU,1
19046,PT,3153
19046,PTB,3
19046,UNIÃO,29
19046,UP,1
19054,DC,2
19054,MDB,286
19054,NOVO,11
19054,PCB,4
19054,PDT,391
19054,PL,3573
19054,PSTU,3
19054,PT,11860
19054,PTB,11
19054,UNIÃO,63
19054,UP,3
19062,MDB,146
19062,NOVO,4
19062,PCB,2
19062,PDT,119
19062,PL,1085
19062,PSTU,1
19062,PT,3519
19062,PTB,5
19062,UNIÃO,16
19062,UP,1
19070,DC,2
19070,MDB,268
19070,NOVO,8
19070,PCB,6
19070,PDT,577
19070,PL,2243
19070,PT,8721
19070,PTB,7
19070,UNIÃO,36
19070,UP,4
19089,MDB,91
19089,NOVO,5
19089,PCB,1
19089,PDT,104
19089,PL,834
19089,PT,4137
19089,PTB,4
19089,UNIÃO,22
19097,MDB,152
19097,NOVO,8
19097,PCB,3
19097,PDT,203
19097,PL,1385
19097,PSTU,1
19097,PT,7026
19097,PTB,8
19097,UNIÃO,38
19097,UP,1
00191,DC,3
00191,MDB,401
00191,NOVO,27
00191,PCB,2
00191,PDT,209
00191,PL,7589
00191,PSTU,1
00191,PT,2889
00191,PTB,6
00191,UNIÃO,83
00191,UP,2
19100,DC,1
19100,MDB,124
19100,NOVO,1
19100,PCB,1
19100,PDT,114
19100,PL,650
19100,PT,3402
19100,PTB,4
19100,UNIÃO,26
19119,MDB,310
19119,NOVO,8
19119,PCB,3
19119,PDT,308
19119,PL,5275
19119,PSTU,1
19119,PT,8729
19119,PTB,3
19119,UNIÃO,49
19127,MDB,54
19127,NOVO,4
19127,PDT,91
19127,PL,720
19127,PT,2569
19127,PTB,3
19127,UNIÃO,24
19135,MDB,111
19135,NOVO,7
19135,PCB,3
19135,PDT,329
19135,PL,1697
19135,PT,8822
19135,PTB,5
19135,UNIÃO,54
19135,UP,3
19143,MDB,67
19143,NOVO,1
19143,PDT,71
19143,PL,603
19143,PSTU,1
19143,PT,2566
19143,PTB,3
19143,UNIÃO,13
19151,DC,3
19151,MDB,152
19151,NOVO,12
19151,PCB,3
19151,PDT,280
19151,PL,1557
19151,PT,8345
19151,PTB,2
19151,UNIÃO,21
19151,UP,4
19160,DC,2
19160,MDB,80
19160,NOVO,4
19160,PDT,80
19160,PL,897
19160,PT,2102
19160,UNIÃO,4
19178,MDB,128
19178,NOVO,7
19178,PDT,242
19178,PL,1255
19178,PSTU,2
19178,PT,4725
19178,PTB,6
19178,UNIÃO,19
19186,DC,1
19186,MDB,52
19186,NOVO,3
19186,PDT,90
19186,PL,665
19186,PT,2532
19186,PTB,2
19186,UNIÃO,4
19186,UP,2
19194,MDB,222
19194,NOVO,10
19194,PCB,2
19194,PDT,307
19194,PL,2175
19194,PSTU,1
19194,PT,7030
19194,PTB,6
19194,UNIÃO,31
19194,UP,1
19208,MDB,42
19208,NOVO,1
19208,PDT,52
19208,PL,439
19208,PT,1842
19208,PTB,2
19208,UNIÃO,2
19216,DC,7
19216,MDB,249
19216,NOVO,26
19216,PCB,7
19216,PDT,406
19216,PL,2669
19216,PSTU,4
19216,PT,10263
19216,PTB,8
19216,UNIÃO,54
19216,UP,5
19224,MDB,49
19224,NOVO,5
19224,PDT,91
19224,PL,527
19224,PT,1593
19224,PTB,3
19224,UNIÃO,6
19232,DC,1
19232,MDB,143
19232,NOVO,6
19232,PDT,139
19232,PL,1029
19232,PSTU,1
19232,PT,3300
19232,PTB,3
19232,UNIÃO,10
19232,UP,3
19240,MDB,60
19240,NOVO,2
19240,PDT,95
19240,PL,597
19240,PT,2678
19240,PTB,1
19240,UNIÃO,7
19240,UP,1
19259,MDB,189
19259,NOVO,10
19259,PCB,2
19259,PDT,304
19259,PL,2131
19259,PT,9398
19259,PTB,6
19259,UNIÃO,17
19259,UP,2
19267,MDB,39
19267,NOVO,1
19267,PCB,1
19267,PDT,58
19267,PL,354
19267,PT,1779
19267,PTB,3
19267,UNIÃO,7
19275,MDB,90
19275,NOVO,1
19275,PDT,64
19275,PL,430
19275,PSTU,1
19275,PT,2703
19275,UNIÃO,8
19283,MDB,26
19283,NOVO,2
19283,PDT,99
19283,PL,305
19283,PT,2189
19283,PTB,4
19283,UNIÃO,7
19291,MDB,107
19291,NOVO,4
19291,PCB,1
19291,PDT,81
19291,PL,892
19291,PT,4775
19291,PTB,1
19291,UNIÃO,18
19291,UP,2
19305,DC,2
19305,MDB,52
19305,NOVO,6
19305,PCB,1
19305,PDT,94
19305,PL,520
19305,PT,2743
19305,PTB,4
19305,UNIÃO,10
19305,UP,1
19313,DC,2
19313,MDB,351
19313,NOVO,14
19313,PCB,6
19313,PDT,397
19313,PL,2317
19313,PSTU,1
19313,PT,10394
19313,PTB,8
19313,UNIÃO,52
19321,DC,1
19321,MDB,39
19321,NOVO,2
19321,PDT,79
19321,PL,638
19321,PT,2379
19321,PTB,1
19321,UNIÃO,4
19330,MDB,132
19330,NOVO,7
19330,PCB,2
19330,PDT,165
19330,PL,1367
19330,PT,6603
19330,PTB,2
19330,UNIÃO,26
19330,UP,1
19348,MDB,16
19348,NOVO,3
19348,PDT,46
19348,PL,229
19348,PT,1525
19348,UNIÃO,10
19348,UP,1
19356,MDB,61
19356,NOVO,2
19356,PDT,136
19356,PL,1159
19356,PT,3331
19356,PTB,6
19356,UNIÃO,17
19364,MDB,44
19364,PCB,1
19364,PDT,83
19364,PL,513
19364,PT,3693
19364,PTB,3
19364,UNIÃO,25
19364,UP,1
19372,DC,7
19372,MDB,1847
19372,NOVO,119
19372,PCB,20
19372,PDT,1627
19372,PL,25160
19372,PSTU,10
19372,PT,30224
19372,PTB,33
19372,UNIÃO,256
19372,UP,7
19380,DC,1
19380,MDB,32
19380,NOVO,1
19380,PCB,2
19380,PDT,61
19380,PL,464
19380,PT,2353
19380,PTB,4
19380,UNIÃO,11
19399,MDB,162
19399,NOVO,7
19399,PCB,2
19399,PDT,304
19399,PL,2525
19399,PSTU,2
19399,PT,6638
19399,PTB,4
19399,UNIÃO,38
19399,UP,1
19402,MDB,25
19402,NOVO,2
19402,PCB,1
19402,PDT,85
19402,PL,376
19402,PSTU,1
19402,PT,2378
19402,PTB,1
19402,UNIÃO,9
19410,DC,4
19410,MDB,76
19410,NOVO,5
19410,PCB,2
19410,PDT,145
19410,PL,1077
19410,PT,3502
19410,PTB,1
19410,UNIÃO,6
19429,DC,1
19429,MDB,24
19429,NOVO,3
19429,PDT,120
19429,PL,478
19429,PT,1800
19429,PTB,3
19429,UNIÃO,4
19437,MDB,72
19437,NOVO,5
19437,PCB,2
19437,PDT,90
19437,PL,587
19437,PSTU,1
19437,PT,3060
19437,PTB,4
19437,UNIÃO,19
19437,UP,1
19445,MDB,29
19445,NOVO,1
19445,PDT,56
19445,PL,229
19445,PSTU,2
19445,PT,2131
19445,PTB,1
19445,UNIÃO,16
19453,MDB,19
19453,NOVO,2
19453,PDT,69
19453,PL,230
19453,PT,2059
19453,UNIÃO,1
19461,MDB,69
19461,NOVO,3
19461,PDT,149
19461,PL,1201
19461,PT,3448
19461,PTB,2
19461,UNIÃO,23
19470,MDB,70
19470,NOVO,2
19470,PDT,122
19470,PL,344
19470,PT,3112
19470,UNIÃO,8
19488,MDB,12
19488,PDT,34
19488,PL,176
19488,PT,1969
19488,PTB,3
19488,UNIÃO,25
19496,DC,1
19496,MDB,68
19496,NOVO,2
19496,PCB,1
19496,PDT,134
19496,PL,1269
19496,PT,4223
19496,PTB,4
19496,UNIÃO,26
19496,UP,1
19500,MDB,24
19500,NOVO,1
19500,PCB,1
19500,PDT,48
19500,PL,323
19500,PSTU,1
19500,PT,1923
19500,UNIÃO,22
19518,DC,3
19518,MDB,235
19518,NOVO,14
19518,PCB,4
19518,PDT,309
19518,PL,3255
19518,PSTU,1
19518,PT,7821
19518,PTB,2
19518,UNIÃO,42
19518,UP,1
19526,MDB,22
19526,PDT,89
19526,PL,422
19526,PT,2491
19526,PTB,6
19526,UNIÃO,16
19534,MDB,62
19534,NOVO,3
19534,PCB,2
19534,PDT,184
19534,PL,662
19534,PSTU,2
19534,PT,3172
19534,PTB,1
19534,UNIÃO,8
19542,MDB,25
19542,NOVO,1
19542,PCB,1
19542,PDT,61
19542,PL,429
19542,PT,1273
19542,PTB,2
19542,UNIÃO,20
19550,MDB,66
19550,NOVO,3
19550,PCB,2
19550,PDT,74
19550,PL,616
19550,PT,2576
19550,PTB,4
19550,UNIÃO,25
19550,UP,1
19569,MDB,18
19569,PDT,48
19569,PL,217
19569,PSTU,1
19569,PT,2544
19569,PTB,2
19569,UNIÃO,25
19577,DC,2
19577,MDB,102
19577,NOVO,7
19577,PDT,305
19577,PL,1983
19577,PT,5514
19577,PTB,6
19577,UNIÃO,24
19577,UP,3
19585,MDB,14
19585,NOVO,1
19585,PCB,2
19585,PDT,34
19585,PL,226
19585,PT,1764
19585,PTB,1
19585,UNIÃO,5
19593,MDB,28
19593,NOVO,2
19593,PCB,1
19593,PDT,151
19593,PL,1121
19593,PSTU,1
19593,PT,3335
19593,PTB,3
19593,UNIÃO,10
19607,MDB,83
19607,NOVO,2
19607,PCB,2
19607,PDT,142
19607,PL,602
19607,PSTU,1
19607,PT,3531
19607,PTB,2
19607,UNIÃO,23
19615,DC,1
19615,MDB,281
19615,NOVO,11
19615,PCB,4
19615,PDT,241
19615,PL,3743
19615,PT,8633
19615,PTB,4
19615,UNIÃO,36
19615,UP,2
19623,MDB,74
19623,NOVO,1
19623,PCB,3
19623,PDT,198
19623,PL,891
19623,PSTU,1
19623,PT,4626
19623,PTB,5
19623,UNIÃO,17
19631,MDB,67
19631,NOVO,6
19631,PDT,200
19631,PL,1131
19631,PT,2555
19631,PTB,3
19631,UNIÃO,9
19640,MDB,30
19640,PCB,1
19640,PDT,65
19640,PL,316
19640,PT,2543
19640,PTB,4
19640,UNIÃO,15
19658,DC,6
19658,MDB,1335
19658,NOVO,97
19658,PCB,10
19658,PDT,1306
19658,PL,16630
19658,PSTU,8
19658,PT,19453
19658,PTB,22
19658,UNIÃO,146
19658,UP,19
19666,MDB,50
19666,NOVO,1
19666,PDT,53
19666,PL,250
19666,PT,1550
19666,UNIÃO,3
19674,MDB,43
19674,NOVO,3
19674,PDT,162
19674,PL,742
19674,PT,4870
19674,PTB,4
19674,UNIÃO,18
19682,MDB,14
19682,PDT,81
19682,PL,382
19682,PT,1846
19682,PTB,2
19682,UNIÃO,6
19682,UP,1
19690,MDB,29
19690,NOVO,2
19690,PCB,1
19690,PDT,53
19690,PL,494
19690,PSTU,2
19690,PT,2455
19690,PTB,2
19690,UNIÃO,8
19690,UP,1
19704,MDB,19
19704,NOVO,2
19704,PDT,45
19704,PL,258
19704,PT,1196
19704,PTB,1
19704,UNIÃO,8
19712,DC,1
19712,MDB,170
19712,NOVO,14
19712,PCB,1
19712,PDT,232
19712,PL,2056
19712,PSTU,1
19712,PT,7392
19712,PTB,6
19712,UNIÃO,44
19712,UP,3
19720,MDB,24
19720,PDT,36
19720,PL,307
19720,PT,1345
19720,PTB,1
19720,UNIÃO,3
19720,UP,2
19739,MDB,121
19739,PDT,97
19739,PL,1168
19739,PSTU,1
19739,PT,3188
19739,PTB,5
19739,UNIÃO,9
19747,MDB,79
19747,NOVO,4
19747,PCB,1
19747,PDT,131
19747,PL,828
19747,PT,2641
19747,PTB,3
19747,UNIÃO,18
19755,DC,3
19755,MDB,429
19755,NOVO,56
19755,PCB,3
19755,PDT,1185
19755,PL,6105
19755,PSTU,4
19755,PT,28685
19755,PTB,18
19755,UNIÃO,53
19755,UP,4
19763,MDB,99
19763,NOVO,3
19763,PDT,159
19763,PL,1309
19763,PT,2261
19763,PTB,8
19763,UNIÃO,21
19771,MDB,86
19771,NOVO,3
19771,PDT,84
19771,PL,869
19771,PSTU,1
19771,PT,3136
19771,UNIÃO,12
19771,UP,1
19780,MDB,116
19780,NOVO,4
19780,PCB,3
19780,PDT,181
19780,PL,1268
19780,PSTU,2
19780,PT,4145
19780,PTB,2
19780,UNIÃO,27
19780,UP,1
19798,DC,2
19798,MDB,50
19798,NOVO,3
19798,PDT,76
19798,PL,441
19798,PSTU,3
19798,PT,4047
19798,PTB,5
19798,UNIÃO,10
19801,MDB,86
19801,NOVO,3
19801,PCB,1
19801,PDT,141
19801,PL,773
19801,PT,2998
19801,PTB,4
19801,UNIÃO,16
19810,DC,46
19810,MDB,8327
19810,NOVO,732
19810,PCB,83
19810,PDT,9696
19810,PL,102633
19810,PSTU,25
19810,PT,118874
19810,PTB,163
19810,UNIÃO,942
19810,UP,102
19828,MDB,33
19828,NOVO,1
19828,PDT,41
19828,PL,537
19828,PT,1360
19828,PTB,3
19828,UNIÃO,8
19836,MDB,18
19836,PCB,1
19836,PDT,51
19836,PL,232
19836,PSTU,1
19836,PT,1422
19836,PTB,5
19844,MDB,69
19844,NOVO,2
19844,PCB,1
19844,PDT,164
19844,PL,1158
19844,PT,4090
19844,PTB,2
19844,UNIÃO,11
19844,UP,1
19852,MDB,83
19852,NOVO,2
19852,PCB,1
19852,PDT,118
19852,PL,821
19852,PT,2842
19852,PTB,1
19852,UNIÃO,14
19860,MDB,27
19860,NOVO,1
19860,PDT,126
19860,PL,621
19860,PT,2459
19860,UNIÃO,9
19879,DC,3
19879,MDB,188
19879,NOVO,15
19879,PCB,1
19879,PDT,544
19879,PL,3665
19879,PSTU,5
19879,PT,12620
19879,PTB,7
19879,UNIÃO,47
19879,UP,3
19887,MDB,59
19887,NOVO,3
19887,PDT,95
19887,PL,623
19887,PT,3037
19887,PTB,4
19887,UNIÃO,19
19895,DC,1
19895,MDB,86
19895,NOVO,6
19895,PCB,2
19895,PDT,328
19895,PL,1987
19895,PT,8425
19895,PTB,10
19895,UNIÃO,53
19895,UP,2
19909,MDB,30
19909,NOVO,1
19909,PDT,46
19909,PL,238
19909,PT,1378
19909,PTB,2
19909,UNIÃO,8
19917,MDB,46
19917,NOVO,7
19917,PDT,120
19917,PL,667
19917,PT,3380
19917,PTB,3
19917,UNIÃO,23
19925,MDB,16
19925,NOVO,1
19925,PDT,50
19925,PL,287
19925,PT,1918
19925,PTB,3
19925,UNIÃO,4
19933,DC,1
19933,MDB,390
19933,NOVO,10
19933,PCB,1
19933,PDT,384
19933,PL,6093
19933,PT,10649
19933,PTB,13
19933,UNIÃO,71
19933,UP,5
19941,DC,1
19941,MDB,78
19941,NOVO,9
19941,PDT,189
19941,PL,1345
19941,PT,3314
19941,PTB,1
19941,UNIÃO,18
19941,UP,1
19950,MDB,90
19950,NOVO,3
19950,PDT,108
19950,PL,655
19950,PT,3395
19950,PTB,1
19950,UNIÃO,2
19968,MDB,61
19968,NOVO,4
19968,PCB,1
19968,PDT,110
19968,PL,770
19968,PT,4570
19968,PTB,2
19968,UNIÃO,17
19976,DC,2
19976,MDB,106
19976,NOVO,2
19976,PCB,3
19976,PDT,216
19976,PL,1788
19976,PSTU,2
19976,PT,6736
19976,PTB,3
19976,UNIÃO,32
19984,MDB,53
19984,NOVO,3
19984,PCB,1
19984,PDT,100
19984,PL,532
19984,PT,3355
19984,PTB,3
19984,UNIÃO,17
19992,MDB,292
19992,NOVO,2
19992,PDT,202
19992,PL,3076
19992,PSTU,5
19992,PT,8879
19992,PTB,9
19992,UNIÃO,75
19992,UP,1
20001,DC,1
20001,MDB,85
20001,NOVO,3
20001,PDT,184
20001,PL,1215
20001,PT,4000
20001,PTB,4
20001,UNIÃO,28
20001,UP,1
20010,DC,1
20010,MDB,92
20010,NOVO,6
20010,PCB,1
20010,PDT,133
20010,PL,1084
20010,PSTU,1
20010,PT,3677
20010,PTB,3
20010,UNIÃO,24
02003,MDB,172
02003,NOVO,11
02003,PCB,1
02003,PDT,89
02003,PL,4600
02003,PT,2885
02003,PTB,1
02003,UNIÃO,45
20036,DC,2
20036,MDB,170
20036,NOVO,17
20036,PCB,4
20036,PDT,409
20036,PL,1964
20036,PT,10224
20036,PTB,10
20036,UNIÃO,28
20036,UP,2
20052,MDB,55
20052,NOVO,1
20052,PCB,3
20052,PDT,160
20052,PL,839
20052,PSTU,1
20052,PT,3143
20052,PTB,3
20052,UNIÃO,12
20052,UP,1
20079,MDB,54
20079,NOVO,1
20079,PDT,66
20079,PL,320
20079,PSTU,1
20079,PT,1302
20079,UNIÃO,19
20095,DC,1
20095,MDB,61
20095,NOVO,1
20095,PDT,138
20095,PL,946
20095,PT,4426
20095,PTB,5
20095,UNIÃO,20
20095,UP,1
02011,MDB,290
02011,NOVO,11
02011,PCB,1
02011,PDT,138
02011,PL,3677
02011,PSTU,1
02011,PT,4505
02011,PTB,3
02011,UNIÃO,82
02011,UP,1
20117,MDB,48
20117,NOVO,1
20117,PCB,1
20117,PDT,94
20117,PL,482
20117,PT,1722
20117,PTB,2
20117,UNIÃO,3
20133,MDB,69
20133,NOVO,1
20133,PDT,102
20133,PL,651
20133,PSTU,1
20133,PT,3144
20133,PTB,3
20133,UNIÃO,15
20133,UP,1
20150,MDB,63
20150,NOVO,4
20150,PCB,1
20150,PDT,121
20150,PL,816
20150,PSTU,1
20150,PT,5653
20150,PTB,4
20150,UNIÃO,37
20150,UP,1
20176,DC,2
20176,MDB,53
20176,NOVO,4
20176,PDT,63
20176,PL,564
20176,PT,2051
20176,PTB,3
20176,UNIÃO,7
20192,MDB,54
20192,NOVO,1
20192,PCB,1
20192,PDT,71
20192,PL,486
20192,PT,1875
20192,PTB,2
20192,UNIÃO,8
02020,MDB,242
02020,NOVO,4
02020,PCB,5
02020,PDT,141
02020,PL,4154
02020,PT,3135
02020,PTB,4
02020,UNIÃO,74
02020,UP,1
20214,DC,2
20214,MDB,465
20214,NOVO,44
20214,PCB,5
20214,PDT,673
20214,PL,5268
20214,PSTU,1
20214,PT,12510
20214,PTB,14
20214,UNIÃO,52
20214,UP,4
20230,DC,1
20230,MDB,117
20230,NOVO,8
20230,PCB,1
20230,PDT,192
20230,PL,1263
20230,PT,5742
20230,PTB,6
20230,UNIÃO,38
20230,UP,1
20257,MDB,27
20257,NOVO,1
20257,PCB,1
20257,PDT,82
20257,PL,510
20257,PT,1619
20257,PTB,4
20257,UNIÃO,15
20273,DC,3
20273,MDB,892
20273,NOVO,43
20273,PCB,6
20273,PDT,1189
20273,PL,11134
20273,PSTU,3
20273,PT,20150
20273,PTB,16
20273,UNIÃO,91
20273,UP,4
20290,MDB,189
20290,NOVO,4
20290,PCB,1
20290,PDT,146
20290,PL,1912
20290,PSTU,2
20290,PT,6346
20290,PTB,4
20290,UNIÃO,17
20311,MDB,40
20311,NOVO,2
20311,PCB,1
20311,PDT,56
20311,PL,339
20311,PT,2055
20311,PTB,1
20311,UNIÃO,7
20311,UP,1
20338,MDB,48
20338,NOVO,2
20338,PCB,1
20338,PDT,98
20338,PL,570
20338,PT,3244
20338,PTB,2
20338,UNIÃO,13
20354,MDB,91
20354,NOVO,4
20354,PCB,1
20354,PDT,102
20354,PL,722
20354,PSTU,1
20354,PT,5274
20354,PTB,4
20354,UNIÃO,11
20354,UP,1
20370,DC,2
20370,MDB,189
20370,NOVO,10
20370,PCB,2
20370,PDT,291
20370,PL,3027
20370,PT,7757
20370,PTB,6
20370,UNIÃO,35
02038,DC,1
02038,MDB,321
02038,NOVO,7
02038,PDT,73
02038,PL,3066
02038,PSTU,1
02038,PT,4574
02038,PTB,1
02038,UNIÃO,45
20397,MDB,306
20397,NOVO,12
20397,PCB,2
20397,PDT,299
20397,PL,5056
20397,PSTU,2
20397,PT,9176
20397,PTB,10
20397,UNIÃO,51
20419,DC,1
20419,MDB,197
20419,NOVO,20
20419,PCB,4
20419,PDT,458
20419,PL,2520
20419,PSTU,2
20419,PT,9547
20419,PTB,3
20419,UNIÃO,60
20419,UP,1
20435,MDB,233
20435,NOVO,6
20435,PCB,5
20435,PDT,226
20435,PL,2186
20435,PSTU,2
20435,PT,7466
20435,PTB,15
20435,UNIÃO,64
20435,UP,1
20451,MDB,107
20451,NOVO,3
20451,PCB,1
20451,PDT,127
20451,PL,1505
20451,PT,4743
20451,PTB,6
20451,UNIÃO,21
20451,UP,3
02046,MDB,542
02046,NOVO,14
02046,PDT,171
02046,PL,4226
02046,PSTU,2
02046,PT,7716
02046,PTB,9
02046,UNIÃO,121
02046,UP,4
20478,DC,1
20478,MDB,245
20478,NOVO,13
20478,PDT,279
20478,PL,2527
20478,PT,6927
20478,PTB,8
20478,UNIÃO,36
20494,DC,1
20494,MDB,40
20494,NOVO,2
20494,PCB,1
20494,PDT,143
20494,PL,732
20494,PSTU,1
20494,PT,4328
20494,PTB,3
20494,UNIÃO,20
20516,DC,75
20516,MDB,15761
20516,NOVO,1479
20516,PCB,179
20516,PDT,17652
20516,PL,203971
20516,PSTU,107
20516,PT,217243
20516,PTB,265
20516,UNIÃO,1555
20516,UP,231
20532,MDB,83
20532,NOVO,3
20532,PDT,125
20532,PL,1234
20532,PSTU,1
20532,PT,4321
20532,PTB,4
20532,UNIÃO,25
02054,DC,1
02054,MDB,154
02054,PCB,1
02054,PDT,77
02054,PL,1051
02054,PT,4724
02054,PTB,1
02054,UNIÃO,54
20559,DC,2
20559,MDB,141
20559,NOVO,7
20559,PCB,4
20559,PDT,248
20559,PL,2141
20559,PSTU,2
20559,PT,7593
20559,PTB,12
20559,UNIÃO,32
20559,UP,2
20575,MDB,82
20575,NOVO,6
20575,PCB,1
20575,PDT,166
20575,PL,870
20575,PSTU,1
20575,PT,3305
20575,PTB,3
20575,UNIÃO,17
20575,UP,2
20591,MDB,101
20591,NOVO,6
20591,PCB,2
20591,PDT,141
20591,PL,1867
20591,PT,5481
20591,PTB,7
20591,UNIÃO,32
20591,UP,1
20613,DC,1
20613,MDB,36
20613,NOVO,3
20613,PDT,143
20613,PL,629
20613,PSTU,1
20613,PT,4819
20613,PTB,5
20613,UNIÃO,47
20613,UP,1
20630,MDB,34
20630,NOVO,5
20630,PCB,2
20630,PDT,82
20630,PL,461
20630,PT,2933
20630,PTB,3
20630,UNIÃO,25
20656,DC,1
20656,MDB,125
20656,NOVO,6
20656,PCB,1
20656,PDT,114
20656,PL,1067
20656,PSTU,3
20656,PT,3998
20656,UNIÃO,21
20672,DC,4
20672,MDB,452
20672,NOVO,15
20672,PCB,3
20672,PDT,536
20672,PL,5279
20672,PSTU,1
20672,PT,9738
20672,PTB,11
20672,UNIÃO,72
20672,UP,2
20699,MDB,28
20699,NOVO,4
20699,PCB,1
20699,PDT,72
20699,PL,493
20699,PT,2755
20699,PTB,2
20699,UNIÃO,11
02070,MDB,499
02070,NOVO,8
02070,PCB,5
02070,PDT,279
02070,PL,6885
02070,PSTU,1
02070,PT,13625
02070,PTB,9
02070,UNIÃO,164
02070,UP,2
20710,MDB,56
20710,NOVO,2
20710,PCB,2
20710,PDT,141
20710,PL,869
20710,PT,3234
20710,PTB,1
20710,UNIÃO,5
20710,UP,1
20737,MDB,245
20737,NOVO,10
20737,PCB,2
20737,PDT,221
20737,PL,2885
20737,PT,6128
20737,PTB,9
20737,UNIÃO,55
20737,UP,2
20753,MDB,28
20753,NOVO,1
20753,PCB,1
20753,PDT,79
20753,PL,455
20753,PSTU,2
20753,PT,2363
20753,PTB,4
20753,UNIÃO,17
20770,DC,1
20770,MDB,41
20770,NOVO,3
20770,PCB,1
20770,PDT,102
20770,PL,491
20770,PT,3251
20770,PTB,2
20770,UNIÃO,3
20770,UP,1
20796,DC,3
20796,MDB,643
20796,NOVO,45
20796,PCB,3
20796,PDT,615
20796,PL,7160
20796,PSTU,1
20796,PT,16631
20796,PTB,14
20796,UNIÃO,102
20796,UP,2
20818,DC,1
20818,MDB,102
20818,NOVO,10
20818,PCB,1
20818,PDT,146
20818,PL,661
20818,PSTU,1
20818,PT,5412
20818,PTB,6
20818,UNIÃO,42
20818,UP,1
20834,DC,1
20834,MDB,281
20834,NOVO,13
20834,PCB,2
20834,PDT,302
20834,PL,3414
20834,PSTU,4
20834,PT,9659
20834,PTB,16
20834,UNIÃO,49
20850,DC,2
20850,MDB,247
20850,NOVO,6
20850,PCB,3
20850,PDT,217
20850,PL,2216
20850,PSTU,1
20850,PT,6241
20850,PTB,2
20850,UNIÃO,33
20850,UP,2
20877,DC,1
20877,MDB,96
20877,NOVO,6
20877,PCB,2
20877,PDT,133
20877,PL,1610
20877,PSTU,1
20877,PT,4270
20877,PTB,3
20877,UNIÃO,13
20877,UP,3
20893,DC,1
20893,MDB,158
20893,NOVO,6
20893,PCB,1
20893,PDT,122
20893,PL,2275
20893,PT,5680
20893,PTB,7
20893,UNIÃO,15
20893,UP,1
20915,DC,1
20915,MDB,75
20915,NOVO,4
20915,PCB,4
20915,PDT,110
20915,PL,934
20915,PT,2679
20915,PTB,4
20915,UNIÃO,10
20931,MDB,83
20931,NOVO,2
20931,PDT,82
20931,PL,339
20931,PT,2399
20931,PTB,1
20931,UNIÃO,25
20931,UP,1
20958,DC,1
20958,MDB,231
20958,NOVO,17
20958,PCB,2
20958,PDT,594
20958,PL,3732
20958,PSTU,2
20958,PT,15433
20958,PTB,15
20958,UNIÃO,72
20958,UP,1
02097,MDB,218
02097,NOVO,1
02097,PCB,1
02097,PDT,98
02097,PL,2299
02097,PSTU,2
02097,PT,4675
02097,PTB,1
02097,UNIÃO,93
20974,DC,1
20974,MDB,209
20974,NOVO,4
20974,PDT,157
20974,PL,1480
20974,PSTU,2
20974,PT,5197
20974,PTB,8
20974,UNIÃO,25
20974,UP,1
20990,DC,1
20990,MDB,108
20990,NOVO,2
20990,PCB,3
20990,PDT,158
20990,PL,1059
20990,PSTU,2
20990,PT,3498
20990,PTB,9
20990,UNIÃO,29
20990,UP,1
21016,MDB,76
21016,NOVO,3
21016,PDT,121
21016,PL,700
21016,PT,4549
21016,PTB,2
21016,UNIÃO,19
21032,DC,3
21032,MDB,87
21032,NOVO,5
21032,PCB,2
21032,PDT,240
21032,PL,1072
21032,PSTU,1
21032,PT,4471
21032,PTB,2
21032,UNIÃO,33
21059,MDB,50
21059,NOVO,3
21059,PCB,1
21059,PDT,95
21059,PL,491
21059,PT,3011
21059,PTB,3
21059,UNIÃO,19
21075,MDB,68
21075,NOVO,6
21075,PDT,86
21075,PL,345
21075,PT,2282
21075,PTB,2
21075,UNIÃO,9
21091,DC,1
21091,MDB,73
21091,NOVO,4
21091,PCB,3
21091,PDT,165
21091,PL,827
21091,PT,3858
21091,PTB,6
21091,UNIÃO,55
21113,MDB,71
21113,NOVO,7
21113,PCB,3
21113,PDT,132
21113,PL,683
21113,PT,2215
21113,PTB,1
21113,UNIÃO,7
21113,UP,1
21130,DC,1
21130,MDB,16
21130,NOVO,1
21130,PCB,1
21130,PDT,49
21130,PL,432
21130,PT,1905
21130,PTB,1
21130,UNIÃO,14
21156,MDB,48
21156,NOVO,2
21156,PDT,46
21156,PL,382
21156,PT,1522
21156,PTB,2
21156,UNIÃO,5
21172,DC,5
21172,MDB,1067
21172,NOVO,91
21172,PCB,11
21172,PDT,2070
