codigo_tse,codigo_ibge,municipio_tse,uf,nome_uf,Município-UF,primeira_estacao_4g,ano_primeira_4g,mes_primeira_4g,n_estacoes_4g_total,operadora_primeira,faixa_primeira,tem_4g_2010,tem_4g_2014,tem_4g_2018,tem_4g_2022,anos_com_4g_2014,anos_com_4g_2018,anos_com_4g_2022
23132,2600708,Aliança,PE,Pernambuco,Aliança - PE,2012-02-01,2012,2,11,CLARO,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
23140,2605152,Dormentes,PE,Pernambuco,Dormentes - PE,2019-11-01,2019,11,3,VIVO,2500,0,0,0,1,0.0,0.0,2.915811088295688
23159,2600807,Altinho,PE,Pernambuco,Altinho - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23167,2603926,Carnaubeira Da Penha,PE,Pernambuco,Carnaubeira da Penha - PE,2017-09-01,2017,9,4,VIVO,700,0,0,1,1,0.0,1.08145106091718,5.08145106091718
23205,2601052,Araçoiaba,PE,Pernambuco,Araçoiaba - PE,2015-11-01,2015,11,2,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
23213,2601102,Araripina,PE,Pernambuco,Araripina - PE,2012-04-01,2012,4,4,CLARO,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
23221,2604155,Casinhas,PE,Pernambuco,Casinhas - PE,2021-08-01,2021,8,1,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
23230,2601201,Arcoverde,PE,Pernambuco,Arcoverde - PE,2012-07-01,2012,7,6,CLARO,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
23248,2609154,Manari,PE,Pernambuco,Manari - PE,2019-10-01,2019,10,1,VIVO,700,0,0,0,1,0.0,0.0,3.0006844626967832
23256,2601300,Barra De Guabiraba,PE,Pernambuco,Barra de Guabiraba - PE,2015-07-01,2015,7,6,VIVO,2500,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23264,2608057,Jatobá,PE,Pernambuco,Jatobá - PE,2016-04-01,2016,4,10,VIVO,2500,0,0,1,1,0.0,2.4996577686516086,6.499657768651608
23272,2601409,Barreiros,PE,Pernambuco,Barreiros - PE,2014-11-01,2014,11,16,VIVO,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
23280,2614857,Tamandaré,PE,Pernambuco,Tamandaré - PE,2014-04-01,2014,4,31,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
23299,2601508,Belém De Maria,PE,Pernambuco,Belém de Maria - PE,2014-04-01,2014,4,10,VIVO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
23302,2607950,Jaqueira,PE,Pernambuco,Jaqueira - PE,2015-11-01,2015,11,7,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
23310,2601607,Belém Do São Francisco,PE,Pernambuco,Belém do São Francisco - PE,2014-11-01,2014,11,2,VIVO,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
23329,2612554,Santa Filomena,PE,Pernambuco,Santa Filomena - PE,2017-12-01,2017,12,7,VIVO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
23337,2601706,Belo Jardim,PE,Pernambuco,Belo Jardim - PE,2012-05-01,2012,5,15,CLARO,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
23353,2601805,Betânia,PE,Pernambuco,Betânia - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23370,2601904,Bezerros,PE,Pernambuco,Bezerros - PE,2014-11-01,2014,11,12,TIM,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
23396,2602001,Bodocó,PE,Pernambuco,Bodocó - PE,2022-05-01,2022,5,2,VIVO,700,0,0,0,1,0.0,0.0,0.4188911704312115
23418,2602100,Bom Conselho,PE,Pernambuco,Bom Conselho - PE,2015-11-01,2015,11,14,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
23434,2602209,Bom Jardim,PE,Pernambuco,Bom Jardim - PE,2014-04-01,2014,4,10,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
23477,2602407,Brejão,PE,Pernambuco,Brejão - PE,2020-10-01,2020,10,2,TIM,700,0,0,0,1,0.0,0.0,1.998631074606434
23515,2602605,Brejo Da Madre De Deus,PE,Pernambuco,Brejo da Madre de Deus - PE,2016-03-01,2016,3,14,VIVO,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
23531,2602704,Buenos Aires,PE,Pernambuco,Buenos Aires - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23558,2602803,Buíque,PE,Pernambuco,Buíque - PE,2013-08-01,2013,8,8,VIVO,700,0,1,1,1,1.1663244353182751,5.166324435318275,9.166324435318275
23574,2602902,Cabo De Santo Agostinho,PE,Pernambuco,Cabo de Santo Agostinho - PE,2012-04-01,2012,4,152,VIVO,700,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
23655,2603306,Calçado,PE,Pernambuco,Calçado - PE,2020-10-01,2020,10,4,TIM,700,0,0,0,1,0.0,0.0,1.998631074606434
23671,2603405,Calumbi,PE,Pernambuco,Calumbi - PE,2017-12-01,2017,12,6,VIVO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
23698,2603504,Camocim De São Félix,PE,Pernambuco,Camocim de São Félix - PE,2022-04-01,2022,4,3,VIVO,700,0,0,0,1,0.0,0.0,0.5010266940451745
23710,2603603,Camutanga,PE,Pernambuco,Camutanga - PE,2015-07-01,2015,7,4,TIM,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23736,2603702,Canhotinho,PE,Pernambuco,Canhotinho - PE,2015-12-01,2015,12,2,VIVO,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
23779,2603900,Carnaíba,PE,Pernambuco,Carnaíba - PE,2017-12-01,2017,12,3,VIVO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
23795,2604007,Carpina,PE,Pernambuco,Carpina - PE,2013-02-01,2013,2,8,TIM,2500,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
23817,2604106,Caruaru,PE,Pernambuco,Caruaru - PE,2012-02-01,2012,2,246,VIVO,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
23833,2604205,Catende,PE,Pernambuco,Catende - PE,2013-03-01,2013,3,1,CLARO,2500,0,1,1,1,1.5852156057494866,5.585215605749487,9.585215605749486
23850,2604304,Cedro,PE,Pernambuco,Cedro - PE,2017-12-01,2017,12,3,VIVO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
23876,2604403,Chã De Alegria,PE,Pernambuco,Chã de Alegria - PE,2021-08-01,2021,8,4,VIVO,700,0,0,0,1,0.0,0.0,1.1663244353182751
23892,2604502,Chã Grande,PE,Pernambuco,Chã Grande - PE,2015-11-01,2015,11,3,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
23914,2604601,Condado,PE,Pernambuco,Condado - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23930,2604700,Correntes,PE,Pernambuco,Correntes - PE,2016-02-01,2016,2,3,CLARO,700,0,0,1,1,0.0,2.6639288158795345,6.663928815879535
23957,2604809,Cortês,PE,Pernambuco,Cortês - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
23973,2604908,Cumaru,PE,Pernambuco,Cumaru - PE,2014-04-01,2014,4,3,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
23990,2605004,Cupira,PE,Pernambuco,Cupira - PE,2015-07-01,2015,7,4,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24015,2605103,Custódia,PE,Pernambuco,Custódia - PE,2012-08-01,2012,8,7,VIVO,700,0,1,1,1,2.1656399726214923,6.165639972621492,10.165639972621491
24031,2605202,Escada,PE,Pernambuco,Escada - PE,2014-04-01,2014,4,19,VIVO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
24058,2605301,Exu,PE,Pernambuco,Exu - PE,2020-07-01,2020,7,3,VIVO,700,0,0,0,1,0.0,0.0,2.2505133470225873
24074,2605400,Feira Nova,PE,Pernambuco,Feira Nova - PE,2013-09-01,2013,9,1,CLARO,2500,0,1,1,1,1.08145106091718,5.08145106091718,9.08145106091718
24090,2605509,Ferreiros,PE,Pernambuco,Ferreiros - PE,2015-07-01,2015,7,4,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24112,2605608,Flores,PE,Pernambuco,Flores - PE,2015-07-01,2015,7,1,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24139,2605707,Floresta,PE,Pernambuco,Floresta - PE,2015-12-01,2015,12,8,VIVO,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
24155,2605806,Frei Miguelinho,PE,Pernambuco,Frei Miguelinho - PE,2014-04-01,2014,4,5,CLARO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
24171,2605905,Gameleira,PE,Pernambuco,Gameleira - PE,2014-11-01,2014,11,9,VIVO,2500,0,0,1,1,0.0,3.915126625598905,7.915126625598905
24198,2606002,Garanhuns,PE,Pernambuco,Garanhuns - PE,2013-06-01,2013,6,92,VIVO,2500,0,1,1,1,1.3333333333333333,5.333333333333333,9.333333333333334
24236,2606200,Goiana,PE,Pernambuco,Goiana - PE,2012-05-01,2012,5,51,TIM,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
24279,2606408,Gravatá,PE,Pernambuco,Gravatá - PE,2012-09-01,2012,9,62,VIVO,700,0,1,1,1,2.080766598220397,6.080766598220397,10.080766598220396
24295,2606507,Iati,PE,Pernambuco,Iati - PE,2015-07-01,2015,7,9,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24317,2606606,Ibimirim,PE,Pernambuco,Ibimirim - PE,2018-01-01,2018,1,1,TIM,700,0,0,1,1,0.0,0.7474332648870636,4.747433264887063
24333,2606705,Ibirajuba,PE,Pernambuco,Ibirajuba - PE,2015-07-01,2015,7,6,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24350,2606804,Igarassu,PE,Pernambuco,Igarassu - PE,2012-07-01,2012,7,45,TIM,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
24376,2606903,Iguaracy,PE,Pernambuco,Iguaracy - PE,2015-07-01,2015,7,11,CLARO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24392,2607000,Inajá,PE,Pernambuco,Inajá - PE,2017-11-01,2017,11,3,VIVO,700,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
24414,2607109,Ingazeira,PE,Pernambuco,Ingazeira - PE,2017-10-01,2017,10,7,CLARO,700,0,0,1,1,0.0,0.999315537303217,4.999315537303217
24430,2607208,Ipojuca,PE,Pernambuco,Ipojuca - PE,2012-03-01,2012,3,148,VIVO,700,0,1,1,1,2.5845311430527036,6.584531143052704,10.584531143052704
24457,2607307,Ipubi,PE,Pernambuco,Ipubi - PE,2014-04-01,2014,4,3,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
24473,2607406,Itacuruba,PE,Pernambuco,Itacuruba - PE,2017-12-01,2017,12,6,CLARO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
24511,2607604,Ilha De Itamaracá,PE,Pernambuco,Ilha de Itamaracá - PE,2015-07-01,2015,7,17,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24538,2607703,Itapetim,PE,Pernambuco,Itapetim - PE,2017-12-01,2017,12,4,VIVO,700,0,0,1,1,0.0,0.8323066392881588,4.832306639288158
24554,2607802,Itaquitinga,PE,Pernambuco,Itaquitinga - PE,2015-11-01,2015,11,5,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
24570,2607901,Jaboatão Dos Guararapes,PE,Pernambuco,Jaboatão dos Guararapes - PE,2012-09-01,2012,9,169,VIVO,700,0,1,1,1,2.080766598220397,6.080766598220397,10.080766598220396
24597,2608008,Jataúba,PE,Pernambuco,Jataúba - PE,2022-05-01,2022,5,2,TIM,700,0,0,0,1,0.0,0.0,0.4188911704312115
24619,2608107,João Alfredo,PE,Pernambuco,João Alfredo - PE,2015-07-01,2015,7,8,VIVO,2500,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24635,2608206,Joaquim Nabuco,PE,Pernambuco,Joaquim Nabuco - PE,2015-11-01,2015,11,3,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
24651,2608305,Jupi,PE,Pernambuco,Jupi - PE,2013-01-01,2013,1,1,TIM,2500,0,1,1,1,1.7467488021902806,5.746748802190281,9.74674880219028
24678,2608404,Jurema,PE,Pernambuco,Jurema - PE,2015-07-01,2015,7,8,CLARO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24694,2608503,Lagoa De Itaenga,PE,Pernambuco,Lagoa de Itaenga - PE,2015-07-01,2015,7,8,CLARO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24716,2608602,Lagoa Do Ouro,PE,Pernambuco,Lagoa do Ouro - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24732,2608701,Lagoa Dos Gatos,PE,Pernambuco,Lagoa dos Gatos - PE,2014-11-01,2014,11,7,VIVO,2500,0,0,1,1,0.0,3.915126625598905,7.915126625598905
24759,2608800,Lajedo,PE,Pernambuco,Lajedo - PE,2012-09-01,2012,9,9,VIVO,2500,0,1,1,1,2.080766598220397,6.080766598220397,10.080766598220396
24775,2608909,Limoeiro,PE,Pernambuco,Limoeiro - PE,2014-03-01,2014,3,5,CLARO,700,0,1,1,1,0.5859000684462696,4.58590006844627,8.58590006844627
24830,2609204,Maraial,PE,Pernambuco,Maraial - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24872,2609402,Moreno,PE,Pernambuco,Moreno - PE,2012-01-01,2012,1,18,VIVO,700,0,1,1,1,2.74880219028063,6.74880219028063,10.74880219028063
24899,2609501,Nazaré Da Mata,PE,Pernambuco,Nazaré da Mata - PE,2012-05-01,2012,5,3,CLARO,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
24910,2609600,Olinda,PE,Pernambuco,Olinda - PE,2012-04-01,2012,4,96,TIM,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
24937,2609709,Orobó,PE,Pernambuco,Orobó - PE,2015-07-01,2015,7,6,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
24970,2609907,Ouricuri,PE,Pernambuco,Ouricuri - PE,2016-03-01,2016,3,6,VIVO,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
24996,2610004,Palmares,PE,Pernambuco,Palmares - PE,2012-01-01,2012,1,23,CLARO,700,0,1,1,1,2.74880219028063,6.74880219028063,10.74880219028063
25011,2610103,Palmeirina,PE,Pernambuco,Palmeirina - PE,2015-07-01,2015,7,9,CLARO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25038,2610202,Panelas,PE,Pernambuco,Panelas - PE,2013-01-01,2013,1,18,VIVO,700,0,1,1,1,1.7467488021902806,5.746748802190281,9.74674880219028
25054,2610301,Paranatama,PE,Pernambuco,Paranatama - PE,2021-11-01,2021,11,1,TIM,700,0,0,0,1,0.0,0.0,0.9144421629021219
25070,2610400,Parnamirim,PE,Pernambuco,Parnamirim - PE,2014-04-01,2014,4,11,VIVO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
25097,2610509,Passira,PE,Pernambuco,Passira - PE,2015-11-01,2015,11,2,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25119,2610608,Paudalho,PE,Pernambuco,Paudalho - PE,2016-11-01,2016,11,10,VIVO,2500,0,0,1,1,0.0,1.9137577002053388,5.9137577002053385
25135,2610707,Paulista,PE,Pernambuco,Paulista - PE,2012-02-01,2012,2,69,VIVO,700,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
25178,2610905,Pesqueira,PE,Pernambuco,Pesqueira - PE,2013-09-01,2013,9,14,TIM,700,0,1,1,1,1.08145106091718,5.08145106091718,9.08145106091718
25194,2611002,Petrolândia,PE,Pernambuco,Petrolândia - PE,2014-08-01,2014,8,3,CLARO,700,0,1,1,1,0.16700889801505817,4.167008898015058,8.167008898015059
25216,2611101,Petrolina,PE,Pernambuco,Petrolina - PE,2012-04-01,2012,4,246,VIVO,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
25232,2611200,Poção,PE,Pernambuco,Poção - PE,2015-11-01,2015,11,6,TIM,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25259,2611309,Pombos,PE,Pernambuco,Pombos - PE,2015-07-01,2015,7,20,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25275,2611408,Primavera,PE,Pernambuco,Primavera - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25291,2611507,Quipapá,PE,Pernambuco,Quipapá - PE,2012-11-01,2012,11,4,VIVO,700,0,1,1,1,1.9137577002053388,5.9137577002053385,9.91375770020534
25313,2611606,Recife,PE,Pernambuco,Recife - PE,2012-02-01,2012,2,764,TIM,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
25330,2611705,Riacho Das Almas,PE,Pernambuco,Riacho das Almas - PE,2014-11-01,2014,11,21,TIM,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
25356,2611804,Ribeirão,PE,Pernambuco,Ribeirão - PE,2015-07-01,2015,7,25,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25372,2611903,Rio Formoso,PE,Pernambuco,Rio Formoso - PE,2014-04-01,2014,4,11,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
25399,2612000,Sairé,PE,Pernambuco,Sairé - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25437,2612208,Salgueiro,PE,Pernambuco,Salgueiro - PE,2015-11-01,2015,11,4,CLARO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25453,2612307,Saloá,PE,Pernambuco,Saloá - PE,2015-11-01,2015,11,5,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25470,2612406,Sanharó,PE,Pernambuco,Sanharó - PE,2015-11-01,2015,11,4,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25496,2612505,Santa Cruz Do Capibaribe,PE,Pernambuco,Santa Cruz do Capibaribe - PE,2012-07-01,2012,7,32,TIM,700,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
25518,2612604,Santa Maria Da Boa Vista,PE,Pernambuco,Santa Maria da Boa Vista - PE,2014-07-01,2014,7,6,CLARO,2500,0,1,1,1,0.2518822724161533,4.251882272416153,8.251882272416154
25534,2612703,Santa Maria Do Cambucá,PE,Pernambuco,Santa Maria do Cambucá - PE,2020-10-01,2020,10,2,TIM,700,0,0,0,1,0.0,0.0,1.998631074606434
25550,2612802,Santa Terezinha,PE,Pernambuco,Santa Terezinha - PE,2018-04-01,2018,4,4,VIVO,700,0,0,1,1,0.0,0.5010266940451745,4.501026694045175
25577,2612901,São Benedito Do Sul,PE,Pernambuco,São Benedito do Sul - PE,2015-07-01,2015,7,3,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25593,2613008,São Bento Do Una,PE,Pernambuco,São Bento do Una - PE,2014-11-01,2014,11,7,VIVO,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
25615,2613107,São Caitano,PE,Pernambuco,São Caitano - PE,2015-07-01,2015,7,9,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25631,2613206,São João,PE,Pernambuco,São João - PE,2015-07-01,2015,7,5,CLARO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25658,2613305,São Joaquim Do Monte,PE,Pernambuco,São Joaquim do Monte - PE,2014-11-01,2014,11,12,VIVO,2500,0,0,1,1,0.0,3.915126625598905,7.915126625598905
25674,2613404,São José Da Coroa Grande,PE,Pernambuco,São José da Coroa Grande - PE,2015-11-01,2015,11,14,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25690,2613503,São José Do Belmonte,PE,Pernambuco,São José do Belmonte - PE,2014-07-01,2014,7,8,CLARO,700,0,1,1,1,0.2518822724161533,4.251882272416153,8.251882272416154
25712,2613602,São José Do Egito,PE,Pernambuco,São José do Egito - PE,2012-07-01,2012,7,7,VIVO,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
25739,2613701,São Lourenço Da Mata,PE,Pernambuco,São Lourenço da Mata - PE,2012-02-01,2012,2,264,VIVO,700,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
25755,2613800,São Vicente Férrer,PE,Pernambuco,São Vicente Ferrer - PE,2015-07-01,2015,7,6,VIVO,2500,0,0,1,1,0.0,3.252566735112936,7.252566735112937
25771,2613909,Serra Talhada,PE,Pernambuco,Serra Talhada - PE,2012-02-01,2012,2,37,CLARO,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
25798,2614006,Serrita,PE,Pernambuco,Serrita - PE,2014-04-01,2014,4,6,TIM,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
25810,2614105,Sertânia,PE,Pernambuco,Sertânia - PE,2015-11-01,2015,11,5,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25836,2614204,Sirinhaém,PE,Pernambuco,Sirinhaém - PE,2014-04-01,2014,4,25,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
25852,2614303,Moreilândia,PE,Pernambuco,Moreilândia - PE,2018-01-01,2018,1,1,VIVO,700,0,0,1,1,0.0,0.7474332648870636,4.747433264887063
25879,2614402,Solidão,PE,Pernambuco,Solidão - PE,2017-10-01,2017,10,4,VIVO,700,0,0,1,1,0.0,0.999315537303217,4.999315537303217
25895,2614501,Surubim,PE,Pernambuco,Surubim - PE,2015-11-01,2015,11,15,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
25933,2614709,Tacaimbó,PE,Pernambuco,Tacaimbó - PE,2021-07-01,2021,7,1,TIM,700,0,0,0,1,0.0,0.0,1.2511978097193703
25950,2614808,Tacaratu,PE,Pernambuco,Tacaratu - PE,2019-10-01,2019,10,1,VIVO,700,0,0,0,1,0.0,0.0,3.0006844626967832
25976,2607653,Itambé,PE,Pernambuco,Itambé - PE,2014-04-01,2014,4,4,VIVO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
25992,2615003,Taquaritinga Do Norte,PE,Pernambuco,Taquaritinga do Norte - PE,2012-11-01,2012,11,16,VIVO,2500,0,1,1,1,1.9137577002053388,5.9137577002053385,9.91375770020534
26018,2615102,Terezinha,PE,Pernambuco,Terezinha - PE,2021-08-01,2021,8,1,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
26034,2615201,Terra Nova,PE,Pernambuco,Terra Nova - PE,2021-08-01,2021,8,1,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
26050,2615300,Timbaúba,PE,Pernambuco,Timbaúba - PE,2012-11-01,2012,11,5,CLARO,2500,0,1,1,1,1.9137577002053388,5.9137577002053385,9.91375770020534
26077,2615409,Toritama,PE,Pernambuco,Toritama - PE,2016-03-01,2016,3,7,VIVO,2500,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
26093,2615508,Tracunhaém,PE,Pernambuco,Tracunhaém - PE,2015-11-01,2015,11,3,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
26115,2615607,Trindade,PE,Pernambuco,Trindade - PE,2019-06-01,2019,6,1,TIM,700,0,0,0,1,0.0,0.0,3.3347022587268995
26158,2615805,Tupanatinga,PE,Pernambuco,Tupanatinga - PE,2016-12-01,2016,12,3,VIVO,700,0,0,1,1,0.0,1.8316221765913758,5.831622176591376
26239,2616209,Vertentes,PE,Pernambuco,Vertentes - PE,2015-07-01,2015,7,5,VIVO,700,0,0,1,1,0.0,3.252566735112936,7.252566735112937
26255,2616308,Vicência,PE,Pernambuco,Vicência - PE,2015-11-01,2015,11,5,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
26271,2616407,Vitória De Santo Antão,PE,Pernambuco,Vitória de Santo Antão - PE,2012-04-01,2012,4,141,VIVO,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
26298,2603454,Camaragibe,PE,Pernambuco,Camaragibe - PE,2012-02-01,2012,2,111,TIM,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
26310,2600054,Abreu E Lima,PE,Pernambuco,Abreu e Lima - PE,2016-04-01,2016,4,33,VIVO,700,0,0,1,1,0.0,2.4996577686516086,6.499657768651608
26336,2607752,Itapissuma,PE,Pernambuco,Itapissuma - PE,2022-10-01,2022,10,5,VIVO,700,0,0,0,0,0.0,0.0,0.0
27014,2700102,Água Branca,AL,Alagoas,Água Branca - AL,2015-12-01,2015,12,5,VIVO,2500,0,0,1,1,0.0,2.833675564681725,6.833675564681725
27022,2706422,Pariconha,AL,Alagoas,Pariconha - AL,2020-10-01,2020,10,2,TIM,700,0,0,0,1,0.0,0.0,1.998631074606434
27057,2700300,Arapiraca,AL,Alagoas,Arapiraca - AL,2012-07-01,2012,7,99,VIVO,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
27073,2700409,Atalaia,AL,Alagoas,Atalaia - AL,2015-11-01,2015,11,12,VIVO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
27090,2700508,Barra De Santo Antônio,AL,Alagoas,Barra de Santo Antônio - AL,2017-05-01,2017,5,4,CLARO,2500,0,0,1,1,0.0,1.4182067077344285,5.418206707734429
27111,2700607,Barra De São Miguel,AL,Alagoas,Barra de São Miguel - AL,2016-03-01,2016,3,14,CLARO,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
27138,2700706,Batalha,AL,Alagoas,Batalha - AL,2015-12-01,2015,12,5,VIVO,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
27154,2700805,Belém,AL,Alagoas,Belém - AL,2017-05-01,2017,5,4,VIVO,700,0,0,1,1,0.0,1.4182067077344285,5.418206707734429
27278,2701407,Campo Alegre,AL,Alagoas,Campo Alegre - AL,2022-03-01,2022,3,2,TIM,700,0,0,0,1,0.0,0.0,0.5859000684462696
27294,2701506,Campo Grande,AL,Alagoas,Campo Grande - AL,2020-12-01,2020,12,3,CLARO,700,0,0,0,1,0.0,0.0,1.8316221765913758
27316,2701605,Canapi,AL,Alagoas,Canapi - AL,2022-05-01,2022,5,4,TIM,2500,0,0,0,1,0.0,0.0,0.4188911704312115
27359,2701803,Carneiros,AL,Alagoas,Carneiros - AL,2017-11-01,2017,11,5,VIVO,2500,0,0,1,1,0.0,0.9144421629021219,4.914442162902122
27375,2701902,Chã Preta,AL,Alagoas,Chã Preta - AL,2021-11-01,2021,11,5,VIVO,700,0,0,0,1,0.0,0.0,0.9144421629021219
27391,2702009,Coité Do Nóia,AL,Alagoas,Coité do Nóia - AL,2022-05-01,2022,5,1,TIM,700,0,0,0,1,0.0,0.0,0.4188911704312115
27413,2702108,Colônia Leopoldina,AL,Alagoas,Colônia Leopoldina - AL,2015-11-01,2015,11,5,VIVO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
