codigo_tse,codigo_ibge,municipio_tse,uf,nome_uf,Município-UF,primeira_estacao_4g,ano_primeira_4g,mes_primeira_4g,n_estacoes_4g_total,operadora_primeira,faixa_primeira,tem_4g_2010,tem_4g_2014,tem_4g_2018,tem_4g_2022,anos_com_4g_2014,anos_com_4g_2018,anos_com_4g_2022
1023,1200807,Porto Acre,AC,Acre,Porto Acre - AC,2012-10-01,2012,10,8,VIVO,700,0,1,1,1,1.998631074606434,5.9986310746064335,9.998631074606434
1031,1200435,Santa Rosa Do Purus,AC,Acre,Santa Rosa do Purus - AC,2015-11-01,2015,11,4,CLARO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1040,1200351,Marechal Thaumaturgo,AC,Acre,Marechal Thaumaturgo - AC,2015-12-01,2015,12,4,CLARO,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
1058,1200104,Brasiléia,AC,Acre,Brasiléia - AC,2012-05-01,2012,5,1,VIVO,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
1066,1200393,Porto Walter,AC,Acre,Porto Walter - AC,2015-11-01,2015,11,2,CLARO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1074,1200203,Cruzeiro Do Sul,AC,Acre,Cruzeiro do Sul - AC,2014-03-01,2014,3,22,VIVO,2500,0,1,1,1,0.5859000684462696,4.58590006844627,8.58590006844627
1082,1200427,Rodrigues Alves,AC,Acre,Rodrigues Alves - AC,2018-07-01,2018,7,12,TIM,2500,0,0,1,1,0.0,0.2518822724161533,4.251882272416153
1090,1200336,Mâncio Lima,AC,Acre,Mâncio Lima - AC,2021-08-01,2021,8,9,VIVO,700,0,0,0,1,0.0,0.0,1.1663244353182751
1104,1200328,Jordão,AC,Acre,Jordão - AC,2015-11-01,2015,11,5,CLARO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1120,1200013,Acrelândia,AC,Acre,Acrelândia - AC,2014-10-01,2014,10,2,CLARO,2500,0,0,1,1,0.0,4.0,8.0
1392,1200401,Rio Branco,AC,Acre,Rio Branco - AC,2012-05-01,2012,5,202,VIVO,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
1457,1200500,Sena Madureira,AC,Acre,Sena Madureira - AC,2012-10-01,2012,10,5,VIVO,700,0,1,1,1,1.998631074606434,5.9986310746064335,9.998631074606434
1511,1200385,Plácido De Castro,AC,Acre,Plácido de Castro - AC,2014-10-01,2014,10,5,TIM,700,0,0,1,1,0.0,4.0,8.0
1538,1200450,Senador Guiomard,AC,Acre,Senador Guiomard - AC,2016-06-01,2016,6,6,TIM,700,0,0,1,1,0.0,2.3326488706365502,6.33264887063655
1554,1200344,Manoel Urbano,AC,Acre,Manoel Urbano - AC,2015-11-01,2015,11,2,CLARO,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
1570,1200054,Assis Brasil,AC,Acre,Assis Brasil - AC,2015-02-01,2015,2,2,TIM,700,0,0,1,1,0.0,3.6632443531827517,7.663244353182751
2003,1300144,Apuí,AM,Amazonas,Apuí - AM,2016-01-01,2016,1,11,TIM,700,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2011,1303205,Novo Airão,AM,Amazonas,Novo Airão - AM,2015-03-01,2015,3,3,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2020,1301654,Guajará,AM,Amazonas,Guajará - AM,2012-07-01,2012,7,1,VIVO,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
2038,1300102,Anori,AM,Amazonas,Anori - AM,2012-04-01,2012,4,2,VIVO,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
2046,1301159,Careiro Da Várzea,AM,Amazonas,Careiro da Várzea - AM,2021-07-01,2021,7,3,VIVO,2500,0,0,0,1,0.0,0.0,1.2511978097193703
2054,1300201,Atalaia Do Norte,AM,Amazonas,Atalaia do Norte - AM,2016-01-01,2016,1,2,CLARO,2500,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2070,1300300,Autazes,AM,Amazonas,Autazes - AM,2012-07-01,2012,7,11,VIVO,2500,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
2097,1300409,Barcelos,AM,Amazonas,Barcelos - AM,2015-11-01,2015,11,2,TIM,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2119,1300508,Barreirinha,AM,Amazonas,Barreirinha - AM,2015-03-01,2015,3,13,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2135,1300607,Benjamin Constant,AM,Amazonas,Benjamin Constant - AM,2017-09-01,2017,9,5,TIM,700,0,0,1,1,0.0,1.08145106091718,5.08145106091718
2151,1300706,Boca Do Acre,AM,Amazonas,Boca do Acre - AM,2017-10-01,2017,10,4,TIM,700,0,0,1,1,0.0,0.999315537303217,4.999315537303217
2178,1300805,Borba,AM,Amazonas,Borba - AM,2015-03-01,2015,3,9,TIM,2500,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2194,1300904,Canutama,AM,Amazonas,Canutama - AM,2016-03-01,2016,3,3,TIM,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2216,1301001,Carauari,AM,Amazonas,Carauari - AM,2015-11-01,2015,11,5,CLARO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2232,1301100,Careiro,AM,Amazonas,Careiro - AM,2019-01-01,2019,1,7,TIM,2500,0,0,0,1,0.0,0.0,3.7481177275838466
2259,1301209,Coari,AM,Amazonas,Coari - AM,2017-10-01,2017,10,1,CLARO,2500,0,0,1,1,0.0,0.999315537303217,4.999315537303217
2275,1301308,Codajás,AM,Amazonas,Codajás - AM,2015-03-01,2015,3,10,VIVO,2500,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2291,1301407,Eirunepé,AM,Amazonas,Eirunepé - AM,2017-09-01,2017,9,8,CLARO,2500,0,0,1,1,0.0,1.08145106091718,5.08145106091718
2313,1301506,Envira,AM,Amazonas,Envira - AM,2021-12-01,2021,12,3,CLARO,700,0,0,0,1,0.0,0.0,0.8323066392881588
2330,1301605,Fonte Boa,AM,Amazonas,Fonte Boa - AM,2021-08-01,2021,8,3,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
2356,1301704,Humaitá,AM,Amazonas,Humaitá - AM,2017-05-01,2017,5,4,CLARO,700,0,0,1,1,0.0,1.4182067077344285,5.418206707734429
2372,1303601,Santa Isabel Do Rio Negro,AM,Amazonas,Santa Isabel do Rio Negro - AM,2016-01-01,2016,1,2,CLARO,2500,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2399,1301803,Ipixuna,AM,Amazonas,Ipixuna - AM,2015-11-01,2015,11,3,CLARO,2500,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2410,1301902,Itacoatiara,AM,Amazonas,Itacoatiara - AM,2012-06-01,2012,6,46,VIVO,2500,0,1,1,1,2.3326488706365502,6.33264887063655,10.33264887063655
2437,1302009,Itapiranga,AM,Amazonas,Itapiranga - AM,2013-04-01,2013,4,8,VIVO,700,0,1,1,1,1.5003422313483916,5.500342231348392,9.500342231348391
2453,1302108,Japurá,AM,Amazonas,Japurá - AM,2015-11-01,2015,11,3,TIM,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
2470,1302207,Juruá,AM,Amazonas,Juruá - AM,2015-12-01,2015,12,2,CLARO,2500,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2496,1302306,Jutaí,AM,Amazonas,Jutaí - AM,2022-04-01,2022,4,3,CLARO,700,0,0,0,1,0.0,0.0,0.5010266940451745
2518,1302405,Lábrea,AM,Amazonas,Lábrea - AM,2012-05-01,2012,5,2,CLARO,2500,0,1,1,1,2.4175222450376452,6.417522245037645,10.417522245037645
2534,1302504,Manacapuru,AM,Amazonas,Manacapuru - AM,2013-10-01,2013,10,21,VIVO,2500,0,1,1,1,0.999315537303217,4.999315537303217,8.999315537303216
2550,1302603,Manaus,AM,Amazonas,Manaus - AM,2012-01-01,2012,1,1025,VIVO,2500,0,1,1,1,2.74880219028063,6.74880219028063,10.74880219028063
2577,1302702,Manicoré,AM,Amazonas,Manicoré - AM,2018-08-01,2018,8,3,CLARO,2500,0,0,1,1,0.0,0.16700889801505817,4.167008898015058
2593,1302801,Maraã,AM,Amazonas,Maraã - AM,2016-03-01,2016,3,3,TIM,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2615,1302900,Maués,AM,Amazonas,Maués - AM,2014-08-01,2014,8,13,CLARO,2500,0,1,1,1,0.16700889801505817,4.167008898015058,8.167008898015059
2631,1303007,Nhamundá,AM,Amazonas,Nhamundá - AM,2021-08-01,2021,8,4,VIVO,2500,0,0,0,1,0.0,0.0,1.1663244353182751
2658,1303106,Nova Olinda Do Norte,AM,Amazonas,Nova Olinda do Norte - AM,2017-09-01,2017,9,10,TIM,2500,0,0,1,1,0.0,1.08145106091718,5.08145106091718
2674,1303304,Novo Aripuanã,AM,Amazonas,Novo Aripuanã - AM,2016-01-01,2016,1,3,CLARO,2500,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2690,1303403,Parintins,AM,Amazonas,Parintins - AM,2014-04-01,2014,4,20,VIVO,700,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
2712,1303502,Pauini,AM,Amazonas,Pauini - AM,2015-12-01,2015,12,3,CLARO,2500,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2739,1303700,Santo Antônio Do Içá,AM,Amazonas,Santo Antônio do Içá - AM,2015-12-01,2015,12,3,TIM,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
2755,1303908,São Paulo De Olivença,AM,Amazonas,São Paulo de Olivença - AM,2016-01-01,2016,1,8,CLARO,2500,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2771,1304005,Silves,AM,Amazonas,Silves - AM,2021-06-01,2021,6,4,TIM,700,0,0,0,1,0.0,0.0,1.3333333333333333
2798,1304104,Tapauá,AM,Amazonas,Tapauá - AM,2016-03-01,2016,3,2,TIM,700,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
2810,1304203,Tefé,AM,Amazonas,Tefé - AM,2017-10-01,2017,10,1,CLARO,2500,0,0,1,1,0.0,0.999315537303217,4.999315537303217
2836,1303809,São Gabriel Da Cachoeira,AM,Amazonas,São Gabriel da Cachoeira - AM,2012-04-01,2012,4,2,CLARO,2500,0,1,1,1,2.4996577686516086,6.499657768651608,10.499657768651609
2852,1304302,Urucará,AM,Amazonas,Urucará - AM,2021-08-01,2021,8,1,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
2879,1304401,Urucurituba,AM,Amazonas,Urucurituba - AM,2015-03-01,2015,3,5,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2895,1300029,Alvarães,AM,Amazonas,Alvarães - AM,2016-01-01,2016,1,2,TIM,700,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2917,1300060,Amaturá,AM,Amazonas,Amaturá - AM,2016-01-01,2016,1,2,CLARO,700,0,0,1,1,0.0,2.74880219028063,6.74880219028063
2933,1300086,Anamã,AM,Amazonas,Anamã - AM,2021-11-01,2021,11,1,TIM,700,0,0,0,1,0.0,0.0,0.9144421629021219
2950,1300631,Beruri,AM,Amazonas,Beruri - AM,2019-05-01,2019,5,8,VIVO,700,0,0,0,1,0.0,0.0,3.4195756331279945
2976,1300680,Boa Vista Do Ramos,AM,Amazonas,Boa Vista do Ramos - AM,2015-03-01,2015,3,7,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
2992,1300839,Caapiranga,AM,Amazonas,Caapiranga - AM,2019-04-01,2019,4,5,VIVO,2500,0,0,0,1,0.0,0.0,3.5017111567419574
3000,1400233,Caroebe,RR,Roraima,Caroebe - RR,2015-03-01,2015,3,4,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3018,1400100,Boa Vista,RR,Roraima,Boa Vista - RR,2012-07-01,2012,7,174,VIVO,700,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
3026,1400282,Iracema,RR,Roraima,Iracema - RR,2015-03-01,2015,3,1,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3034,1400209,Caracaraí,RR,Roraima,Caracaraí - RR,2018-10-01,2018,10,1,VIVO,700,0,0,0,1,0.0,0.0,4.0
3042,1400027,Amajari,RR,Roraima,Amajari - RR,2015-03-01,2015,3,2,CLARO,2500,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3050,1400050,Alto Alegre,RR,Roraima,Alto Alegre - RR,2021-08-01,2021,8,1,TIM,700,0,0,0,1,0.0,0.0,1.1663244353182751
3069,1400175,Cantá,RR,Roraima,Cantá - RR,2020-02-01,2020,2,1,TIM,700,0,0,0,1,0.0,0.0,2.6639288158795345
3077,1400159,Bonfim,RR,Roraima,Bonfim - RR,2015-03-01,2015,3,1,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3085,1400472,Rorainópolis,RR,Roraima,Rorainópolis - RR,2015-03-01,2015,3,13,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3093,1400308,Mucajaí,RR,Roraima,Mucajaí - RR,2021-06-01,2021,6,2,VIVO,2500,0,0,0,1,0.0,0.0,1.3333333333333333
3107,1400704,Uiramutã,RR,Roraima,Uiramutã - RR,2016-02-01,2016,2,2,TIM,700,0,0,1,1,0.0,2.6639288158795345,6.663928815879535
3115,1400407,Normandia,RR,Roraima,Normandia - RR,2015-02-01,2015,2,2,CLARO,2500,0,0,1,1,0.0,3.6632443531827517,7.663244353182751
3123,1400456,Pacaraima,RR,Roraima,Pacaraima - RR,2016-03-01,2016,3,4,VIVO,2500,0,0,1,1,0.0,2.5845311430527036,6.584531143052704
3131,1400506,São João Da Baliza,RR,Roraima,São João da Baliza - RR,2015-03-01,2015,3,3,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
3158,1400605,São Luiz,RR,Roraima,São Luiz - RR,2015-03-01,2015,3,3,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4006,1503093,Goianésia Do Pará,PA,Pará,Goianésia do Pará - PA,2013-01-01,2013,1,16,VIVO,2500,0,1,1,1,1.7467488021902806,5.746748802190281,9.74674880219028
4014,1500107,Abaetetuba,PA,Pará,Abaetetuba - PA,2014-08-01,2014,8,30,VIVO,700,0,1,1,1,0.16700889801505817,4.167008898015058,8.167008898015059
4022,1507953,Tailândia,PA,Pará,Tailândia - PA,2014-10-01,2014,10,36,TIM,700,0,0,1,1,0.0,4.0,8.0
4030,1500206,Acará,PA,Pará,Acará - PA,2013-02-01,2013,2,15,VIVO,2500,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
4049,1501576,Bom Jesus Do Tocantins,PA,Pará,Bom Jesus do Tocantins - PA,2022-05-01,2022,5,7,TIM,2500,0,0,0,1,0.0,0.0,0.4188911704312115
4057,1500305,Afuá,PA,Pará,Afuá - PA,2019-11-01,2019,11,5,VIVO,700,0,0,0,1,0.0,0.0,2.915811088295688
4065,1507474,São João De Pirabas,PA,Pará,São João de Pirabas - PA,2021-03-01,2021,3,1,TIM,700,0,0,0,1,0.0,0.0,1.5852156057494866
4073,1500404,Alenquer,PA,Pará,Alenquer - PA,2014-10-01,2014,10,32,VIVO,2500,0,0,1,1,0.0,4.0,8.0
4081,1508084,Tucumã,PA,Pará,Tucumã - PA,2017-09-01,2017,9,20,VIVO,700,0,0,1,1,0.0,1.08145106091718,5.08145106091718
4090,1500503,Almeirim,PA,Pará,Almeirim - PA,2014-04-01,2014,4,5,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
4103,1504059,Mãe Do Rio,PA,Pará,Mãe do Rio - PA,2018-12-01,2018,12,4,TIM,700,0,0,0,1,0.0,0.0,3.8329911019849416
4111,1500602,Altamira,PA,Pará,Altamira - PA,2012-02-01,2012,2,504,TIM,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
4120,1502954,Eldorado Dos Carajás,PA,Pará,Eldorado do Carajás - PA,2014-04-01,2014,4,18,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
4138,1500701,Anajás,PA,Pará,Anajás - PA,2015-03-01,2015,3,1,CLARO,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4146,1506559,Santa Luzia Do Pará,PA,Pará,Santa Luzia do Pará - PA,2019-07-01,2019,7,5,VIVO,2500,0,0,0,1,0.0,0.0,3.252566735112936
4154,1500800,Ananindeua,PA,Pará,Ananindeua - PA,2012-09-01,2012,9,227,VIVO,2500,0,1,1,1,2.080766598220397,6.080766598220397,10.080766598220396
4162,1505494,Palestina Do Pará,PA,Pará,Palestina do Pará - PA,2021-03-01,2021,3,1,TIM,700,0,0,0,1,0.0,0.0,1.5852156057494866
4170,1500909,Augusto Corrêa,PA,Pará,Augusto Corrêa - PA,2013-02-01,2013,2,6,TIM,700,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
4189,1503457,Ipixuna Do Pará,PA,Pará,Ipixuna do Pará - PA,2015-03-01,2015,3,5,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4197,1501006,Aveiro,PA,Pará,Aveiro - PA,2015-12-01,2015,12,7,CLARO,700,0,0,1,1,0.0,2.833675564681725,6.833675564681725
4200,1503754,Jacareacanga,PA,Pará,Jacareacanga - PA,2016-01-01,2016,1,3,CLARO,2500,0,0,1,1,0.0,2.74880219028063,6.74880219028063
4219,1501105,Bagre,PA,Pará,Bagre - PA,2014-11-01,2014,11,2,TIM,700,0,0,1,1,0.0,3.915126625598905,7.915126625598905
4227,1501725,Brasil Novo,PA,Pará,Brasil Novo - PA,2021-08-01,2021,8,8,VIVO,700,0,0,0,1,0.0,0.0,1.1663244353182751
4235,1501204,Baião,PA,Pará,Baião - PA,2015-03-01,2015,3,9,TIM,700,0,0,1,1,0.0,3.586584531143053,7.586584531143052
4243,1506351,Santa Bárbara Do Pará,PA,Pará,Santa Bárbara do Pará - PA,2015-01-01,2015,1,10,CLARO,700,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
4251,1501303,Barcarena,PA,Pará,Barcarena - PA,2013-02-01,2013,2,70,CLARO,700,0,1,1,1,1.6618754277891854,5.661875427789186,9.661875427789186
4278,1501402,Belém,PA,Pará,Belém - PA,2012-02-01,2012,2,632,VIVO,2500,0,1,1,1,2.6639288158795345,6.663928815879535,10.663928815879535
4286,1508050,Trairão,PA,Pará,Trairão - PA,2015-11-01,2015,11,4,TIM,700,0,0,1,1,0.0,2.915811088295688,6.915811088295688
4294,1501501,Benevides,PA,Pará,Benevides - PA,2012-07-01,2012,7,27,CLARO,700,0,1,1,1,2.2505133470225873,6.250513347022587,10.250513347022586
4308,1505551,Pau D'Arco,PA,Pará,Pau D'Arco - PA,2021-08-01,2021,8,5,VIVO,700,0,0,0,1,0.0,0.0,1.1663244353182751
4316,1501600,Bonito,PA,Pará,Bonito - PA,2015-01-01,2015,1,2,CLARO,2500,0,0,1,1,0.0,3.7481177275838466,7.748117727583847
4324,1508126,Ulianópolis,PA,Pará,Ulianópolis - PA,2022-02-01,2022,2,5,TIM,700,0,0,0,1,0.0,0.0,0.6625598904859685
4332,1501709,Bragança,PA,Pará,Bragança - PA,2012-01-01,2012,1,29,TIM,2500,0,1,1,1,2.74880219028063,6.74880219028063,10.74880219028063
4340,1500958,Aurora Do Pará,PA,Pará,Aurora do Pará - PA,2021-05-01,2021,5,1,TIM,700,0,0,0,1,0.0,0.0,1.4182067077344285
4359,1501808,Breves,PA,Pará,Breves - PA,2014-10-01,2014,10,21,VIVO,700,0,0,1,1,0.0,4.0,8.0
4367,1507979,Terra Santa,PA,Pará,Terra Santa - PA,2014-04-01,2014,4,3,VIVO,2500,0,1,1,1,0.5010266940451745,4.501026694045175,8.501026694045175
